Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,72,189.441220061326,75.72825,14.784755,296.35081017123304,Continuing
2,71,270.69323356331364,868.5368,67.46569,296.35081017123304,Continuing
3,53,228.310761552046,408.92462,81.837296,296.35081017123304,Continuing
4,8,242.7128680778461,204.57672,26.356356,296.35081017123304,Continuing
5,9,233.7243724057668,234.8685,34.356487,296.35081017123304,Continuing
6,54,197.8404462303588,244.04897,43.758247,296.35081017123304,Continuing
7,58,211.5086541241532,193.93414,46.74357,296.35081017123304,Continuing
8,59,219.61643412334288,202.44487,37.950085,296.35081017123304,Continuing
9,60,272.2240045816517,189.04863,33.05144,296.35081017123304,Continuing
10,57,296.35081017123304,206.623,26.240204,296.35081017123304,Max Elastic Modulus reached
