Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,14,39.58562154046682,19.492914539131366,38.03172896475355,296.35081017123304,Continuing
2,72,189.441220061326,32.19152257365778,26.286465607784326,296.35081017123304,Continuing
3,67,55.10215022969636,65.013877407834,114.6384714882561,296.35081017123304,Continuing
4,56,175.8319549576918,64.45615393567091,96.23108834677349,296.35081017123304,Continuing
5,53,228.310761552046,136.82947754887675,93.61418990168058,296.35081017123304,Continuing
6,71,270.69323356331364,186.33934430787195,43.7060153286714,296.35081017123304,Continuing
7,8,242.7128680778461,235.03510878467972,43.03371063682716,296.35081017123304,Continuing
8,42,179.2410423946837,217.09667092445028,47.64310310228292,296.35081017123304,Continuing
9,49,242.91509227554656,194.4591706446589,58.000491271459865,296.35081017123304,Continuing
10,47,188.5569729101656,241.13908824628697,26.132719229362323,296.35081017123304,Continuing
11,9,233.7243724057668,238.85352176378444,28.897851516531084,296.35081017123304,Continuing
12,0,81.74085575257114,167.01381661678636,50.099790165596566,296.35081017123304,Continuing
13,70,172.0732296612731,206.16653895402405,31.619831182185862,296.35081017123304,Continuing
14,58,211.5086541241532,192.2141016762113,41.11675584866482,296.35081017123304,Continuing
15,54,197.8404462303588,188.07202192857056,52.08112248944774,296.35081017123304,Continuing
16,45,224.5706110108938,240.53394095195654,10.193809631314826,296.35081017123304,Continuing
17,46,242.41091008794928,231.12300797118485,13.631949084573455,296.35081017123304,Continuing
18,52,231.07458974395303,234.1156983149533,11.230888912446314,296.35081017123304,Continuing
19,60,272.2240045816517,205.05797713145057,15.562187797198645,296.35081017123304,Continuing
20,59,219.61643412334288,235.51981609719155,25.24690154118796,296.35081017123304,Continuing
21,55,168.33383829683325,209.14445333889125,25.71737385478084,296.35081017123304,Continuing
22,57,296.35081017123304,208.7196233834634,29.97814669105136,296.35081017123304,Max Elastic Modulus reached
