Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,69,110.69482106635698,390.897,82.94654,296.35081017123304,Continuing
2,53,228.310761552046,215.56746,29.625345,296.35081017123304,Continuing
3,58,211.5086541241532,177.4494,14.053743,296.35081017123304,Continuing
4,59,219.61643412334288,197.67157,19.10794,296.35081017123304,Continuing
5,8,242.7128680778461,256.10913,46.166523,296.35081017123304,Continuing
6,9,233.7243724057668,240.9893,49.35723,296.35081017123304,Continuing
7,60,272.2240045816517,213.03749,25.402342,296.35081017123304,Continuing
8,52,231.07458974395303,247.5023,27.355448,296.35081017123304,Continuing
9,61,201.80400290446065,238.50902,25.108284,296.35081017123304,Continuing
10,2,66.30151481091211,219.00626,65.722534,296.35081017123304,Continuing
11,45,224.5706110108938,236.11636,23.752598,296.35081017123304,Continuing
12,46,242.41091008794928,220.58376,23.214418,296.35081017123304,Continuing
13,49,242.91509227554656,226.78674,22.276342,296.35081017123304,Continuing
14,55,168.33383829683325,220.76279,23.428205,296.35081017123304,Continuing
15,56,175.8319549576918,192.36737,20.038073,296.35081017123304,Continuing
16,54,197.8404462303588,167.39337,17.881985,296.35081017123304,Continuing
17,62,277.3861208337041,178.38097,19.698885,296.35081017123304,Continuing
18,44,159.30709474405634,200.71176,19.793129,296.35081017123304,Continuing
19,43,178.97379271834268,163.73322,54.67976,296.35081017123304,Continuing
20,63,228.4671903908735,194.49712,21.774988,296.35081017123304,Continuing
21,6,204.17680289774336,178.27315,26.182014,296.35081017123304,Continuing
22,7,117.40631603510326,199.53676,26.216148,296.35081017123304,Continuing
23,42,179.2410423946837,165.14459,26.55295,296.35081017123304,Continuing
24,47,188.5569729101656,173.8912,18.151451,296.35081017123304,Continuing
25,50,174.66437205644556,174.42593,17.784798,296.35081017123304,Continuing
26,51,181.925661105008,171.88802,17.4888,296.35081017123304,Continuing
27,41,220.5104016857166,151.96828,36.618343,296.35081017123304,Continuing
28,40,162.77817832797786,204.123,31.917892,296.35081017123304,Continuing
29,57,296.35081017123304,145.55124,17.81705,296.35081017123304,Max Elastic Modulus reached
