Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,0,81.74085575257114,42.73622,7.6293945e-06,296.35081017123304,Continuing
2,1,71.68894182884907,76.53979,13.258841,296.35081017123304,Continuing
3,10,95.58773206251,58.593365,17.05567,296.35081017123304,Continuing
4,24,98.05789122606568,82.122894,20.694643,296.35081017123304,Continuing
5,27,141.45379911190125,64.61799,26.807207,296.35081017123304,Continuing
6,31,119.79704241922371,84.779976,44.517586,296.35081017123304,Continuing
7,28,147.00005295683096,107.907326,35.934067,296.35081017123304,Continuing
8,37,152.72295816440803,98.49223,37.106834,296.35081017123304,Continuing
9,39,140.76871335709305,109.91746,46.90762,296.35081017123304,Continuing
10,61,201.80400290446065,133.8807,33.193916,296.35081017123304,Continuing
11,56,175.8319549576918,175.4968,28.981146,296.35081017123304,Continuing
12,53,228.310761552046,182.38284,17.022661,296.35081017123304,Continuing
13,57,296.35081017123304,203.33653,23.826864,296.35081017123304,Max Elastic Modulus reached
