Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,0,81.74085575257114,39.58562154046703,0.0,296.35081017123304,Continuing
2,1,71.68894182884907,70.14816634424224,42.15523421210432,296.35081017123304,Continuing
3,2,66.30151481091211,74.14097916800196,42.15523421210432,296.35081017123304,Continuing
4,8,242.7128680778461,75.55639476319936,15.439340941659026,296.35081017123304,Continuing
5,53,228.310761552046,185.1458564212018,203.12724653737928,296.35081017123304,Continuing
6,71,270.69323356331364,207.03020929789847,171.02392624899704,296.35081017123304,Continuing
7,9,233.7243724057668,208.0211399946619,171.02392624899704,296.35081017123304,Continuing
8,68,65.48719407925006,156.5536843890401,231.1076120228468,296.35081017123304,Continuing
9,70,172.0732296612731,220.9594330154492,231.1076120228468,296.35081017123304,Continuing
10,47,188.5569729101656,227.08650850440674,188.95237781074252,296.35081017123304,Continuing
11,48,171.00469374345903,200.99685676638634,54.15589516768051,296.35081017123304,Continuing
12,54,197.8404462303588,181.56158801337878,17.552279166706597,296.35081017123304,Continuing
13,58,211.5086541241532,192.27492967440023,26.835752486899764,296.35081017123304,Continuing
14,59,219.61643412334288,205.08334388037576,31.727820797340883,296.35081017123304,Continuing
15,60,272.2240045816517,210.14919095280248,44.38964728190035,296.35081017123304,Continuing
16,44,159.30709474405634,216.22207299102942,101.21931083819265,296.35081017123304,Continuing
17,57,296.35081017123304,204.5399155016182,69.00366680798965,296.35081017123304,Max Elastic Modulus reached
