Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,72,189.441220061326,79.7633,14.097452,296.35081017123304,Continuing
2,71,270.69323356331364,831.1,64.454445,296.35081017123304,Continuing
3,53,228.310761552046,384.19308,71.33678,296.35081017123304,Continuing
4,8,242.7128680778461,193.30934,24.70937,296.35081017123304,Continuing
5,9,233.7243724057668,229.26488,34.988014,296.35081017123304,Continuing
6,58,211.5086541241532,251.32538,44.522552,296.35081017123304,Continuing
7,54,197.8404462303588,232.33585,52.794426,296.35081017123304,Continuing
8,59,219.61643412334288,201.20667,37.031082,296.35081017123304,Continuing
9,55,168.33383829683325,184.66573,31.020344,296.35081017123304,Continuing
10,60,272.2240045816517,194.57317,29.70852,296.35081017123304,Continuing
11,57,296.35081017123304,228.39015,28.000622,296.35081017123304,Max Elastic Modulus reached
