Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,15,48.22854697312115,0.001405562326685936,39.58562066377061,296.35081017123304,Continuing
2,26,42.736240369816734,42.40337737223169,30.709744994123476,296.35081017123304,Continuing
3,72,189.441220061326,43.30252104895484,5.591351013465486,296.35081017123304,Continuing
4,71,270.69323356331364,63.320573699871,79.95462322445918,296.35081017123304,Continuing
5,70,172.0732296612731,99.05153781210578,114.74212272265461,296.35081017123304,Continuing
6,8,242.7128680778461,114.66931897100216,104.56446709030475,296.35081017123304,Continuing
7,53,228.310761552046,117.6256598238632,187.28991715709446,296.35081017123304,Continuing
8,9,233.7243724057668,146.67612194989383,102.12056108644764,296.35081017123304,Continuing
9,58,211.5086541241532,157.02785280575233,99.02391617895327,296.35081017123304,Continuing
10,54,197.8404462303588,204.89917433348,40.22569582627089,296.35081017123304,Continuing
11,47,188.5569729101656,206.26562967855514,31.752124521098853,296.35081017123304,Continuing
12,59,219.61643412334288,211.19087502982802,8.362975554024992,296.35081017123304,Continuing
13,68,65.48719407925006,196.4288274466944,22.978005618812805,296.35081017123304,Continuing
14,42,179.2410423946837,185.87053908818666,66.80989517662486,296.35081017123304,Continuing
15,49,242.91509227554656,175.15410457643384,59.809490129494456,296.35081017123304,Continuing
16,45,224.5706110108938,219.07130690529527,36.66044046431929,296.35081017123304,Continuing
17,46,242.41091008794928,232.22261662937944,10.049960360501784,296.35081017123304,Continuing
18,52,231.07458974395303,234.42380333249002,9.417579669820187,296.35081017123304,Continuing
19,60,272.2240045816517,204.90159966611145,15.439531353423865,296.35081017123304,Continuing
20,57,296.35081017123304,213.23466435594503,36.06842598427459,296.35081017123304,Max Elastic Modulus reached
