Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,69,110.69482106635698,583.48914,121.55405,296.35081017123304,Continuing
2,58,211.5086541241532,202.77629,8.979823,296.35081017123304,Continuing
3,59,219.61643412334288,222.99797,13.08511,296.35081017123304,Continuing
4,60,272.2240045816517,216.2789,15.5060835,296.35081017123304,Continuing
5,6,204.17680289774336,374.89133,67.93336,296.35081017123304,Continuing
6,7,117.40631603510326,190.13043,44.71492,296.35081017123304,Continuing
7,52,231.07458974395303,244.00578,27.391481,296.35081017123304,Continuing
8,61,201.80400290446065,243.92204,25.231115,296.35081017123304,Continuing
9,45,224.5706110108938,219.40512,24.243484,296.35081017123304,Continuing
10,46,242.41091008794928,232.57837,24.817358,296.35081017123304,Continuing
11,49,242.91509227554656,212.20433,21.496576,296.35081017123304,Continuing
12,56,175.8319549576918,191.93648,20.811283,296.35081017123304,Continuing
13,2,66.30151481091211,135.6976,27.849096,296.35081017123304,Continuing
14,41,220.5104016857166,148.66226,22.981134,296.35081017123304,Continuing
15,43,178.97379271834268,143.79346,33.90717,296.35081017123304,Continuing
16,63,228.4671903908735,166.60406,18.151453,296.35081017123304,Continuing
17,62,277.3861208337041,190.3187,20.513285,296.35081017123304,Continuing
18,54,197.8404462303588,246.08919,27.593773,296.35081017123304,Continuing
19,55,168.33383829683325,206.16425,24.222052,296.35081017123304,Continuing
20,40,162.77817832797786,183.73065,23.274544,296.35081017123304,Continuing
21,70,172.0732296612731,173.52417,29.16724,296.35081017123304,Continuing
22,37,152.72295816440803,178.04019,19.426409,296.35081017123304,Continuing
23,72,189.441220061326,156.85126,28.761269,296.35081017123304,Continuing
24,44,159.30709474405634,166.69424,18.534365,296.35081017123304,Continuing
25,42,179.2410423946837,140.88141,20.166546,296.35081017123304,Continuing
26,35,207.09310351510177,139.24612,24.140509,296.35081017123304,Continuing
27,28,147.00005295683096,177.49341,27.789598,296.35081017123304,Continuing
28,18,74.82276309333224,134.39597,22.648384,296.35081017123304,Continuing
29,38,182.9546167355371,132.26813,14.812102,296.35081017123304,Continuing
30,57,296.35081017123304,123.56961,16.112024,296.35081017123304,Max Elastic Modulus reached
