Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,0,81.74085575257114,0.0,228.31075871150543,296.35081017123304,Continuing
2,47,188.5569729101656,120.3895800682898,122.09379790057399,296.35081017123304,Continuing
3,48,171.00469374345903,188.55695779478944,0.05001294398626093,296.35081017123304,Continuing
4,49,242.91509227554656,162.7849838613945,79.00193453912064,296.35081017123304,Continuing
5,52,231.07458974395303,241.3077840549529,17.811112407488565,296.35081017123304,Continuing
6,45,224.5706110108938,235.65510821408793,13.147688503276505,296.35081017123304,Continuing
7,46,242.41091008794928,231.95759871727978,12.156982988537465,296.35081017123304,Continuing
8,41,220.5104016857166,228.9034869170248,34.559566826466764,296.35081017123304,Continuing
9,35,207.09310351510177,208.41704993210692,18.357205014883043,296.35081017123304,Continuing
10,61,201.80400290446065,201.0779596625282,43.69563980168266,296.35081017123304,Continuing
11,56,175.8319549576918,200.57113616376114,12.49604883660209,296.35081017123304,Continuing
12,28,147.00005295683096,193.81536693132693,19.03289038706882,296.35081017123304,Continuing
13,62,277.3861208337041,187.5370692907843,17.92465142042552,296.35081017123304,Continuing
14,44,159.30709474405634,208.7554498859099,32.69971575618511,296.35081017123304,Continuing
15,50,174.66437205644556,198.46646827643417,34.51251137930473,296.35081017123304,Continuing
16,60,272.2240045816517,196.642963990495,41.590831818281465,296.35081017123304,Continuing
17,58,211.5086541241532,249.65537536734792,41.9039631520553,296.35081017123304,Continuing
18,59,219.61643412334288,229.3029512190251,37.68921277461197,296.35081017123304,Continuing
19,55,168.33383829683325,217.55221341338984,37.51758778130369,296.35081017123304,Continuing
20,57,296.35081017123304,210.7000264357166,36.34578490893717,296.35081017123304,Max Elastic Modulus reached
