Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Yield Strength in Dataset,Stopping Reason
1,169,1250.5,1299.0016,10.687451,2510.3,Continuing
2,256,1016.4,1071452.9,250354.67,2510.3,Continuing
3,6,1605.4,293545.9,61521.73,2510.3,Continuing
4,34,1730.2,401696.0,56436.16,2510.3,Continuing
5,115,1536.5,1556.5583,24.487638,2510.3,Continuing
6,212,2249.6,1648.6545,40.5622,2510.3,Continuing
7,71,2501.1,2198.5322,40.59828,2510.3,Continuing
8,273,2402.3,2445.6355,38.26799,2510.3,Continuing
9,99,2411.5,2334.8403,33.44645,2510.3,Continuing
10,289,1571.2,2308.4116,35.764797,2510.3,Continuing
11,191,2411.5,2545.352,47.27759,2510.3,Continuing
12,75,1471.1,3113.6045,95.199425,2510.3,Continuing
13,64,1661.2,2502.1172,45.633556,2510.3,Continuing
14,31,2487.3,2258.456,46.750477,2510.3,Continuing
15,206,2331.1,2377.7915,43.44341,2510.3,Continuing
16,184,1012.8,2242.8674,48.740997,2510.3,Continuing
17,292,2372.4,2073.4238,45.219418,2510.3,Continuing
18,106,2381.6,2245.6582,43.300648,2510.3,Continuing
19,73,2381.6,2159.352,38.247437,2510.3,Continuing
20,306,2510.3,2260.407,45.666138,2510.3,Max Yield Strength reached
