Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Yield Strength in Dataset,Stopping Reason
1,0,1167.2,1212.5999999999915,0.0,2510.3,Continuing
2,29,1254.0,1202.0444999999966,45.399999999999864,2510.3,Continuing
3,209,1309.8,1228.3424999999963,86.79999999999995,2510.3,Continuing
4,202,1026.6,1267.1884999999952,142.5999999999999,2510.3,Continuing
5,297,1404.2,1248.6614999999938,283.20000000000005,2510.3,Continuing
6,211,1243.0,1307.8575000000028,377.60000000000014,2510.3,Continuing
7,221,1506.8,1302.6615000000027,377.60000000000014,2510.3,Continuing
8,97,1420.0,1354.0264999999981,480.20000000000005,2510.3,Continuing
9,55,1463.0,1378.1379999999979,480.20000000000005,2510.3,Continuing
10,137,1308.0,1389.6429999999984,480.20000000000005,2510.3,Continuing
11,140,1521.3,1339.0704999999994,480.20000000000005,2510.3,Continuing
12,265,1680.6,1403.9739999999977,494.70000000000005,2510.3,Continuing
13,27,1825.8,1459.8614999999977,654.0,2510.3,Continuing
14,123,1729.4,1502.8169999999961,799.2,2510.3,Continuing
15,107,1309.1,1585.5119999999986,799.2,2510.3,Continuing
16,139,1350.4,1479.5182499999987,799.2,2510.3,Continuing
17,90,1185.1,1477.02225,799.2,2510.3,Continuing
18,187,1870.6,1677.0957500000025,517.8,2510.3,Continuing
19,171,1837.9,1760.7517500000004,561.5,2510.3,Continuing
20,147,1736.3,1437.2757500000018,844.0,2510.3,Continuing
21,93,1755.2,1571.4397500000007,811.3000000000002,2510.3,Continuing
22,172,1164.4,1591.066249999999,844.0,2510.3,Continuing
23,201,1586.7,1673.9402500000024,584.45,2510.3,Continuing
24,40,2157.3,1478.531999999998,811.3000000000002,2510.3,Continuing
25,273,2402.3,1512.8617499999991,1130.7000000000003,2510.3,Continuing
26,106,2381.6,1898.8130000000033,1375.7000000000003,2510.3,Continuing
27,71,2501.1,2138.858000000002,1217.2000000000003,2510.3,Continuing
28,191,2411.5,2321.937749999993,1249.1699999999998,2510.3,Continuing
29,292,2372.4,2285.505749999998,1288.5,2510.3,Continuing
30,124,1600.0,2224.274750000004,1288.5,2510.3,Continuing
31,194,1233.3,2086.7890000000007,1474.5,2510.3,Continuing
32,206,2331.1,2329.016750000001,1150.6999999999998,2510.3,Continuing
33,31,2487.3,2229.8734999999974,1288.5,2510.3,Continuing
34,306,2510.3,2201.5442500000045,1178.2550000000003,2510.3,Max Yield Strength reached
