Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Yield Strength in Dataset,Stopping Reason
1,0,1167.2,1688.1,0.00036621094,2510.3,Continuing
2,15,1136.9,1497.1024,251.01852,2510.3,Continuing
3,29,1254.0,1494.0725,255.13123,2510.3,Continuing
4,33,1819.0,1494.5028,222.43787,2510.3,Continuing
5,142,1340.1,1742.2734,157.61575,2510.3,Continuing
6,46,1798.3,1550.5668,243.4089,2510.3,Continuing
7,266,1667.4,1628.6445,200.61563,2510.3,Continuing
8,193,1784.5,1651.1715,126.29768,2510.3,Continuing
9,291,1577.8,1709.7172,97.55581,2510.3,Continuing
10,279,1805.2,1609.2747,165.2481,2510.3,Continuing
11,246,1564.0,1668.5409,163.50787,2510.3,Continuing
12,296,1681.2,1579.1287,137.80533,2510.3,Continuing
13,119,1736.3,1517.972,164.17827,2510.3,Continuing
14,158,1688.1,1636.1193,151.80307,2510.3,Continuing
15,146,1722.5,1643.7449,110.59004,2510.3,Continuing
16,285,1812.1,1689.5652,69.085304,2510.3,Continuing
17,150,1846.5,1646.5249,117.3113,2510.3,Continuing
18,77,1653.6,1648.8374,130.05951,2510.3,Continuing
19,21,1860.3,1510.4215,162.15263,2510.3,Continuing
20,205,1730.2,1423.7478,120.96094,2510.3,Continuing
21,280,1730.2,1620.2943,148.54292,2510.3,Continuing
22,34,1730.2,1686.3235,126.52845,2510.3,Continuing
23,188,1681.2,1658.2463,113.31985,2510.3,Continuing
24,228,1240.2,1661.5765,109.566536,2510.3,Continuing
25,68,2006.0,1634.2164,87.742355,2510.3,Continuing
26,204,2005.5,1845.8075,185.61899,2510.3,Continuing
27,124,1600.0,1794.0453,146.88231,2510.3,Continuing
28,80,1125.0,1690.8546,93.61579,2510.3,Continuing
29,8,1683.0,1667.6113,78.15064,2510.3,Continuing
30,305,1139.7,1626.115,93.92095,2510.3,Continuing
31,19,1723.2,1607.9067,168.46773,2510.3,Continuing
32,196,1150.6,1583.4366,159.60228,2510.3,Continuing
33,79,1641.2,1688.8105,177.17537,2510.3,Continuing
34,203,1688.1,1661.515,77.34314,2510.3,Continuing
35,260,1599.4,1639.318,134.46347,2510.3,Continuing
36,227,1874.6,1623.6921,124.010666,2510.3,Continuing
37,275,1392.4,1694.3835,157.10541,2510.3,Continuing
38,64,1661.2,1661.0103,114.59309,2510.3,Continuing
39,252,1730.2,1557.4146,172.7198,2510.3,Continuing
40,224,1792.2,1676.1073,72.389824,2510.3,Continuing
41,192,1674.6,1695.7133,86.36488,2510.3,Continuing
42,185,1998.6,1564.3933,164.43776,2510.3,Continuing
43,222,1792.1,1543.9708,159.80275,2510.3,Continuing
44,121,1795.5,1709.5935,134.40501,2510.3,Continuing
45,82,1746.6,1743.816,99.44854,2510.3,Continuing
46,186,1741.8,1729.8802,96.31236,2510.3,Continuing
47,219,1804.2,1736.373,49.674747,2510.3,Continuing
48,216,1371.1,1715.2391,42.91586,2510.3,Continuing
49,189,1818.0,1691.8079,53.577366,2510.3,Continuing
50,108,1164.4,1696.8289,58.08983,2510.3,Continuing
51,35,1357.3,1674.2424,131.4844,2510.3,Continuing
52,278,1743.5,1680.3785,123.364235,2510.3,Continuing
53,299,1777.6,1656.0408,119.36982,2510.3,Continuing
54,117,1810.0,1642.6753,126.98962,2510.3,Continuing
55,223,1412.5,1615.5116,125.61109,2510.3,Continuing
56,45,1716.3,1572.767,109.42091,2510.3,Continuing
57,127,1737.2,1571.0233,143.25287,2510.3,Continuing
58,100,1047.3,1518.0544,185.1553,2510.3,Continuing
59,262,1309.1,1486.7656,122.57755,2510.3,Continuing
60,239,1144.8,1472.7358,106.359436,2510.3,Continuing
61,128,1172.0,1485.6166,110.641624,2510.3,Continuing
62,231,1547.3,1506.6075,213.3376,2510.3,Continuing
63,276,1629.9,1531.3972,117.43653,2510.3,Continuing
64,12,1455.4,1566.2523,66.733025,2510.3,Continuing
65,177,1503.4,1537.9728,61.58925,2510.3,Continuing
66,18,1592.9,1527.2706,63.13641,2510.3,Continuing
67,259,1463.3,1498.9993,24.649559,2510.3,Continuing
68,71,2501.1,1455.5896,206.34091,2510.3,Continuing
69,206,2331.1,1723.069,434.3416,2510.3,Continuing
70,99,2411.5,2062.1223,447.85657,2510.3,Continuing
71,273,2402.3,2158.4197,371.14542,2510.3,Continuing
72,289,1571.2,2147.1821,183.10529,2510.3,Continuing
73,212,2249.6,2186.893,199.15785,2510.3,Continuing
74,31,2487.3,2131.3958,196.65604,2510.3,Continuing
75,191,2411.5,2170.2854,226.05629,2510.3,Continuing
76,73,2381.6,2234.0503,162.35104,2510.3,Continuing
77,292,2372.4,2280.9148,118.97408,2510.3,Continuing
78,106,2381.6,2261.8123,186.9871,2510.3,Continuing
79,306,2510.3,2245.1768,134.98193,2510.3,Max Yield Strength reached
