Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Yield Strength in Dataset,Stopping Reason
1,0,1167.2,1212.5997,0.00012207031,2510.3,Continuing
2,15,1136.9,1200.4927,20.076353,2510.3,Continuing
3,29,1254.0,1193.4291,24.06822,2510.3,Continuing
4,1,1502.0,1229.8689,32.761715,2510.3,Continuing
5,3,1341.7,1417.8138,119.26887,2510.3,Continuing
6,31,2487.3,1445.5533,81.34604,2510.3,Continuing
7,47,1228.9,2225.9382,475.5222,2510.3,Continuing
8,212,2249.6,2208.8313,508.79517,2510.3,Continuing
9,147,1736.3,2253.7964,420.5499,2510.3,Continuing
10,191,2411.5,2249.3853,317.51166,2510.3,Continuing
11,71,2501.1,2177.0342,266.1533,2510.3,Continuing
12,16,1328.3,1978.9882,311.96198,2510.3,Continuing
13,206,2331.1,2056.88,450.91772,2510.3,Continuing
14,194,1233.3,2235.009,275.05154,2510.3,Continuing
15,273,2402.3,2005.6858,375.95093,2510.3,Continuing
16,99,2411.5,2235.2634,280.04156,2510.3,Continuing
17,73,2381.6,2273.4812,222.00665,2510.3,Continuing
18,106,2381.6,2281.923,213.23904,2510.3,Continuing
19,292,2372.4,2358.5234,96.12927,2510.3,Continuing
20,306,2510.3,2195.9675,214.93007,2510.3,Max Yield Strength reached
