Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Yield Strength in Dataset,Stopping Reason
1,263,1123.1,1207.9412,9.981693,2510.3,Continuing
2,34,1730.2,945820.56,240262.19,2510.3,Continuing
3,169,1250.5,3625.7712,979.68024,2510.3,Continuing
4,205,1730.2,1764.959,39.28987,2510.3,Continuing
5,208,1153.4,1721.0989,413.47833,2510.3,Continuing
6,185,1998.6,1649.3962,26.795166,2510.3,Continuing
7,291,1577.8,2305.907,52.087402,2510.3,Continuing
8,264,1288.4,1992.8693,135.11508,2510.3,Continuing
9,115,1536.5,1850.1451,35.23562,2510.3,Continuing
10,280,1730.2,1838.018,30.513443,2510.3,Continuing
11,172,1164.4,1664.0594,104.20282,2510.3,Continuing
12,296,1681.2,1727.745,211.26997,2510.3,Continuing
13,68,2006.0,1766.4379,34.699814,2510.3,Continuing
14,71,2501.1,1968.8014,53.722206,2510.3,Continuing
15,273,2402.3,2459.1555,54.17662,2510.3,Continuing
16,99,2411.5,2254.5083,48.631096,2510.3,Continuing
17,194,1233.3,2318.2,47.079895,2510.3,Continuing
18,212,2249.6,2328.7812,73.200195,2510.3,Continuing
19,289,1571.2,2385.6414,52.23136,2510.3,Continuing
20,191,2411.5,2707.9094,65.0916,2510.3,Continuing
21,31,2487.3,2235.5535,52.195366,2510.3,Continuing
22,206,2331.1,2225.81,49.59491,2510.3,Continuing
23,118,1603.3,2289.3633,52.78287,2510.3,Continuing
24,106,2381.6,2037.0518,43.786655,2510.3,Continuing
25,292,2372.4,2032.0436,46.14126,2510.3,Continuing
26,73,2381.6,2124.361,43.923813,2510.3,Continuing
27,204,2005.5,2000.1965,58.394783,2510.3,Continuing
28,75,1471.1,2011.2074,97.894806,2510.3,Continuing
29,19,1723.2,1935.0704,57.533672,2510.3,Continuing
30,181,1801.8,1970.3635,75.88594,2510.3,Continuing
31,306,2510.3,1808.6761,60.104084,2510.3,Max Yield Strength reached
