Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Yield Strength in Dataset,Stopping Reason
1,0,1167.2,1309.0997,0.00012207031,2510.3,Continuing
2,1,1502.0,1252.3391,69.51616,2510.3,Continuing
3,4,1322.1,1428.239,109.33877,2510.3,Continuing
4,16,1328.3,1441.1655,86.083664,2510.3,Continuing
5,74,1312.6,1467.2592,69.48,2510.3,Continuing
6,170,1274.7,1459.3945,77.254776,2510.3,Continuing
7,225,1088.6,1402.5377,88.48152,2510.3,Continuing
8,266,1667.4,1405.6716,90.58242,2510.3,Continuing
9,46,1798.3,1547.0414,139.09668,2510.3,Continuing
10,119,1736.3,1726.1947,119.0747,2510.3,Continuing
11,285,1812.1,1759.9565,41.574574,2510.3,Continuing
12,279,1805.2,1755.78,41.056362,2510.3,Continuing
13,77,1653.6,1721.4945,129.3108,2510.3,Continuing
14,158,1688.1,1684.163,68.88749,2510.3,Continuing
15,146,1722.5,1647.6068,86.413704,2510.3,Continuing
16,21,1860.3,1622.6599,111.48865,2510.3,Continuing
17,193,1784.5,1708.5192,102.02994,2510.3,Continuing
18,142,1340.1,1698.7317,48.405006,2510.3,Continuing
19,246,1564.0,1679.498,130.46329,2510.3,Continuing
20,291,1577.8,1665.0018,78.53591,2510.3,Continuing
21,188,1681.2,1656.4429,96.08666,2510.3,Continuing
22,215,1688.1,1654.7109,100.28622,2510.3,Continuing
23,33,1819.0,1546.1423,128.74966,2510.3,Continuing
24,205,1730.2,1535.9127,174.47754,2510.3,Continuing
25,280,1730.2,1610.8134,125.21174,2510.3,Continuing
26,34,1730.2,1653.1051,157.60455,2510.3,Continuing
27,203,1688.1,1647.4293,95.10332,2510.3,Continuing
28,185,1998.6,1557.5078,147.53427,2510.3,Continuing
29,227,1874.6,1556.8036,147.99918,2510.3,Continuing
30,275,1392.4,1695.068,190.06958,2510.3,Continuing
31,19,1723.2,1688.5027,169.66095,2510.3,Continuing
32,79,1641.2,1661.4686,159.79456,2510.3,Continuing
33,68,2006.0,1689.6136,128.24025,2510.3,Continuing
34,204,2005.5,1901.6832,158.68668,2510.3,Continuing
35,252,1730.2,1705.6957,134.3646,2510.3,Continuing
36,224,1792.2,1729.9196,118.60615,2510.3,Continuing
37,192,1674.6,1675.7333,115.482765,2510.3,Continuing
38,190,1243.6,1671.5571,83.214386,2510.3,Continuing
39,305,1139.7,1664.226,71.32562,2510.3,Continuing
40,260,1599.4,1631.1624,122.79349,2510.3,Continuing
