Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Yield Strength in Dataset,Stopping Reason
1,191,2411.5,1227.6454,10.390672,2510.3,Continuing
2,34,1730.2,2010645.2,626512.3,2510.3,Continuing
3,265,1680.6,4394.3335,369.10278,2510.3,Continuing
4,71,2501.1,2456.7544,41.662857,2510.3,Continuing
5,31,2487.3,2436.4856,35.55728,2510.3,Continuing
6,118,1603.3,2649.2166,37.16749,2510.3,Continuing
7,181,1801.8,11674.9,471.81915,2510.3,Continuing
8,75,1471.1,3531.7812,149.79126,2510.3,Continuing
9,273,2402.3,2439.9192,32.44071,2510.3,Continuing
10,206,2331.1,2420.69,29.793163,2510.3,Continuing
11,40,2157.3,2340.8372,29.23439,2510.3,Continuing
12,99,2411.5,2303.266,28.839294,2510.3,Continuing
13,306,2510.3,2404.9338,30.718494,2510.3,Max Yield Strength reached
