Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Yield Strength in Dataset,Stopping Reason
1,0,1167.2,1295.9998,0.00012207031,2510.3,Continuing
2,1,1502.0,1257.3593,59.0233,2510.3,Continuing
3,2,1382.2,1442.7727,100.649315,2510.3,Continuing
4,9,1155.0,1462.0657,56.47424,2510.3,Continuing
5,16,1328.3,1427.6534,100.24626,2510.3,Continuing
6,113,1405.6,1440.482,80.63474,2510.3,Continuing
7,156,1550.3,1417.2681,78.45269,2510.3,Continuing
8,249,1460.7,1470.2302,75.3762,2510.3,Continuing
9,172,1164.4,1446.5912,80.41982,2510.3,Continuing
10,291,1577.8,1394.5394,99.3585,2510.3,Continuing
11,21,1860.3,1508.0221,90.42068,2510.3,Continuing
12,285,1812.1,1684.5952,183.82504,2510.3,Continuing
13,305,1139.7,1674.3914,145.89624,2510.3,Continuing
14,142,1340.1,1604.1042,142.90488,2510.3,Continuing
15,34,1730.2,1472.4989,186.53839,2510.3,Continuing
16,119,1736.3,1575.228,168.1747,2510.3,Continuing
17,158,1688.1,1674.4108,126.29454,2510.3,Continuing
18,205,1730.2,1574.7667,152.34512,2510.3,Continuing
19,185,1998.6,1657.283,112.58617,2510.3,Continuing
20,203,1688.1,1828.5032,186.15424,2510.3,Continuing
21,273,2402.3,1677.6909,191.30527,2510.3,Continuing
22,71,2501.1,2111.39,276.93924,2510.3,Continuing
23,206,2331.1,2321.6604,273.98477,2510.3,Continuing
24,212,2249.6,2146.3032,243.79308,2510.3,Continuing
25,45,1716.3,2195.4258,197.91174,2510.3,Continuing
26,99,2411.5,2125.1863,233.67102,2510.3,Continuing
27,191,2411.5,2066.6814,245.43408,2510.3,Continuing
28,292,2372.4,2069.7297,247.66425,2510.3,Continuing
29,106,2381.6,2127.5486,205.34636,2510.3,Continuing
30,73,2381.6,2062.415,206.4943,2510.3,Continuing
31,31,2487.3,2072.083,213.11569,2510.3,Continuing
32,306,2510.3,2130.4294,226.64474,2510.3,Max Yield Strength reached
