Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Yield Strength in Dataset,Stopping Reason
1,285,1812.1,1315.791,10.897496,2510.3,Continuing
2,169,1250.5,895572.44,275623.75,2510.3,Continuing
3,34,1730.2,200740.61,45853.574,2510.3,Continuing
4,208,1153.4,2442.3523,271.92197,2510.3,Continuing
5,6,1605.4,1768.8185,45.33834,2510.3,Continuing
6,21,1860.3,1755.2004,28.017817,2510.3,Continuing
7,142,1340.1,1783.6996,25.255219,2510.3,Continuing
8,75,1471.1,3158.4497,49.072628,2510.3,Continuing
9,305,1139.7,2245.1565,46.650753,2510.3,Continuing
10,265,1680.6,1612.1589,45.083797,2510.3,Continuing
11,296,1681.2,7790.808,2237.062,2510.3,Continuing
12,244,1081.1,1162.026,289.8097,2510.3,Continuing
13,172,1164.4,5489.113,1612.7712,2510.3,Continuing
14,115,1536.5,1607.3018,70.65988,2510.3,Continuing
15,291,1577.8,1625.6709,76.4645,2510.3,Continuing
16,77,1653.6,1420.0449,64.82212,2510.3,Continuing
17,158,1688.1,1463.1498,53.62077,2510.3,Continuing
18,185,1998.6,1567.3785,56.93674,2510.3,Continuing
19,205,1730.2,1912.8423,64.604935,2510.3,Continuing
20,119,1736.3,1603.8735,42.76442,2510.3,Continuing
21,188,1681.2,1592.1498,38.52139,2510.3,Continuing
22,33,1819.0,1599.9957,37.763638,2510.3,Continuing
23,146,1722.5,1661.1362,39.47955,2510.3,Continuing
24,193,1784.5,1632.3547,43.331417,2510.3,Continuing
25,215,1688.1,1637.6858,36.1882,2510.3,Continuing
26,150,1846.5,1686.8357,38.004013,2510.3,Continuing
27,279,1805.2,1572.0815,36.543606,2510.3,Continuing
28,46,1798.3,1566.5015,35.527813,2510.3,Continuing
29,246,1564.0,1668.9286,40.123528,2510.3,Continuing
30,71,2501.1,1600.912,55.840706,2510.3,Continuing
31,273,2402.3,2411.7766,74.39447,2510.3,Continuing
32,106,2381.6,2390.4307,75.9758,2510.3,Continuing
33,289,1571.2,2304.648,63.55847,2510.3,Continuing
34,292,2372.4,2242.9194,74.11206,2510.3,Continuing
35,99,2411.5,2241.887,64.15516,2510.3,Continuing
36,194,1233.3,2236.7598,59.01751,2510.3,Continuing
37,31,2487.3,2136.2173,80.74678,2510.3,Continuing
38,191,2411.5,2448.8833,74.18432,2510.3,Continuing
39,206,2331.1,2182.3645,53.56361,2510.3,Continuing
40,306,2510.3,2112.5505,79.40843,2510.3,Max Yield Strength reached
