Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Yield Strength in Dataset,Stopping Reason
1,0,1167.2,1296.0,0.0,2510.3,Continuing
2,7,1306.9,1264.7660000000017,128.79999999999995,2510.3,Continuing
3,286,1297.5,1290.0710000000054,139.70000000000005,2510.3,Continuing
4,55,1463.0,1284.1240000000041,139.70000000000005,2510.3,Continuing
5,65,1362.9,1401.1060000000016,295.79999999999995,2510.3,Continuing
6,283,1130.4,1386.7500000000034,295.79999999999995,2510.3,Continuing
7,148,1237.0,1325.2017500000056,332.5999999999999,2510.3,Continuing
8,26,1236.6,1278.398000000005,332.5999999999999,2510.3,Continuing
9,220,1373.9,1235.9312500000049,332.5999999999999,2510.3,Continuing
10,74,1312.6,1311.066500000007,332.5999999999999,2510.3,Continuing
11,132,1478.4,1397.2225000000026,295.79999999999995,2510.3,Continuing
12,174,1287.4,1318.3740000000034,348.0,2510.3,Continuing
13,162,1258.2,1290.055750000006,348.0,2510.3,Continuing
14,273,2402.3,1320.570500000007,348.0,2510.3,Continuing
15,106,2381.6,1850.190250000006,1235.1000000000001,2510.3,Continuing
16,34,1730.2,1978.555499999994,1235.1000000000001,2510.3,Continuing
17,212,2249.6,2113.4480000000003,1235.1000000000001,2510.3,Continuing
18,45,1716.3,1901.2979999999975,1235.1000000000001,2510.3,Continuing
19,185,1998.6,1880.917499999998,1235.1000000000001,2510.3,Continuing
20,275,1392.4,1937.7549999999933,1235.1000000000001,2510.3,Continuing
21,6,1605.4,1798.6522499999994,1235.1000000000001,2510.3,Continuing
22,71,2501.1,2221.94925,1009.8999999999999,2510.3,Continuing
23,98,1243.4,1760.576249999996,1370.6999999999998,2510.3,Continuing
24,99,2411.5,2269.944500000002,1108.6999999999998,2510.3,Continuing
25,194,1233.3,2009.8909999999971,1203.6,2510.3,Continuing
26,206,2331.1,2254.6904999999974,1267.8,2510.3,Continuing
27,191,2411.5,2232.4174999999873,1267.8,2510.3,Continuing
28,47,1228.9,1981.6404999999972,1257.6999999999998,2510.3,Continuing
29,31,2487.3,2286.8954999999955,1131.0949999999996,2510.3,Continuing
30,292,2372.4,2045.9137499999997,1267.8,2510.3,Continuing
31,306,2510.3,2175.7795000000046,1181.9899999999968,2510.3,Max Yield Strength reached
