Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Yield Strength in Dataset,Stopping Reason
1,47,1228.9,1215.6272,10.484386,2510.3,Continuing
2,6,1605.4,1139323.8,247893.55,2510.3,Continuing
3,34,1730.2,203215.28,65262.586,2510.3,Continuing
4,273,2402.3,1741.8555,39.842487,2510.3,Continuing
5,289,1571.2,2394.7358,34.528378,2510.3,Continuing
6,169,1250.5,13219.475,555.5608,2510.3,Continuing
7,75,1471.1,3191.8513,133.34207,2510.3,Continuing
8,194,1233.3,2394.6924,38.101696,2510.3,Continuing
9,225,1088.6,2165.8882,48.983406,2510.3,Continuing
10,115,1536.5,1907.8827,34.677883,2510.3,Continuing
11,118,1603.3,1894.005,42.059082,2510.3,Continuing
12,99,2411.5,1827.6399,40.79644,2510.3,Continuing
13,265,1680.6,5420.726,387.3864,2510.3,Continuing
14,296,1681.2,6039.382,2266.6042,2510.3,Continuing
15,172,1164.4,3478.1514,228.6232,2510.3,Continuing
16,191,2411.5,2964.333,110.48424,2510.3,Continuing
17,71,2501.1,2542.3416,93.176125,2510.3,Continuing
18,31,2487.3,2275.9565,77.57022,2510.3,Continuing
19,26,1236.6,2108.92,54.028973,2510.3,Continuing
20,206,2331.1,2149.3845,61.89328,2510.3,Continuing
21,106,2381.6,2075.6704,54.518654,2510.3,Continuing
22,292,2372.4,2024.175,51.187267,2510.3,Continuing
23,306,2510.3,2324.4316,62.120193,2510.3,Max Yield Strength reached
