Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
0.010000,-0.103516,-327.112915,-0.015151,-0.008947,-0.227265,-0.460460,-0.023457,-2.272648,-327.112915,-0.227101,0.000000
0.020000,-0.101654,-327.068420,-0.015155,-0.008947,-0.227265,-0.452180,-0.023035,-2.272648,-327.068420,-0.227101,0.000000
0.030000,-0.098305,-327.112915,-0.015155,-0.008947,-0.227265,-0.437281,-0.022276,-2.272648,-327.112915,-0.227101,0.000000
0.040000,-0.097191,-327.157410,-0.015155,-0.008947,-0.227265,-0.432327,-0.022024,-2.272648,-327.157410,-0.227101,0.000000
0.050000,-0.092346,-327.112915,-0.015151,-0.008947,-0.227265,-0.410776,-0.020926,-2.272648,-327.112915,-0.227101,0.000000
0.060000,-0.094582,-327.157410,-0.015164,-0.008947,-0.227265,-0.420720,-0.021432,-2.272648,-327.157410,-0.227101,0.000000
0.070000,-0.105011,-327.112915,-0.015146,-0.008947,-0.227265,-0.467112,-0.023796,-2.272648,-327.112915,-0.227101,0.000000
0.080000,-0.096443,-327.112915,-0.015142,-0.008947,-0.227265,-0.429001,-0.021854,-2.272648,-327.112915,-0.227101,0.000000
0.090000,-0.096443,-327.112915,-0.015129,-0.008947,-0.227265,-0.429001,-0.021854,-2.272648,-327.112915,-0.227101,0.000000
0.100000,-0.099419,-327.112915,-0.015146,-0.008947,-0.227265,-0.442236,-0.022529,-2.272648,-327.112915,-0.227101,0.000000
0.110000,-0.099419,-327.112915,-0.015164,-0.008947,-0.227265,-0.442236,-0.022529,-2.272648,-327.112915,-0.227101,0.000000
0.120000,-0.094582,-327.112915,-0.015142,-0.008947,-0.227265,-0.420720,-0.021432,-2.272648,-327.112915,-0.227101,0.000000
0.130000,-0.092346,-327.112915,-0.015151,-0.008947,-0.227265,-0.410776,-0.020926,-2.272648,-327.112915,-0.227101,0.000000
