Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
0.010000,-0.201080,-449.746887,-0.008739,-0.006066,-0.154079,-0.894450,-0.045565,-1.540785,-449.746887,-0.153792,0.000000
0.020000,-0.199593,-449.657928,-0.008748,-0.006066,-0.154079,-0.887832,-0.045228,-1.540785,-449.657928,-0.153792,0.000000
0.030000,-0.203690,-449.746887,-0.008731,-0.006066,-0.154079,-0.906056,-0.046157,-1.540785,-449.746887,-0.153792,0.000000
0.040000,-0.198097,-449.657928,-0.008752,-0.006066,-0.154079,-0.881180,-0.044889,-1.540785,-449.657928,-0.153792,0.000000
0.050000,-0.206291,-449.746887,-0.008748,-0.006066,-0.154079,-0.917629,-0.046746,-1.540785,-449.746887,-0.153792,0.000000
0.060000,-0.206291,-449.702423,-0.008744,-0.006066,-0.154079,-0.917629,-0.046746,-1.540785,-449.702423,-0.153792,0.000000
0.070000,-0.184326,-449.702423,-0.008735,-0.006066,-0.154079,-0.819924,-0.041769,-1.540785,-449.702423,-0.153792,0.000000
0.080000,-0.199959,-449.702423,-0.008744,-0.006066,-0.154079,-0.889461,-0.045311,-1.540785,-449.702423,-0.153792,0.000000
0.090000,-0.211136,-449.613464,-0.008757,-0.006066,-0.154079,-0.939179,-0.047844,-1.540785,-449.613464,-0.153792,0.000000
0.100000,-0.213371,-449.657928,-0.008744,-0.006066,-0.154079,-0.949123,-0.048351,-1.540785,-449.657928,-0.153792,0.000000
0.110000,-0.205177,-449.746887,-0.008757,-0.006066,-0.154079,-0.912674,-0.046494,-1.540785,-449.746887,-0.153792,0.000000
0.120000,-0.201454,-449.702423,-0.008739,-0.006066,-0.154079,-0.896113,-0.045650,-1.540785,-449.702423,-0.153792,0.000000
0.130000,-0.210762,-449.702423,-0.008739,-0.006066,-0.154079,-0.937516,-0.047759,-1.540785,-449.702423,-0.153792,0.000000
0.140000,-0.203690,-449.657928,-0.008744,-0.006066,-0.154079,-0.906056,-0.046157,-1.540785,-449.657928,-0.153792,0.000000
0.150000,-0.198471,-449.657928,-0.008757,-0.006066,-0.154079,-0.882843,-0.044974,-1.540785,-449.657928,-0.153792,0.000000
0.160000,-0.195122,-449.746887,-0.008748,-0.006066,-0.154079,-0.867945,-0.044215,-1.540785,-449.746887,-0.153792,0.000000
0.170000,-0.194374,-449.657928,-0.008757,-0.006066,-0.154079,-0.864619,-0.044046,-1.540785,-449.657928,-0.153792,0.000000
0.180000,-0.198845,-449.702423,-0.008752,-0.006066,-0.154079,-0.884506,-0.045059,-1.540785,-449.702423,-0.153792,0.000000
0.190000,-0.194374,-449.746887,-0.008765,-0.006066,-0.154079,-0.864619,-0.044046,-1.540785,-449.746887,-0.153792,0.000000
0.200000,-0.193260,-449.702423,-0.008757,-0.006066,-0.154079,-0.859664,-0.043793,-1.540785,-449.702423,-0.153792,0.000000
0.210000,-0.199959,-449.702423,-0.008752,-0.006066,-0.154079,-0.889461,-0.045311,-1.540785,-449.702423,-0.153792,0.000000
0.220000,-0.199593,-449.702423,-0.008748,-0.006066,-0.154079,-0.887832,-0.045228,-1.540785,-449.702423,-0.153792,0.000000
0.230000,-0.197731,-449.746887,-0.008739,-0.006066,-0.154079,-0.879551,-0.044806,-1.540785,-449.746887,-0.153792,0.000000
0.240000,-0.205551,-449.702423,-0.008744,-0.006066,-0.154079,-0.914337,-0.046579,-1.540785,-449.702423,-0.153792,0.000000
0.250000,-0.210762,-449.702423,-0.008752,-0.006066,-0.154079,-0.937516,-0.047759,-1.540785,-449.702423,-0.153792,0.000000
0.260000,-0.203316,-449.657928,-0.008770,-0.006066,-0.154079,-0.904394,-0.046072,-1.540785,-449.657928,-0.153792,0.000000
0.270000,-0.198471,-449.613464,-0.008744,-0.006066,-0.154079,-0.882843,-0.044974,-1.540785,-449.613464,-0.153792,0.000000
0.280000,-0.194748,-449.746887,-0.008761,-0.006066,-0.154079,-0.866282,-0.044131,-1.540785,-449.746887,-0.153792,0.000000
0.290000,-0.199959,-449.746887,-0.008761,-0.006066,-0.154079,-0.889461,-0.045311,-1.540785,-449.746887,-0.153792,0.000000
0.300000,-0.192886,-449.657928,-0.008735,-0.006066,-0.154079,-0.858001,-0.043709,-1.540785,-449.657928,-0.153792,0.000000
0.310000,-0.201080,-449.746887,-0.008757,-0.006066,-0.154079,-0.894450,-0.045565,-1.540785,-449.746887,-0.153792,0.000000
0.320000,-0.195869,-449.657928,-0.008739,-0.006066,-0.154079,-0.871271,-0.044385,-1.540785,-449.657928,-0.153689,0.000000
0.330000,-0.107613,-449.746887,-0.008757,-0.006066,-0.154071,-0.478685,-0.024385,-1.540710,-449.746887,-0.153515,0.000000
0.340000,-0.122139,-449.657928,-0.008752,-0.006064,-0.154036,-0.543301,-0.027677,-1.540361,-449.657928,-0.153359,0.000000
0.350000,-0.097557,-449.657928,-0.008748,-0.006061,-0.153957,-0.433956,-0.022107,-1.539574,-449.657928,-0.153185,0.000000
0.360000,-0.122139,-449.702423,-0.008765,-0.006057,-0.153836,-0.543301,-0.027677,-1.538363,-449.702423,-0.153029,0.000000
0.370000,-0.129211,-449.702423,-0.008757,-0.006050,-0.153664,-0.574761,-0.029280,-1.536637,-449.702423,-0.152857,0.000000
0.380000,-0.124374,-449.746887,-0.008757,-0.006041,-0.153446,-0.553245,-0.028184,-1.534457,-449.746887,-0.152683,0.000000
0.390000,-0.115433,-449.657928,-0.008752,-0.006034,-0.153264,-0.513470,-0.026157,-1.532640,-449.657928,-0.152527,0.000000
0.400000,-0.109474,-449.613464,-0.008731,-0.006028,-0.153117,-0.486965,-0.024807,-1.531172,-449.613464,-0.152354,0.000000
0.410000,-0.101280,-449.702423,-0.008757,-0.006022,-0.152969,-0.450517,-0.022950,-1.529688,-449.702423,-0.152197,0.000000
0.420000,-0.105011,-449.657928,-0.008761,-0.006015,-0.152787,-0.467112,-0.023796,-1.527871,-449.657928,-0.152024,0.000000
0.430000,-0.099052,-449.746887,-0.008765,-0.006007,-0.152578,-0.440607,-0.022446,-1.525782,-449.746887,-0.151850,0.000000
0.440000,-0.093834,-449.657928,-0.008744,-0.005998,-0.152354,-0.417394,-0.021263,-1.523541,-449.657928,-0.151694,0.000000
0.450000,-0.080429,-449.746887,-0.008735,-0.005990,-0.152145,-0.357766,-0.018225,-1.521452,-449.746887,-0.151521,0.000000
0.460000,-0.076706,-449.657928,-0.008748,-0.005982,-0.151938,-0.341205,-0.017382,-1.519378,-449.657928,-0.151366,0.000000
0.470000,-0.074471,-449.657928,-0.008744,-0.005977,-0.151808,-0.331261,-0.016875,-1.518076,-449.657928,-0.151191,0.000000
0.480000,-0.071121,-449.746887,-0.008744,-0.005973,-0.151712,-0.316363,-0.016116,-1.517122,-449.746887,-0.151017,0.000000
0.490000,-0.076706,-449.746887,-0.008748,-0.005970,-0.151633,-0.341205,-0.017382,-1.516335,-449.746887,-0.150861,0.000000
0.500000,-0.103516,-449.657928,-0.008739,-0.005965,-0.151512,-0.460460,-0.023457,-1.515124,-449.657928,-0.150689,0.000000
0.510000,-0.121765,-449.702423,-0.008748,-0.005959,-0.151366,-0.541638,-0.027592,-1.513655,-449.702423,-0.150533,0.000000
0.520000,-0.106499,-449.613464,-0.008731,-0.005953,-0.151200,-0.473730,-0.024133,-1.512005,-449.613464,-0.150359,0.000000
0.530000,-0.106125,-449.702423,-0.008748,-0.005946,-0.151035,-0.472067,-0.024048,-1.510355,-449.702423,-0.150186,0.000000
0.540000,-0.124001,-449.746887,-0.008748,-0.005942,-0.150922,-0.551582,-0.028099,-1.509219,-449.746887,-0.150029,0.000000
0.550000,-0.145966,-449.702423,-0.008748,-0.005937,-0.150810,-0.649287,-0.033076,-1.508099,-449.702423,-0.149856,0.000000
0.560000,-0.159370,-449.702423,-0.008761,-0.005934,-0.150715,-0.708915,-0.036114,-1.507145,-449.702423,-0.149700,0.000000
0.570000,-0.172035,-449.702423,-0.008739,-0.005929,-0.150601,-0.765251,-0.038984,-1.506010,-449.702423,-0.149526,0.000000
0.580000,-0.183952,-449.746887,-0.008748,-0.005924,-0.150463,-0.818261,-0.041684,-1.504632,-449.746887,-0.149353,0.000000
