Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
0.110000,-0.150436,-1299.822388,-0.005661,-0.005723,-0.145364,-0.669175,-0.034089,-1.453642,-1299.822388,-0.145069,0.000000
0.120000,-0.148201,-1299.777832,-0.005665,-0.005723,-0.145364,-0.659231,-0.033583,-1.453642,-1299.777832,-0.145069,0.000000
0.130000,-0.152298,-1299.822388,-0.005652,-0.005723,-0.145364,-0.677455,-0.034511,-1.453642,-1299.822388,-0.145069,0.000000
0.140000,-0.148201,-1299.822388,-0.005670,-0.005723,-0.145364,-0.659231,-0.033583,-1.453642,-1299.822388,-0.145069,0.000000
0.150000,-0.150063,-1299.822388,-0.005665,-0.005723,-0.145364,-0.667512,-0.034005,-1.453642,-1299.822388,-0.145069,0.000000
0.160000,-0.148201,-1299.822388,-0.005665,-0.005723,-0.145364,-0.659231,-0.033583,-1.453642,-1299.822388,-0.145069,0.000000
0.170000,-0.151924,-1299.777832,-0.005670,-0.005723,-0.145364,-0.675792,-0.034427,-1.453642,-1299.777832,-0.145069,0.000000
0.180000,-0.151924,-1299.822388,-0.005670,-0.005723,-0.145364,-0.675792,-0.034427,-1.453642,-1299.822388,-0.145069,0.000000
0.190000,-0.155281,-1299.866821,-0.005661,-0.005723,-0.145364,-0.690725,-0.035187,-1.453642,-1299.866821,-0.145069,0.000000
0.200000,-0.151184,-1299.777832,-0.005674,-0.005723,-0.145364,-0.672500,-0.034259,-1.453642,-1299.777832,-0.145069,0.000000
0.210000,-0.145599,-1299.866821,-0.005661,-0.005723,-0.145364,-0.647658,-0.032993,-1.453642,-1299.866821,-0.145069,0.000000
0.220000,-0.141876,-1299.822388,-0.005670,-0.005723,-0.145364,-0.631097,-0.032150,-1.453642,-1299.822388,-0.145069,0.000000
0.230000,-0.151558,-1299.822388,-0.005665,-0.005723,-0.145364,-0.674163,-0.034344,-1.453642,-1299.822388,-0.145069,0.000000
0.240000,-0.157509,-1299.866821,-0.005678,-0.005723,-0.145364,-0.700634,-0.035692,-1.453642,-1299.866821,-0.145069,0.000000
0.250000,-0.142242,-1299.777832,-0.005670,-0.005723,-0.145364,-0.632726,-0.032233,-1.453642,-1299.777832,-0.145069,0.000000
