Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,7,-144556,-701099.75,3476.5588,-23707,Continuing
2,8,-351227,-143814.66,4232.0444,-23707,Continuing
3,65,-349707,-273078.38,2413.0408,-23707,Continuing
4,135,-1375402,-138965.92,13181.679,-23707,Continuing
5,42,-482218,-360107.44,4443.8486,-23707,Continuing
6,0,-480185,-202342.97,19832.344,-23707,Continuing
7,38,-224858,-454055.84,3464.6716,-23707,Continuing
8,93,-211852,-293683.8,3425.0786,-23707,Continuing
9,5,-253423,-222687.98,2954.7815,-23707,Continuing
10,6,-273687,-239135.56,2630.0857,-23707,Continuing
11,92,-261756,-305191.03,2558.5552,-23707,Continuing
12,70,-286563,-274617.9,2268.6099,-23707,Continuing
13,34,-287734,-288090.16,2331.3083,-23707,Continuing
14,35,-302631,-287587.53,2174.3083,-23707,Continuing
15,91,-225170,-305838.1,2244.5532,-23707,Continuing
16,64,-269180,-278881.78,2421.6296,-23707,Continuing
17,90,-318600,-284723.88,2700.5095,-23707,Continuing
18,3,-239852,-303974.28,2484.1492,-23707,Continuing
19,4,-416657,-284831.66,2473.181,-23707,Continuing
20,63,-300244,-337654.22,2294.84,-23707,Continuing
21,97,-206695,-339304.94,2062.2646,-23707,Continuing
22,33,-132665,-327828.97,2151.7834,-23707,Continuing
23,89,-120257,-290707.12,5656.53,-23707,Continuing
24,32,-207474,-216546.17,3549.4426,-23707,Continuing
25,30,-209698,-214753.33,2526.2043,-23707,Continuing
26,31,-316345,-213443.2,2206.1387,-23707,Continuing
27,68,-180293,-238191.34,3147.9265,-23707,Continuing
28,69,-252077,-242758.73,5430.6304,-23707,Continuing
29,88,-132641,-262131.95,7146.58,-23707,Continuing
30,40,-343647,-246803.61,7203.629,-23707,Continuing
31,62,-40621,-292577.06,7136.541,-23707,Continuing
32,61,-449878,-217867.58,7979.4185,-23707,Continuing
33,96,-383479,-274012.34,8140.921,-23707,Continuing
34,43,-228347,-358845.78,2839.0774,-23707,Continuing
35,49,-234879,-386143.28,3117.5103,-23707,Continuing
36,79,-548909,-389904.53,3508.5857,-23707,Continuing
37,36,-190636,-413258.5,3858.6846,-23707,Continuing
38,37,-342685,-337548.94,3124.6523,-23707,Continuing
39,50,-199330,-364465.75,4078.97,-23707,Continuing
40,53,-374938,-250573.38,4110.4526,-23707,Continuing
41,51,-293210,-382424.0,7614.7554,-23707,Continuing
42,52,-456484,-333596.47,7628.508,-23707,Continuing
43,77,-476197,-308096.06,7084.165,-23707,Continuing
44,54,-376516,-395516.75,4931.6333,-23707,Continuing
45,55,-463506,-381353.12,4603.2207,-23707,Continuing
46,48,-404845,-456515.7,7202.4478,-23707,Continuing
47,45,-481313,-445451.6,6738.193,-23707,Continuing
48,128,-258154,-452435.4,5146.2944,-23707,Continuing
49,129,-316310,-270820.6,3852.917,-23707,Continuing
50,130,-319618,-288054.47,3322.4094,-23707,Continuing
51,131,-422140,-298936.62,3217.68,-23707,Continuing
52,9,-914156,-416208.1,4147.6733,-23707,Continuing
53,76,-272660,-462476.7,4311.101,-23707,Continuing
54,11,-284710,-371758.97,4318.498,-23707,Continuing
55,12,-602576,-288126.28,3358.6272,-23707,Continuing
56,109,-452558,-382251.72,4308.3716,-23707,Continuing
57,132,-503950,-423128.38,5382.7876,-23707,Continuing
58,103,-145224,-403390.97,3425.3535,-23707,Continuing
59,105,-141683,-250742.4,2491.9429,-23707,Continuing
60,99,-192477,-392227.72,3439.6226,-23707,Continuing
61,75,-59256,-299060.12,3155.7834,-23707,Continuing
62,124,-55524,-149317.98,3183.0825,-23707,Continuing
63,125,-88158,-106526.234,2143.4878,-23707,Continuing
64,126,-93928,-92707.086,2102.1396,-23707,Continuing
65,127,-184086,-106468.984,2961.481,-23707,Continuing
66,102,-129483,-134666.72,2827.8591,-23707,Continuing
67,78,-127394,-116281.086,2800.5508,-23707,Continuing
68,101,-239057,-159736.05,2847.5488,-23707,Continuing
69,104,-208028,-177180.52,2580.3472,-23707,Continuing
70,44,-299002,-298787.1,2565.643,-23707,Continuing
71,72,-339668,-378941.2,2894.5784,-23707,Continuing
72,74,-140574,-399198.88,2477.2654,-23707,Continuing
73,100,-175885,-383707.66,2331.9365,-23707,Continuing
74,120,-91655,-297012.88,2228.8093,-23707,Continuing
75,121,-107908,-221779.95,1741.5382,-23707,Continuing
76,122,-168856,-174973.25,1600.71,-23707,Continuing
77,123,-292981,-146702.66,1671.5195,-23707,Continuing
78,41,-370439,-207779.42,1749.0416,-23707,Continuing
79,73,-96638,-258973.47,1788.7864,-23707,Continuing
80,98,-147202,-221143.56,1836.875,-23707,Continuing
81,116,-26197,-242639.61,1867.5015,-23707,Continuing
82,117,-38370,-147361.4,1769.0105,-23707,Continuing
83,118,-107494,-106078.516,1942.5107,-23707,Continuing
84,119,-119938,-86803.555,2117.8994,-23707,Continuing
85,67,-227835,-95889.125,2127.4963,-23707,Continuing
86,21,-1167261,-169523.33,8932.156,-23707,Continuing
87,71,-87667,-171739.44,2325.1277,-23707,Continuing
88,39,-98773,-173450.67,2529.5027,-23707,Continuing
89,66,-284939,-183340.48,2329.3435,-23707,Continuing
90,94,-136004,-240823.06,2807.3416,-23707,Continuing
91,56,-133495,-287042.9,3092.323,-23707,Continuing
92,57,-237318,-215497.42,2968.4297,-23707,Continuing
93,84,-24723,-273703.12,2873.3022,-23707,Continuing
94,112,-23707,-184175.64,2765.2268,-23707,Max -Instability index reached
