Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,0,-480185,-38370.0,0.0,-23707,Continuing
2,11,-284710,-141091.9875,441815.0,-23707,Continuing
3,78,-127394,-130587.8,441815.0,-23707,Continuing
4,101,-239057,-103269.8575,441815.0,-23707,Continuing
5,116,-26197,-105532.5525,441815.0,-23707,Continuing
6,86,-91681,-140339.51933333333,453988.0,-23707,Continuing
7,67,-227835,-97960.87729166663,453988.0,-23707,Continuing
8,59,-123157,-118207.61224999999,449981.05416666664,-23707,Continuing
9,118,-107494,-45452.763,201638.0,-23707,Continuing
10,73,-96638,-123598.18495238095,252487.36499999993,-23707,Continuing
11,40,-343647,-110357.29416666667,237459.02999999994,-23707,Continuing
12,28,-57484,-196334.83389285713,441815.0,-23707,Continuing
13,56,-133495,-174679.33375,422701.0,-23707,Continuing
14,128,-258154,-190385.53710912698,447901.5,-23707,Continuing
15,98,-147202,-80337.21627579369,201638.0,-23707,Continuing
16,95,-163985,-138976.11200000002,251966.0,-23707,Continuing
17,29,-286689,-93670.632625,170351.0,-23707,Continuing
18,119,-119938,-64009.85251785719,81297.0,-23707,Continuing
19,36,-190636,-157219.59566666666,247009.0,-23707,Continuing
20,74,-140574,-148775.63055654758,202503.0,-23707,Continuing
21,62,-40621,-175611.4805357143,247256.84999999977,-23707,Continuing
22,96,-383479,-128902.65,303026.0,-23707,Continuing
23,58,-221696,-129281.05254166665,181573.0,-23707,Continuing
24,104,-208028,-144074.74,217533.0,-23707,Continuing
25,102,-129483,-160576.62773809527,213356.15714285706,-23707,Continuing
26,72,-339668,-173487.91497916664,229205.0,-23707,Continuing
27,61,-449878,-123615.03125,123364.0,-23707,Continuing
28,60,-38893,-146124.4508333333,358197.0,-23707,Continuing
29,2,-144074,-185006.12625,410985.0,-23707,Continuing
30,87,-183180,-156610.02833333332,410985.0,-23707,Continuing
31,37,-342685,-178768.5825,342858.0,-23707,Continuing
32,75,-59256,-155157.69458730158,217357.6999999999,-23707,Continuing
33,124,-55524,-96591.77991170634,198898.0,-23707,Continuing
34,125,-88158,-68629.94376785716,91678.0,-23707,Continuing
35,103,-145224,-159880.71221428568,219261.0,-23707,Continuing
36,71,-87667,-192193.04591170634,282184.0,-23707,Continuing
37,39,-98773,-121462.5800218254,229205.0,-23707,Continuing
38,84,-24723,-161237.545297619,282184.0,-23707,Continuing
39,112,-23707,-73288.29788690477,261966.0,-23707,Max -Instability index reached
