Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,0,-480185,-701140.0,0.0,-23707,Continuing
2,1,-505657,-529347.4875,220955.0,-23707,Continuing
3,9,-914156,-543871.4691666667,220955.0,-23707,Continuing
4,56,-133495,-514493.17833333346,231605.79999999935,-23707,Continuing
5,28,-57484,-286995.23966666666,780661.0,-23707,Continuing
6,58,-221696,-199245.49283333335,856672.0,-23707,Continuing
7,75,-59256,-218893.25216666664,856672.0,-23707,Continuing
8,103,-145224,-147858.19616666666,856672.0,-23707,Continuing
9,128,-258154,-230065.10583333336,854900.0,-23707,Continuing
10,74,-140574,-224750.82,856672.0,-23707,Continuing
11,102,-129483,-272225.645,856672.0,-23707,Continuing
12,105,-141683,-217417.2825,854900.0,-23707,Continuing
13,2,-144074,-222119.2875,643656.0,-23707,Continuing
14,71,-87667,-81073.4875,164212.0,-23707,Continuing
15,84,-24723,-85036.4175,164212.0,-23707,Continuing
16,29,-286689,-79759.7475,196973.0,-23707,Continuing
17,112,-23707,-67826.36166666666,261966.0,-23707,Max -Instability index reached
