Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,7,-144556,-38334.19,406.26007,-23707,Continuing
2,9,-914156,-761.0268,23.570177,-23707,Continuing
3,94,-136004,-97.67784,257.22403,-23707,Continuing
4,62,-40621,-7215.3457,795.59595,-23707,Continuing
5,95,-163985,-38500.61,783.5235,-23707,Continuing
6,116,-26197,-66636.03,1188.4119,-23707,Continuing
7,118,-107494,-43172.473,1308.2711,-23707,Continuing
8,88,-132641,-39354.758,1539.3528,-23707,Continuing
9,119,-119938,-57905.43,1298.7648,-23707,Continuing
10,67,-227835,-77925.09,2595.0725,-23707,Continuing
11,99,-192477,-26124.025,3051.1738,-23707,Continuing
12,36,-190636,-39023.23,3788.1501,-23707,Continuing
13,98,-147202,-92028.99,2692.29,-23707,Continuing
14,39,-98773,-94164.69,3299.6758,-23707,Continuing
15,71,-87667,-92991.45,2619.1746,-23707,Continuing
16,61,-449878,-107980.96,4542.7764,-23707,Continuing
17,34,-287734,-118789.87,9257.621,-23707,Continuing
18,8,-351227,-132223.88,10824.873,-23707,Continuing
19,30,-209698,-150400.1,2933.7427,-23707,Continuing
20,72,-339668,-168309.89,9187.627,-23707,Continuing
21,37,-342685,-189970.45,4209.585,-23707,Continuing
22,76,-272660,-180534.12,19312.258,-23707,Continuing
23,31,-316345,-210187.69,3280.9973,-23707,Continuing
24,101,-239057,-196725.03,7828.051,-23707,Continuing
25,66,-284939,-203770.9,7301.7524,-23707,Continuing
26,65,-349707,-260885.19,8653.256,-23707,Continuing
27,93,-211852,-289617.4,5885.365,-23707,Continuing
28,5,-253423,-243381.28,6086.075,-23707,Continuing
29,6,-273687,-240554.27,6387.091,-23707,Continuing
30,92,-261756,-253352.1,5220.6865,-23707,Continuing
31,35,-302631,-289623.62,6156.3003,-23707,Continuing
32,74,-140574,-291730.28,5795.304,-23707,Continuing
33,75,-59256,-229156.1,7521.457,-23707,Continuing
34,21,-1167261,-15340.876,74880.125,-23707,Continuing
35,124,-55524,-126158.6,6183.402,-23707,Continuing
36,125,-88158,-54341.207,2367.929,-23707,Continuing
37,126,-93928,-73493.25,6654.3555,-23707,Continuing
38,127,-184086,-70379.19,4460.378,-23707,Continuing
39,103,-145224,-232412.61,5732.7075,-23707,Continuing
40,102,-129483,-231934.8,4971.1104,-23707,Continuing
41,96,-383479,-279012.47,5032.6504,-23707,Continuing
42,100,-175885,-306974.44,4549.6987,-23707,Continuing
43,73,-96638,-233318.61,4127.34,-23707,Continuing
44,91,-225170,-311725.38,4454.14,-23707,Continuing
45,64,-269180,-275566.53,2910.5825,-23707,Continuing
46,90,-318600,-282399.03,3576.2808,-23707,Continuing
47,120,-91655,-311842.8,4190.637,-23707,Continuing
48,121,-107908,-153013.14,2051.221,-23707,Continuing
49,122,-168856,-136810.23,1996.3802,-23707,Continuing
50,123,-292981,-135299.94,1772.9504,-23707,Continuing
51,56,-133495,-318771.53,6273.137,-23707,Continuing
52,57,-237318,-169264.77,12533.105,-23707,Continuing
53,70,-286563,-320501.6,2839.674,-23707,Continuing
54,84,-24723,-324752.44,7998.52,-23707,Continuing
55,112,-23707,-96277.16,11206.121,-23707,Max -Instability index reached
