Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,0,-480185,-57483.992,0.00390625,-23707,Continuing
2,2,-144074,-226564.36,207080.31,-23707,Continuing
3,29,-286689,-212474.33,203697.22,-23707,Continuing
4,3,-239852,-178282.53,78424.266,-23707,Continuing
5,44,-299002,-192670.66,102015.39,-23707,Continuing
6,58,-221696,-186503.9,91863.43,-23707,Continuing
7,66,-284939,-189359.92,102949.65,-23707,Continuing
8,87,-183180,-168251.95,49882.613,-23707,Continuing
9,85,-27122,-233527.17,76928.27,-23707,Continuing
10,74,-140574,-162084.5,106581.59,-23707,Continuing
11,59,-123157,-168936.11,72141.914,-23707,Continuing
12,86,-91681,-145810.77,69397.59,-23707,Continuing
13,98,-147202,-144294.77,51647.254,-23707,Continuing
14,100,-175885,-187153.73,58565.043,-23707,Continuing
15,109,-452558,-228817.3,72568.67,-23707,Continuing
16,41,-370439,-304342.4,117572.984,-23707,Continuing
17,60,-38893,-152494.1,30283.795,-23707,Continuing
18,61,-449878,-200034.23,41285.97,-23707,Continuing
19,104,-208028,-266552.88,79979.31,-23707,Continuing
20,95,-163985,-350086.3,124097.93,-23707,Continuing
21,73,-96638,-333427.16,113151.766,-23707,Continuing
22,120,-91655,-250886.72,117738.27,-23707,Continuing
23,121,-107908,-125623.46,73837.836,-23707,Continuing
24,122,-168856,-115694.914,63616.1,-23707,Continuing
25,123,-292981,-121427.7,21502.096,-23707,Continuing
26,36,-190636,-286186.28,97660.58,-23707,Continuing
27,37,-342685,-222898.64,74249.09,-23707,Continuing
28,78,-127394,-190624.02,57080.863,-23707,Continuing
29,116,-26197,-243692.11,73896.72,-23707,Continuing
30,117,-38370,-99965.3,106044.836,-23707,Continuing
31,118,-107494,-66826.92,87276.945,-23707,Continuing
32,67,-227835,-112248.805,84409.21,-23707,Continuing
33,119,-119938,-67615.99,31495.256,-23707,Continuing
34,105,-141683,-203034.3,73982.82,-23707,Continuing
35,102,-129483,-164622.86,39333.44,-23707,Continuing
36,103,-145224,-336346.97,118809.62,-23707,Continuing
37,84,-24723,-278186.62,153591.5,-23707,Continuing
38,112,-23707,-145282.03,171130.58,-23707,Max -Instability index reached
