Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,0,-480185,-206694.97,0.015625,-23707,Continuing
2,3,-239852,-288741.97,125328.84,-23707,Continuing
3,1,-505657,-370788.94,133982.16,-23707,Continuing
4,13,-714735,-236936.61,69958.48,-23707,Continuing
5,4,-416657,-337653.12,194455.53,-23707,Continuing
6,14,-925193,-526437.9,233834.7,-23707,Continuing
7,9,-914156,-420713.62,85893.72,-23707,Continuing
8,38,-224858,-412664.97,254631.3,-23707,Continuing
9,42,-482218,-363582.4,252180.2,-23707,Continuing
10,70,-286563,-374647.38,223785.56,-23707,Continuing
11,7,-144556,-376344.16,158452.38,-23707,Continuing
12,8,-351227,-219724.83,115026.14,-23707,Continuing
13,65,-349707,-294144.06,65870.914,-23707,Continuing
14,34,-287734,-340887.6,62063.656,-23707,Continuing
15,64,-269180,-333617.16,63508.887,-23707,Continuing
16,90,-318600,-330285.3,65139.94,-23707,Continuing
17,45,-481313,-368097.34,104235.516,-23707,Continuing
18,77,-476197,-382076.22,92941.74,-23707,Continuing
19,43,-228347,-389084.9,96594.15,-23707,Continuing
20,91,-225170,-288216.94,32773.95,-23707,Continuing
21,35,-302631,-271454.0,25250.75,-23707,Continuing
22,51,-293210,-413383.22,85240.53,-23707,Continuing
23,53,-374938,-333140.0,75111.67,-23707,Continuing
24,52,-456484,-326510.1,58672.754,-23707,Continuing
25,93,-211852,-306173.4,25096.406,-23707,Continuing
26,5,-253423,-283601.72,29411.219,-23707,Continuing
27,6,-273687,-264166.03,21774.025,-23707,Continuing
28,49,-234879,-383150.47,67981.34,-23707,Continuing
29,50,-199330,-356690.9,70228.914,-23707,Continuing
30,80,-438903,-330112.22,66604.74,-23707,Continuing
31,79,-548909,-370065.97,73574.266,-23707,Continuing
32,54,-376516,-426226.8,94263.58,-23707,Continuing
33,92,-261756,-301249.72,26972.076,-23707,Continuing
34,36,-190636,-442946.97,95389.3,-23707,Continuing
35,37,-342685,-310623.66,143232.17,-23707,Continuing
36,40,-343647,-300215.28,70670.79,-23707,Continuing
37,96,-383479,-305330.28,73772.836,-23707,Continuing
38,68,-180293,-311253.4,53216.848,-23707,Continuing
39,69,-252077,-223086.2,63790.348,-23707,Continuing
40,32,-207474,-257175.95,66519.74,-23707,Continuing
41,33,-132665,-223366.02,60083.445,-23707,Continuing
42,89,-120257,-197817.98,57496.746,-23707,Continuing
43,63,-300244,-187638.27,53332.38,-23707,Continuing
44,30,-209698,-291622.16,58342.656,-23707,Continuing
45,31,-316345,-231252.86,40469.992,-23707,Continuing
46,88,-132641,-313519.53,49935.324,-23707,Continuing
47,47,-416405,-379505.62,88255.48,-23707,Continuing
48,62,-40621,-336133.97,53710.12,-23707,Continuing
49,48,-404845,-380801.47,53964.7,-23707,Continuing
50,105,-141683,-497402.0,113469.51,-23707,Continuing
51,78,-127394,-303660.56,178551.64,-23707,Continuing
52,104,-208028,-203277.14,158271.92,-23707,Continuing
53,58,-221696,-232224.4,134731.06,-23707,Continuing
54,102,-129483,-276200.7,146469.02,-23707,Continuing
55,28,-57484,-239105.67,125321.164,-23707,Continuing
56,29,-286689,-97881.7,89353.695,-23707,Continuing
57,85,-27122,-173822.7,70592.945,-23707,Continuing
58,66,-284939,-143639.67,81456.51,-23707,Continuing
59,2,-144074,-155319.77,76957.88,-23707,Continuing
60,67,-227835,-190902.36,90875.07,-23707,Continuing
61,59,-123157,-154245.8,52024.906,-23707,Continuing
62,86,-91681,-137484.7,42098.824,-23707,Continuing
63,74,-140574,-172798.22,48127.27,-23707,Continuing
64,100,-175885,-200180.39,65020.79,-23707,Continuing
65,60,-38893,-121996.43,19998.8,-23707,Continuing
66,87,-183180,-125094.305,39337.145,-23707,Continuing
67,44,-299002,-253566.6,93760.69,-23707,Continuing
68,98,-147202,-153670.92,37554.5,-23707,Continuing
69,61,-449878,-148863.53,30742.062,-23707,Continuing
70,116,-26197,-186099.11,42610.984,-23707,Continuing
71,117,-38370,-83837.86,89262.266,-23707,Continuing
72,118,-107494,-44405.42,44165.805,-23707,Continuing
73,119,-119938,-60386.08,28470.973,-23707,Continuing
74,73,-96638,-202574.61,42002.49,-23707,Continuing
75,120,-91655,-162776.34,44550.457,-23707,Continuing
76,121,-107908,-114240.25,39251.426,-23707,Continuing
77,122,-168856,-110660.89,30129.797,-23707,Continuing
78,123,-292981,-127809.336,22884.773,-23707,Continuing
79,95,-163985,-327230.38,103548.46,-23707,Continuing
80,41,-370439,-306157.72,75427.77,-23707,Continuing
81,128,-258154,-411604.3,107866.05,-23707,Continuing
82,56,-133495,-328285.06,132268.36,-23707,Continuing
83,57,-237318,-211860.28,124071.06,-23707,Continuing
84,72,-339668,-232936.14,111561.82,-23707,Continuing
85,129,-316310,-337692.7,123966.64,-23707,Continuing
86,75,-59256,-210330.36,48119.008,-23707,Continuing
87,124,-55524,-121776.73,87819.31,-23707,Continuing
88,125,-88158,-105887.96,76835.68,-23707,Continuing
89,126,-93928,-104271.88,70722.914,-23707,Continuing
90,127,-184086,-97247.21,60932.27,-23707,Continuing
91,84,-24723,-193726.8,93492.8,-23707,Continuing
92,112,-23707,-99452.99,104455.805,-23707,Max -Instability index reached
