Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,0,-480185,-701139.9,0.0625,-23707,Continuing
2,1,-505657,-524375.94,88381.97,-23707,Continuing
3,2,-144074,-491364.38,10484.247,-23707,Continuing
4,11,-284710,-247879.03,158620.66,-23707,Continuing
5,87,-183180,-190345.28,94749.91,-23707,Continuing
6,12,-602576,-241355.72,57407.54,-23707,Continuing
7,19,-446747,-404988.4,141278.72,-23707,Continuing
8,36,-190636,-421397.2,134006.72,-23707,Continuing
9,37,-342685,-296586.56,137102.36,-23707,Continuing
10,61,-449878,-291620.06,99015.64,-23707,Continuing
11,73,-96638,-302791.72,95160.75,-23707,Continuing
12,95,-163985,-274760.62,121314.93,-23707,Continuing
13,120,-91655,-264747.62,101772.24,-23707,Continuing
14,121,-107908,-141818.19,75296.39,-23707,Continuing
15,122,-168856,-126248.98,74799.695,-23707,Continuing
16,123,-292981,-130779.6,36350.258,-23707,Continuing
17,100,-175885,-334136.56,146914.23,-23707,Continuing
18,59,-123157,-255513.97,145593.58,-23707,Continuing
19,60,-38893,-189308.0,106257.96,-23707,Continuing
20,103,-145224,-388604.7,168564.61,-23707,Continuing
21,28,-57484,-200011.44,161225.69,-23707,Continuing
22,29,-286689,-98462.086,108728.945,-23707,Continuing
23,98,-147202,-134927.34,78247.74,-23707,Continuing
24,75,-59256,-207962.81,131697.1,-23707,Continuing
25,124,-55524,-117846.36,117613.945,-23707,Continuing
26,101,-239057,-150489.27,136170.7,-23707,Continuing
27,125,-88158,-65249.285,28914.094,-23707,Continuing
28,126,-93928,-67774.28,9609.567,-23707,Continuing
29,127,-184086,-73724.91,8623.977,-23707,Continuing
30,84,-24723,-161596.56,68858.15,-23707,Continuing
31,112,-23707,-83399.41,84448.875,-23707,Max -Instability index reached
