Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,0,-480185,-701140.0,0.0,-23707,Continuing
2,1,-505657,-529347.4875,220955.0,-23707,Continuing
3,9,-914156,-543871.4691666667,220955.0,-23707,Continuing
4,2,-144074,-644131.5316666666,433971.0,-23707,Continuing
5,28,-57484,-294321.19716666674,770082.0,-23707,Continuing
6,75,-59256,-200156.86183333333,856672.0,-23707,Continuing
7,74,-140574,-154948.05216666666,856672.0,-23707,Continuing
8,105,-141683,-189585.465,856672.0,-23707,Continuing
9,76,-272660,-318671.1696666667,856672.0,-23707,Continuing
10,128,-258154,-257104.23299999998,854900.0,-23707,Continuing
11,30,-209698,-212535.38383333333,641884.0,-23707,Continuing
12,47,-416405,-219705.33,560566.0,-23707,Continuing
13,3,-239852,-313069.54,557066.0,-23707,Continuing
14,42,-482218,-336545.7725,559457.0,-23707,Continuing
15,57,-237318,-138668.0166666667,422701.0,-23707,Continuing
16,11,-284710,-577949.465,772473.0,-23707,Continuing
17,12,-602576,-419420.58,629446.0,-23707,Continuing
18,78,-127394,-179003.15749999997,357149.0,-23707,Continuing
19,129,-316310,-266244.97233333334,437391.95,-23707,Continuing
20,64,-269180,-335351.35141666664,491442.0,-23707,Continuing
21,34,-287734,-322757.10541666666,461288.0,-23707,Continuing
22,70,-286563,-328455.52166666667,461288.0,-23707,Continuing
23,124,-55524,-93216.59916666668,213404.0,-23707,Continuing
24,125,-88158,-78875.01088095237,217136.0,-23707,Continuing
25,71,-87667,-75639.39835714287,180550.0,-23707,Continuing
26,44,-299002,-174610.26458333337,289011.0,-23707,Continuing
27,39,-98773,-96212.35672619047,215270.0,-23707,Continuing
28,59,-123157,-116987.21141666667,220055.3333333333,-23707,Continuing
29,103,-145224,-134000.19147619043,230326.6333333333,-23707,Continuing
30,84,-24723,-95670.9100357143,179834.0,-23707,Continuing
31,85,-27122,-71092.92025000001,115851.0,-23707,Continuing
32,86,-91681,-45096.69182142857,96035.0,-23707,Continuing
33,56,-133495,-189138.37,247937.0,-23707,Continuing
34,72,-339668,-173144.775,247937.0,-23707,Continuing
35,112,-23707,-48472.70849999999,74050.0,-23707,Max -Instability index reached
