Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,0,-480185,-701140.0,0.0,-23707,Continuing
2,1,-505657,-529347.4875,220955.0,-23707,Continuing
3,39,-98773,-499199.90416666673,25472.0,-23707,Continuing
4,74,-140574,-231706.81833333333,602367.0,-23707,Continuing
5,72,-339668,-144924.52550000002,390114.93333333335,-23707,Continuing
6,78,-127394,-155295.71383333334,240895.0,-23707,Continuing
7,98,-147202,-148360.2975,240895.0,-23707,Continuing
8,73,-96638,-181486.4175,602367.0,-23707,Continuing
9,44,-299002,-115152.4275,43936.0,-23707,Continuing
10,67,-227835,-146581.00350000002,240895.0,-23707,Continuing
11,120,-91655,-142205.3325,202364.0,-23707,Continuing
12,100,-175885,-110448.155,207347.0,-23707,Continuing
13,121,-107908,-110202.7975,84230.0,-23707,Continuing
14,122,-168856,-104259.97767261899,35739.0,-23707,Continuing
15,123,-292981,-123661.10971031751,77201.0,-23707,Continuing
16,75,-59256,-156479.1557440476,240895.0,-23707,Continuing
17,124,-55524,-98623.30650000002,168579.0,-23707,Continuing
18,125,-88158,-72665.39557142857,91678.0,-23707,Continuing
19,126,-93928,-70195.04896428573,32634.0,-23707,Continuing
20,127,-184086,-74274.21568253968,34275.0,-23707,Continuing
21,101,-239057,-104006.93191666667,163137.4,-23707,Continuing
22,102,-129483,-129626.46213293655,108257.71428571428,-23707,Continuing
23,71,-87667,-142203.61529761905,140284.0,-23707,Continuing
24,116,-26197,-144101.52910714288,140168.0,-23707,Continuing
25,117,-38370,-76862.92645833334,201638.0,-23707,Continuing
26,118,-107494,-47496.841166666665,121005.0,-23707,Continuing
27,119,-119938,-63397.505534722244,81297.0,-23707,Continuing
28,105,-141683,-149511.91784920637,226005.6375,-23707,Continuing
29,104,-208028,-142436.2993531746,171608.0,-23707,Continuing
30,86,-91681,-190525.21391071432,441562.3333333334,-23707,Continuing
31,59,-123157,-156650.37217857142,207321.0,-23707,Continuing
32,58,-221696,-132673.13045535714,166159.82083333324,-23707,Continuing
33,61,-449878,-127706.8459434524,130015.0,-23707,Continuing
34,60,-38893,-149165.75473809525,358197.0,-23707,Continuing
35,2,-144074,-97508.80501785716,183011.81666666665,-23707,Continuing
36,87,-183180,-129532.71595833333,130314.44999999998,-23707,Continuing
37,103,-145224,-150129.6604356061,200164.0,-23707,Continuing
38,28,-57484,-149233.14536805553,140225.0166666666,-23707,Continuing
39,29,-286689,-91263.12902083334,170351.0,-23707,Continuing
40,66,-284939,-177452.33831845247,229205.0,-23707,Continuing
41,84,-24723,-214968.4810476191,435437.0,-23707,Continuing
42,112,-23707,-96050.25405357144,314945.0,-23707,Max -Instability index reached
