Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,0,-480.185,0.0,206.69502612282585,-23.707,Continuing
2,26,-1267.615,-282.4762472343507,238.25767218892102,-23.707,Continuing
3,7,-144.556,-280.45755919798773,673.6751268340727,-23.707,Continuing
4,8,-351.227,-303.8686935604283,576.9457783581898,-23.707,Continuing
5,65,-349.707,-341.7461575141745,497.24106156063533,-23.707,Continuing
6,1,-505.657,-362.04966551594305,442.47757427933374,-23.707,Continuing
7,38,-224.858,-391.80514235800797,400.90348744998903,-23.707,Continuing
8,42,-482.218,-379.79076151035673,378.8502557411317,-23.707,Continuing
9,93,-211.852,-396.01972121189596,352.7547859929566,-23.707,Continuing
10,5,-253.423,-382.04920881672973,339.5963886720407,-23.707,Continuing
11,6,-273.687,-373.92043474325754,325.14731348605875,-23.707,Continuing
12,45,-481.313,-368.32459522750025,311.53844968270596,-23.707,Continuing
13,92,-261.756,-378.34931351599596,298.518957719008,-23.707,Continuing
14,34,-287.734,-251.15970401198774,88.82465715689712,-23.707,Continuing
15,35,-302.631,-258.3701635495263,84.1519594563069,-23.707,Continuing
16,91,-225.17,-269.138454584981,81.8692407290108,-23.707,Continuing
17,64,-269.18,-261.14623120156625,77.12691346342396,-23.707,Continuing
18,90,-318.6,-266.48675452814973,73.70709283094419,-23.707,Continuing
19,70,-286.563,-352.09207136128714,249.3366565544416,-23.707,Continuing
20,3,-239.852,-280.39445134041193,69.87075886797524,-23.707,Continuing
21,46,-482.674,-344.65159348948004,238.12583510230345,-23.707,Continuing
22,4,-416.657,-351.05921151841034,233.85068907047173,-23.707,Continuing
23,63,-300.244,-309.6810524019895,73.45700514203821,-23.707,Continuing
24,33,-132.665,-320.02109347622763,71.3156641902426,-23.707,Continuing
25,89,-120.257,-343.64907034325404,223.69642019613468,-23.707,Continuing
26,32,-207.474,-281.98135800291175,88.0385018663718,-23.707,Continuing
27,69,-252.077,-275.0310039804144,85.88637899217188,-23.707,Continuing
28,30,-209.698,-274.1416936464402,84.01911712922264,-23.707,Continuing
29,17,-1103.45,-33.206431045807506,321.9855328963039,-23.707,Continuing
30,31,-316.345,-269.6042978890432,81.0935235202876,-23.707,Continuing
31,88,-132.641,-277.3363412353201,80.1314001883135,-23.707,Continuing
32,62,-40.621,-269.7682429193692,82.85119426469487,-23.707,Continuing
33,68,-180.293,-255.43200686384353,91.22702694755517,-23.707,Continuing
34,56,-133.495,-279.0712652657517,270.65147909236975,-23.707,Continuing
35,57,-237.318,-263.73201965251553,267.170897391294,-23.707,Continuing
36,61,-449.878,-244.21170276533348,98.15497034279146,-23.707,Continuing
37,84,-24.723,-273.6751382646261,256.9761822761476,-23.707,Continuing
38,2,-144.074,-246.1350020497539,113.5177344983169,-23.707,Continuing
39,87,-183.18,-240.17169475246442,112.79630900556396,-23.707,Continuing
40,60,-38.893,-238.71910337319628,111.40483624556954,-23.707,Continuing
41,59,-123.157,-228.73473226057286,114.80748047336775,-23.707,Continuing
42,86,-91.681,-224.52168382597574,114.5120229500596,-23.707,Continuing
43,58,-221.696,-217.91406725026422,114.98179085054862,-23.707,Continuing
44,85,-27.122,-218.9028311894615,113.37797275044353,-23.707,Continuing
45,28,-57.484,-209.7410169338209,116.43136293841108,-23.707,Continuing
46,29,-286.689,-201.18733888748875,117.45006437806451,-23.707,Continuing
47,112,-23.707,-207.2591035924197,117.19305208815251,-23.707,Max -Instability index reached
