Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,0,-480185,-38370.0,0.0,-23707,Continuing
2,11,-284710,-141091.9875,441815.0,-23707,Continuing
3,78,-127394,-130587.8,441815.0,-23707,Continuing
4,101,-239057,-103269.8575,441815.0,-23707,Continuing
5,116,-26197,-105532.5525,441815.0,-23707,Continuing
6,86,-91681,-140339.51933333333,453988.0,-23707,Continuing
7,67,-227835,-97960.87729166663,453988.0,-23707,Continuing
8,59,-123157,-118207.61224999999,449981.05416666664,-23707,Continuing
9,128,-258154,-218700.3750833333,453988.0,-23707,Continuing
10,57,-237318,-203139.9178333333,451573.6883333333,-23707,Continuing
11,129,-316310,-242168.47837499998,449930.3333333333,-23707,Continuing
12,118,-107494,-46404.991666666676,201638.0,-23707,Continuing
13,74,-140574,-106244.67558630953,229644.1299999999,-23707,Continuing
14,105,-141683,-159952.87582738098,272243.28333333327,-23707,Continuing
15,73,-96638,-136698.68984523808,232102.25,-23707,Continuing
16,102,-129483,-127582.13887301588,206773.5,-23707,Continuing
17,58,-221696,-125633.71213095238,206773.5,-23707,Continuing
18,75,-59256,-141633.4495595238,254948.5,-23707,Continuing
19,124,-55524,-85102.50554166667,204744.66666666666,-23707,Continuing
20,33,-132665,-120243.83661904762,188072.0,-23707,Continuing
21,103,-145224,-155247.97241666666,220534.9733333333,-23707,Continuing
22,63,-300244,-136453.6175,188072.0,-23707,Continuing
23,88,-132641,-140451.44,203606.0,-23707,Continuing
24,119,-119938,-59229.152333333324,81297.0,-23707,Continuing
25,125,-88158,-67199.15562301589,89700.0,-23707,Continuing
26,32,-207474,-143424.685,167603.0,-23707,Continuing
27,2,-144074,-124138.5775,125058.0,-23707,Continuing
28,98,-147202,-105682.09902777777,85050.0,-23707,Continuing
29,41,-370439,-129284.2425,110836.0,-23707,Continuing
30,44,-299002,-168904.6975,273801.0,-23707,Continuing
31,120,-91655,-127224.0075,202364.0,-23707,Continuing
32,104,-208028,-138944.5975,207347.0,-23707,Continuing
33,36,-190636,-162663.3,278784.0,-23707,Continuing
34,40,-343647,-194821.87083333332,273801.0,-23707,Continuing
35,89,-120257,-187566.2575,210982.0,-23707,Continuing
36,96,-383479,-190034.6225,237798.0,-23707,Continuing
37,37,-342685,-208032.8375,286841.0,-23707,Continuing
38,95,-163985,-129933.35249999998,190352.63,-23707,Continuing
39,30,-209698,-181001.9525,237798.0,-23707,Continuing
40,62,-40621,-206298.8664285714,250838.0,-23707,Continuing
41,31,-316345,-198526.865,211006.0,-23707,Continuing
42,121,-107908,-106785.65262499999,98981.0,-23707,Continuing
43,9,-914156,-309138.4353333333,350702.0,-23707,Continuing
44,13,-714735,-358218.38775,793899.0,-23707,Continuing
45,3,-239852,-301381.445,594478.0,-23707,Continuing
46,4,-416657,-270009.645,582070.0,-23707,Continuing
47,132,-503950,-405627.093875,629446.0,-23707,Continuing
48,12,-602576,-407670.8975,629446.0,-23707,Continuing
49,1,-505657,-437186.4871249999,676838.0,-23707,Continuing
50,43,-228347,-380876.383,582070.0,-23707,Continuing
51,42,-482218,-286864.12645833334,486388.0,-23707,Continuing
52,77,-476197,-318537.7783333333,486388.0,-23707,Continuing
53,130,-319618,-301810.5938392856,409024.4083333332,-23707,Continuing
54,54,-376516,-422333.1301190477,486388.0,-23707,Continuing
55,55,-463506,-393481.605,486388.0,-23707,Continuing
56,126,-93928,-72110.43400000001,34383.949999999895,-23707,Continuing
57,127,-184086,-75420.15030753963,35260.70833333334,-23707,Continuing
58,79,-548909,-434309.63083333336,486388.0,-23707,Continuing
59,68,-180293,-259114.96600000001,263222.0,-23707,Continuing
60,69,-252077,-236610.06375,263222.0,-23707,Continuing
61,56,-133495,-259895.79139087297,271225.0,-23707,Continuing
62,47,-416405,-321874.6259583333,343532.0,-23707,Continuing
63,100,-175885,-124003.42587499999,72330.0,-23707,Continuing
64,60,-38893,-132816.31833333333,79247.0,-23707,Continuing
65,87,-183180,-119598.42246428572,125092.0,-23707,Continuing
66,61,-449878,-151753.7083988095,144287.0,-23707,Continuing
67,122,-168856,-106573.49329166664,72330.0,-23707,Continuing
68,123,-292981,-122734.34822294375,77201.0,-23707,Continuing
69,84,-24723,-198261.6227232143,167895.99499999994,-23707,Continuing
70,112,-23707,-85553.15195833333,212595.0,-23707,Max -Instability index reached
