Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,0,-480185,-701139.9,0.0625,-23707,Continuing
2,1,-505657,-524375.94,88381.97,-23707,Continuing
3,3,-239852,-644482.75,93980.79,-23707,Continuing
4,4,-416657,-356991.94,187157.05,-23707,Continuing
5,5,-253423,-488450.56,126480.945,-23707,Continuing
6,6,-273687,-290523.47,105344.84,-23707,Continuing
7,7,-144556,-271743.66,60190.207,-23707,Continuing
8,8,-351227,-167725.34,46363.88,-23707,Continuing
9,13,-714735,-361311.72,106737.73,-23707,Continuing
10,15,-102012,-462975.1,181160.25,-23707,Continuing
11,16,-128971,-272922.4,222956.78,-23707,Continuing
12,81,-489801,-481129.44,209641.14,-23707,Continuing
13,45,-481313,-215794.47,62968.48,-23707,Continuing
14,48,-404845,-260438.33,91266.44,-23707,Continuing
15,51,-293210,-277069.53,90141.61,-23707,Continuing
16,14,-925193,-545674.75,221126.77,-23707,Continuing
17,53,-374938,-231129.22,55789.75,-23707,Continuing
18,54,-376516,-238036.1,65774.93,-23707,Continuing
19,49,-234879,-273877.12,60660.625,-23707,Continuing
20,93,-211852,-240366.58,47453.3,-23707,Continuing
21,70,-286563,-652753.75,242716.67,-23707,Continuing
22,92,-261756,-497643.12,185841.33,-23707,Continuing
23,80,-438903,-366451.0,109171.17,-23707,Continuing
24,34,-287734,-488209.72,166747.3,-23707,Continuing
25,77,-476197,-405978.53,185265.42,-23707,Continuing
26,35,-302631,-350818.38,136237.73,-23707,Continuing
27,64,-269180,-379177.0,141364.36,-23707,Continuing
28,90,-318600,-344398.97,104777.02,-23707,Continuing
29,38,-224858,-263936.94,44813.645,-23707,Continuing
30,65,-349707,-331874.62,78729.09,-23707,Continuing
31,40,-343647,-412345.5,121069.81,-23707,Continuing
32,43,-228347,-248286.11,34523.727,-23707,Continuing
33,91,-225170,-300208.38,49264.61,-23707,Continuing
34,52,-456484,-315848.66,46244.723,-23707,Continuing
35,42,-482218,-361749.4,64492.08,-23707,Continuing
36,68,-180293,-367062.84,68483.67,-23707,Continuing
37,69,-252077,-224180.31,83474.445,-23707,Continuing
38,33,-132665,-256794.2,82385.055,-23707,Continuing
39,32,-207474,-216314.83,93458.15,-23707,Continuing
40,63,-300244,-228425.19,58720.496,-23707,Continuing
41,62,-40621,-348688.47,111233.66,-23707,Continuing
42,96,-383479,-192564.33,170980.38,-23707,Continuing
43,89,-120257,-190419.6,40027.355,-23707,Continuing
44,30,-209698,-272564.88,83911.266,-23707,Continuing
45,88,-132641,-271998.8,80535.734,-23707,Continuing
46,31,-316345,-198736.53,28547.178,-23707,Continuing
47,97,-206695,-268734.03,60120.895,-23707,Continuing
48,47,-416405,-505112.56,177409.12,-23707,Continuing
49,55,-463506,-340475.4,55248.68,-23707,Continuing
50,2,-144074,-457204.78,113345.35,-23707,Continuing
51,61,-449878,-264521.62,174544.52,-23707,Continuing
52,87,-183180,-264521.5,174544.69,-23707,Continuing
53,73,-96638,-241331.86,82520.45,-23707,Continuing
54,120,-91655,-140034.77,90794.38,-23707,Continuing
55,121,-107908,-102265.2,39106.73,-23707,Continuing
56,95,-163985,-251697.98,107810.65,-23707,Continuing
57,36,-190636,-189933.64,78134.07,-23707,Continuing
58,41,-370439,-229876.9,92847.46,-23707,Continuing
59,37,-342685,-192311.64,84072.555,-23707,Continuing
60,100,-175885,-273600.34,114393.25,-23707,Continuing
61,59,-123157,-281320.97,130352.06,-23707,Continuing
62,60,-38893,-222306.75,135991.8,-23707,Continuing
63,122,-168856,-100691.21,8726.822,-23707,Continuing
64,123,-292981,-124384.22,20968.482,-23707,Continuing
65,44,-299002,-382982.84,122083.164,-23707,Continuing
66,9,-914156,-560775.0,170774.78,-23707,Continuing
67,105,-141683,-528806.6,144371.11,-23707,Continuing
68,98,-147202,-233883.61,196967.33,-23707,Continuing
69,102,-129483,-292307.4,201626.16,-23707,Continuing
70,28,-57484,-175323.14,133144.73,-23707,Continuing
71,29,-286689,-112507.88,110745.89,-23707,Continuing
72,58,-221696,-160738.17,79067.83,-23707,Continuing
73,116,-26197,-168500.75,76307.695,-23707,Continuing
74,117,-38370,-82695.8,97119.81,-23707,Continuing
75,118,-107494,-55949.492,87369.81,-23707,Continuing
76,66,-284939,-163943.56,91887.695,-23707,Continuing
77,119,-119938,-67403.38,30712.414,-23707,Continuing
78,86,-91681,-130665.48,44139.29,-23707,Continuing
79,128,-258154,-455174.38,200574.52,-23707,Continuing
80,56,-133495,-318460.1,147384.34,-23707,Continuing
81,57,-237318,-196020.69,113248.47,-23707,Continuing
82,72,-339668,-177704.86,98524.85,-23707,Continuing
83,129,-316310,-315443.0,133551.14,-23707,Continuing
84,67,-227835,-184373.2,70671.8,-23707,Continuing
85,75,-59256,-189383.89,59981.99,-23707,Continuing
86,124,-55524,-125335.03,72521.77,-23707,Continuing
87,125,-88158,-75441.266,42479.3,-23707,Continuing
88,84,-24723,-192011.06,79349.11,-23707,Continuing
89,112,-23707,-70275.9,83469.15,-23707,Max -Instability index reached
