Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,0,-480185,-206695.0,0.0,-23707,Continuing
2,11,-284710,-273016.325,273490.0,-23707,Continuing
3,68,-180293,-254825.3375,273490.0,-23707,Continuing
4,40,-343647,-201974.3775,104417.0,-23707,Continuing
5,69,-252077,-208909.8675,107363.84999999986,-23707,Continuing
6,38,-224858,-224271.1775,79335.09999999881,-23707,Continuing
7,70,-286563,-223424.44,45382.0,-23707,Continuing
8,33,-132665,-244502.735,299892.0,-23707,Continuing
9,89,-120257,-176734.65,347520.0,-23707,Continuing
10,63,-300244,-181266.965,131820.0,-23707,Continuing
11,32,-207474,-156998.725,179987.0,-23707,Continuing
12,3,-239852,-243727.6125,167579.0,-23707,Continuing
13,4,-416657,-242234.4375,93549.0,-23707,Continuing
14,2,-144074,-274599.41,359928.0,-23707,Continuing
15,59,-123157,-192423.885,199573.0,-23707,Continuing
16,28,-57484,-151550.45,227316.89999999962,-23707,Continuing
17,58,-221696,-89573.165,86590.0,-23707,Continuing
18,57,-237318,-130648.995,422701.0,-23707,Continuing
19,29,-286689,-105898.3725,164212.0,-23707,Continuing
20,60,-38893,-138688.64,98539.0,-23707,Continuing
21,61,-449878,-119460.22375,105181.0,-23707,Continuing
22,66,-284939,-177661.32166666657,229205.0,-23707,Continuing
23,87,-183180,-196228.97875,410985.0,-23707,Continuing
24,86,-91681,-185351.17833333332,182803.0,-23707,Continuing
25,85,-27122,-188448.83416666667,193258.0,-23707,Continuing
26,98,-147202,-196173.97375,316525.0,-23707,Continuing
27,67,-227835,-158106.65,257817.0,-23707,Continuing
28,74,-140574,-167319.94970238098,304754.0,-23707,Continuing
29,103,-145224,-187324.89312500003,246046.0,-23707,Continuing
30,75,-59256,-162599.92916666667,161782.0,-23707,Continuing
31,124,-55524,-101295.33,168579.0,-23707,Continuing
32,125,-88158,-72574.812,91678.0,-23707,Continuing
33,126,-93928,-70610.55621428572,32634.0,-23707,Continuing
34,127,-184086,-76252.71891720778,35167.625,-23707,Continuing
35,116,-26197,-131430.7252559524,171522.79999999976,-23707,Continuing
36,117,-38370,-62117.95996626983,201638.0,-23707,Continuing
37,118,-107494,-41694.68288293651,65484.0,-23707,Continuing
38,119,-119938,-58870.446265963204,81297.0,-23707,Continuing
39,101,-239057,-134527.40798809516,230223.72857142857,-23707,Continuing
40,128,-258154,-149206.2144410173,413206.6214285714,-23707,Continuing
41,102,-129483,-154345.21337293956,284316.5166666666,-23707,Continuing
42,84,-24723,-173574.7261607143,229205.0,-23707,Continuing
43,112,-23707,-82346.19116071428,260216.0,-23707,Max -Instability index reached
