Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,0,-480185,-57484.0,0.0,-23707,Continuing
2,2,-144074,-164216.0025,422701.0,-23707,Continuing
3,72,-339668,-129026.8375,422701.0,-23707,Continuing
4,29,-286689,-134765.135,422701.0,-23707,Continuing
5,128,-258154,-263853.86145833327,422701.0,-23707,Continuing
6,84,-24723,-221904.18499999997,422701.0,-23707,Continuing
7,94,-136004,-219639.7172916666,455462.0,-23707,Continuing
8,57,-237318,-161884.02648809523,455462.0,-23707,Continuing
9,56,-133495,-274152.89708333334,424339.04999999853,-23707,Continuing
10,39,-98773,-139188.12812500002,314945.0,-23707,Continuing
11,9,-914156,-326035.46708333335,344306.4499999999,-23707,Continuing
12,36,-190636,-211139.37791666668,856672.0,-23707,Continuing
13,105,-141683,-269372.96687500004,815383.0,-23707,Continuing
14,129,-316310,-293227.88166666665,778152.0,-23707,Continuing
15,1,-505657,-461966.0058333333,780661.0,-23707,Continuing
16,11,-284710,-368643.617,772473.0,-23707,Continuing
17,12,-602576,-320881.6575,772473.0,-23707,Continuing
18,10,-981850,-714504.5384642854,636616.6666666667,-23707,Continuing
19,19,-446747,-478477.39100000006,663293.0,-23707,Continuing
20,23,-1281399,-824948.9152857143,535103.0,-23707,Continuing
21,25,-876981,-585281.36025,996689.0,-23707,Continuing
22,7,-144556,-244915.79349999997,735298.0,-23707,Continuing
23,20,-533060,-577104.77025,869542.6,-23707,Continuing
24,17,-1103450,-900770.6077916665,837756.0,-23707,Continuing
25,15,-102012,-547401.6054583335,592271.0,-23707,Continuing
26,16,-128971,-261159.89141666665,774969.0,-23707,Continuing
27,21,-1167261,-402637.96058333345,774969.0,-23707,Continuing
28,80,-438903,-195545.2555,1065249.0,-23707,Continuing
29,81,-489801,-288689.9528392858,1065249.0,-23707,Continuing
30,22,-1182236,-957376.035625,1047276.3333333334,-23707,Continuing
31,13,-714735,-484537.0574345237,1059257.0,-23707,Continuing
32,18,-1155542,-1027863.0477857144,834652.0,-23707,Continuing
33,110,-794499,-579827.3874583333,720514.0,-23707,Continuing
34,24,-1300295,-1141383.2274166667,791495.5,-23707,Continuing
35,111,-375241,-644763.4585416666,670116.69,-23707,Continuing
36,77,-476197,-273484.0995,594750.3333333334,-23707,Continuing
37,63,-300244,-212462.4394166667,657251.0,-23707,Continuing
38,3,-239852,-296708.41975,570661.0,-23707,Continuing
39,132,-503950,-499376.0355,509789.0,-23707,Continuing
40,47,-416405,-293522.19416666665,460893.0,-23707,Continuing
41,109,-452558,-514396.7979583332,509789.0,-23707,Continuing
42,50,-199330,-263999.7491488095,387789.0,-23707,Continuing
43,75,-59256,-258009.07420833333,377424.0,-23707,Continuing
44,42,-482218,-218313.77279166665,416941.0,-23707,Continuing
45,70,-286563,-314379.8225,524099.0,-23707,Continuing
46,100,-175885,-208015.84270833328,416941.0,-23707,Continuing
47,78,-127394,-205602.79583333328,416941.0,-23707,Continuing
48,53,-374938,-207130.64610714288,380206.0,-23707,Continuing
49,103,-145224,-139899.07725,357149.0,-23707,Continuing
50,107,-701140,-552511.6031666667,419258.0,-23707,Continuing
51,51,-293210,-310676.6438809524,371219.6666666667,-23707,Continuing
52,14,-925193,-625320.3333333335,518922.9499999968,-23707,Continuing
53,41,-370439,-184267.31375,357149.0,-23707,Continuing
54,8,-351227,-203092.88333333333,337662.0,-23707,Continuing
55,106,-437082,-631671.8733333334,419258.0,-23707,Continuing
56,44,-299002,-298843.0776666667,348803.0,-23707,Continuing
57,65,-349707,-265105.54420833336,337662.0,-23707,Continuing
58,38,-224858,-319220.17325000005,337662.0,-23707,Continuing
59,49,-234879,-289051.47,335149.5999999994,-23707,Continuing
60,112,-23707,-75246.526875,261966.0,-23707,Max -Instability index reached
