Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,0,-480185,-374937.94,0.03125,-23707,Continuing
2,7,-144556,-417036.72,51560.28,-23707,Continuing
3,8,-351227,-228366.44,120992.375,-23707,Continuing
4,38,-224858,-403336.5,69697.305,-23707,Continuing
5,42,-482218,-289045.34,86959.766,-23707,Continuing
6,65,-349707,-381371.56,104750.71,-23707,Continuing
7,36,-190636,-352723.1,116244.06,-23707,Continuing
8,37,-342685,-266787.56,111359.336,-23707,Continuing
9,40,-343647,-286240.03,82001.5,-23707,Continuing
10,96,-383479,-294144.53,85547.95,-23707,Continuing
11,106,-437082,-352963.0,91069.414,-23707,Continuing
12,68,-180293,-339322.5,35068.203,-23707,Continuing
13,32,-207474,-239211.78,75523.8,-23707,Continuing
14,89,-120257,-203701.36,45546.176,-23707,Continuing
15,3,-239852,-178703.25,69303.18,-23707,Continuing
16,33,-132665,-157859.44,49976.156,-23707,Continuing
17,63,-300244,-152108.16,35668.55,-23707,Continuing
18,69,-252077,-169736.66,50059.137,-23707,Continuing
19,70,-286563,-254563.6,32795.742,-23707,Continuing
20,4,-416657,-264445.72,30857.877,-23707,Continuing
21,97,-206695,-286709.66,56514.9,-23707,Continuing
22,30,-209698,-303589.22,68228.77,-23707,Continuing
23,31,-316345,-242395.5,53079.31,-23707,Continuing
24,5,-253423,-318084.7,47981.17,-23707,Continuing
25,6,-273687,-277816.22,41848.707,-23707,Continuing
26,93,-211852,-271878.66,31891.441,-23707,Continuing
27,43,-228347,-310980.22,70899.0,-23707,Continuing
28,49,-234879,-283517.03,72260.42,-23707,Continuing
29,54,-376516,-312689.28,68965.61,-23707,Continuing
30,77,-476197,-304833.84,61576.824,-23707,Continuing
31,92,-261756,-307597.53,53447.91,-23707,Continuing
32,88,-132641,-314407.97,49401.49,-23707,Continuing
33,34,-287734,-315506.06,59515.348,-23707,Continuing
34,35,-302631,-298047.56,36820.04,-23707,Continuing
35,64,-269180,-316943.3,57311.824,-23707,Continuing
36,91,-225170,-287392.7,49600.203,-23707,Continuing
37,90,-318600,-312776.66,62025.51,-23707,Continuing
38,62,-40621,-329335.94,61730.414,-23707,Continuing
39,15,-102012,-344289.3,68697.195,-23707,Continuing
40,16,-128971,-144174.23,87633.555,-23707,Continuing
41,81,-489801,-191183.08,90575.75,-23707,Continuing
42,21,-1167261,-299190.47,124041.17,-23707,Continuing
43,13,-714735,-323606.6,98251.13,-23707,Continuing
44,55,-463506,-319916.78,104424.11,-23707,Continuing
45,1,-505657,-368435.4,146572.7,-23707,Continuing
46,80,-438903,-397246.0,140790.08,-23707,Continuing
47,51,-293210,-374620.53,45224.49,-23707,Continuing
48,52,-456484,-332967.5,53437.5,-23707,Continuing
49,45,-481313,-382071.28,72124.22,-23707,Continuing
50,50,-199330,-393250.78,53721.207,-23707,Continuing
51,48,-404845,-405122.88,72663.01,-23707,Continuing
52,2,-144074,-431088.62,130066.39,-23707,Continuing
53,61,-449878,-235989.77,153625.62,-23707,Continuing
54,87,-183180,-238428.5,152760.69,-23707,Continuing
55,73,-96638,-260802.55,75779.42,-23707,Continuing
56,120,-91655,-126351.62,60270.41,-23707,Continuing
57,121,-107908,-106372.08,43366.004,-23707,Continuing
58,122,-168856,-97686.46,6160.203,-23707,Continuing
59,123,-292981,-124470.35,22370.35,-23707,Continuing
60,95,-163985,-220455.45,71461.78,-23707,Continuing
61,41,-370439,-275067.34,74900.74,-23707,Continuing
62,100,-175885,-305953.56,141476.77,-23707,Continuing
63,59,-123157,-255615.7,143854.86,-23707,Continuing
64,60,-38893,-178322.02,109748.734,-23707,Continuing
65,44,-299002,-383303.4,99870.29,-23707,Continuing
66,72,-339668,-413835.53,134195.9,-23707,Continuing
67,28,-57484,-349628.38,99898.8,-23707,Continuing
68,29,-286689,-135638.4,145557.55,-23707,Continuing
69,58,-221696,-172458.31,85750.92,-23707,Continuing
70,85,-27122,-174772.83,89230.195,-23707,Continuing
71,98,-147202,-99049.17,79496.19,-23707,Continuing
72,86,-91681,-149647.44,71410.98,-23707,Continuing
73,74,-140574,-156040.6,57870.945,-23707,Continuing
74,116,-26197,-181774.3,76502.24,-23707,Continuing
75,117,-38370,-87933.33,92913.38,-23707,Continuing
76,118,-107494,-47817.465,46330.88,-23707,Continuing
77,119,-119938,-60387.438,30297.293,-23707,Continuing
78,67,-227835,-90940.016,71298.15,-23707,Continuing
79,66,-284939,-225983.98,64385.508,-23707,Continuing
80,102,-129483,-266186.3,49992.152,-23707,Continuing
81,105,-141683,-243010.39,86886.14,-23707,Continuing
82,78,-127394,-247719.97,69562.85,-23707,Continuing
83,104,-208028,-205830.69,62533.18,-23707,Continuing
84,103,-145224,-261846.78,72611.76,-23707,Continuing
85,75,-59256,-180606.02,74505.96,-23707,Continuing
86,124,-55524,-101851.08,73909.52,-23707,Continuing
87,125,-88158,-63172.605,21933.656,-23707,Continuing
88,126,-93928,-67649.8,8945.166,-23707,Continuing
89,127,-184086,-72228.21,9819.459,-23707,Continuing
90,84,-24723,-171038.92,86505.03,-23707,Continuing
91,112,-23707,-96180.59,101341.78,-23707,Max -Instability index reached
