Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,26,-1267615,-1559.6799367484914,1047.9420195810799,-23707,Continuing
2,7,-144556,-0.2419429017297157,1048.8088481166492,-23707,Continuing
3,0,-480185,-86315.04805880578,1040.7300805170216,-23707,Continuing
4,8,-351227,-137908.3586655153,1035.09842727395,-23707,Continuing
5,1,-505657,-152129.67586109863,1032.7956429002998,-23707,Continuing
6,65,-349707,-174225.01326851183,1030.7764907218018,-23707,Continuing
7,38,-224858,-184547.57483117224,1028.9915730885593,-23707,Continuing
8,42,-482218,-186787.02551901562,1027.4024017807112,-23707,Continuing
9,56,-133495,-202335.93132295794,1025.9784571621283,-23707,Continuing
10,57,-237318,-198893.86757785702,1024.695168084914,-23707,Continuing
11,94,-136004,-200723.59314407504,1023.532713987009,-23707,Continuing
12,84,-24723,-197781.76158606136,1022.4747895703711,-23707,Continuing
13,112,-23707,-190257.41584600598,1021.5079067227189,-23707,Max -Instability index reached
