Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,26,-1267615,-57600.03,610.4034,-23707,Continuing
2,7,-144556,-1210.3645,55.079094,-23707,Continuing
3,0,-480185,-43524.793,5040.339,-23707,Continuing
4,58,-221696,-47959.57,1394.1094,-23707,Continuing
5,29,-286689,-138392.3,1364.9462,-23707,Continuing
6,8,-351227,-144515.42,3583.4329,-23707,Continuing
7,85,-27122,-185911.23,1361.6804,-23707,Continuing
8,86,-91681,-137568.31,1005.7519,-23707,Continuing
9,59,-123157,-125607.02,927.6903,-23707,Continuing
10,60,-38893,-123044.336,1001.8819,-23707,Continuing
11,2,-144074,-99383.445,1139.6337,-23707,Continuing
12,87,-183180,-106535.6,1084.3047,-23707,Continuing
13,98,-147202,-129381.44,1274.5872,-23707,Continuing
14,67,-227835,-151593.83,2149.048,-23707,Continuing
15,61,-449878,-186167.48,5140.1543,-23707,Continuing
16,84,-24723,-202088.56,4863.08,-23707,Continuing
17,112,-23707,-38321.227,6480.4404,-23707,Max -Instability index reached
