Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,0,-480185,-57484.0,0.0,-23707,Continuing
2,2,-144074,-164216.0025,422701.0,-23707,Continuing
3,72,-339668,-129026.8375,422701.0,-23707,Continuing
4,29,-286689,-134765.135,422701.0,-23707,Continuing
5,128,-258154,-263853.86145833327,422701.0,-23707,Continuing
6,84,-24723,-221904.18499999997,422701.0,-23707,Continuing
7,94,-136004,-219639.7172916666,455462.0,-23707,Continuing
8,57,-237318,-161884.02648809523,455462.0,-23707,Continuing
9,56,-133495,-274152.89708333334,424339.04999999853,-23707,Continuing
10,39,-98773,-139188.12812500002,314945.0,-23707,Continuing
11,101,-239057,-196275.95520833333,314945.0,-23707,Continuing
12,9,-914156,-331645.85,336111.0,-23707,Continuing
13,3,-239852,-213241.09395833337,856672.0,-23707,Continuing
14,51,-293210,-281684.94249999995,770082.0,-23707,Continuing
15,1,-505657,-464577.8666666667,780661.0,-23707,Continuing
16,11,-284710,-455602.60083333333,770082.0,-23707,Continuing
17,12,-602576,-346234.9525,675099.0,-23707,Continuing
18,10,-981850,-747515.0378333334,656002.0,-23707,Continuing
19,129,-316310,-316028.9990833334,698227.7833333332,-23707,Continuing
20,19,-446747,-490222.53833333333,663293.0,-23707,Continuing
21,23,-1281399,-821990.3724166667,535103.0,-23707,Continuing
22,21,-1167261,-534304.59575,988189.0,-23707,Continuing
23,52,-456484,-339557.9456666667,928204.0,-23707,Continuing
24,107,-701140,-507378.08725000004,882551.0,-23707,Continuing
25,13,-714735,-731623.5316666669,874475.9999999995,-23707,Continuing
26,20,-533060,-649523.94875,834652.0,-23707,Continuing
27,17,-1103450,-880094.4655416668,837756.0,-23707,Continuing
28,25,-876981,-874092.5909642858,834652.0,-23707,Continuing
29,14,-925193,-692774.8468333333,776595.6666666667,-23707,Continuing
30,18,-1155542,-1050307.3024166666,834652.0,-23707,Continuing
31,15,-102012,-947965.1299642855,677357.5,-23707,Continuing
32,16,-128971,-389316.1888333334,1065249.0,-23707,Continuing
33,80,-438903,-198045.77886309518,823181.0,-23707,Continuing
34,81,-489801,-251609.86267857146,823181.0,-23707,Continuing
35,77,-476197,-386504.7358214286,675890.0,-23707,Continuing
36,64,-269180,-281199.87866666657,675890.0,-23707,Continuing
37,24,-1300295,-1162398.7650357143,749777.5499999986,-23707,Continuing
38,22,-1182236,-996246.7219166666,1038290.0,-23707,Continuing
39,70,-286563,-340757.6,570661.0,-23707,Continuing
40,47,-416405,-332069.61491666664,458502.0,-23707,Continuing
41,82,-252642,-595538.0461249998,535254.0,-23707,Continuing
42,110,-794499,-567500.532738095,672551.0,-23707,Continuing
43,106,-437082,-510868.6016666666,541857.0,-23707,Continuing
44,132,-503950,-391516.2814583333,541857.0,-23707,Continuing
45,109,-452558,-539907.0277857143,541857.0,-23707,Continuing
46,111,-375241,-505107.948,541857.0,-23707,Continuing
47,130,-319618,-334522.9085833333,656002.0,-23707,Continuing
48,40,-343647,-193900.3975,317632.0,-23707,Continuing
49,44,-299002,-369304.6285833334,458502.0,-23707,Continuing
50,93,-211852,-305155.11743452377,347226.0,-23707,Continuing
51,49,-234879,-358463.1666369047,365198.6666666667,-23707,Continuing
52,76,-272660,-287978.0259166667,377424.0,-23707,Continuing
53,54,-376516,-317041.9438333333,340992.5,-23707,Continuing
54,71,-87667,-175391.13270833332,286163.0,-23707,Continuing
55,67,-227835,-180694.13000000003,282382.95,-23707,Continuing
56,41,-370439,-302979.6325,293008.0,-23707,Continuing
57,79,-548909,-402349.8841388889,479856.0,-23707,Continuing
58,55,-463506,-349231.1582916667,340992.5,-23707,Continuing
59,112,-23707,-74654.380625,212595.0,-23707,Max -Instability index reached
