Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max -Instability index in Dataset,Stopping Reason
1,0,-480185,-374938.0,0.0,-23707,Continuing
2,13,-714735,-402039.1025,105247.0,-23707,Continuing
3,43,-228347,-443491.3075,339797.0,-23707,Continuing
4,79,-548909,-336308.1925,486388.0,-23707,Continuing
5,93,-211852,-394053.01,486388.0,-23707,Continuing
6,5,-253423,-294149.4125,502883.0,-23707,Continuing
7,15,-102012,-366781.18,502883.0,-23707,Continuing
8,81,-489801,-443708.4825,612723.0,-23707,Continuing
9,80,-438903,-507727.435,612723.0,-23707,Continuing
10,77,-476197,-514983.625,502883.0,-23707,Continuing
11,16,-128971,-192794.7975,387789.0,-23707,Continuing
12,54,-376516,-238457.4466071428,272926.0,-23707,Continuing
13,26,-1267615,-547372.8369821429,586213.3166666663,-23707,Continuing
14,17,-1103450,-668817.8216250001,828712.0,-23707,Continuing
15,21,-1167261,-890132.4474404762,791418.0,-23707,Continuing
16,107,-701140,-647479.0702083333,664547.0,-23707,Continuing
17,9,-914156,-649083.74925,664547.0,-23707,Continuing
18,22,-1182236,-1058840.848,777814.0,-23707,Continuing
19,110,-794499,-792347.67,684947.5,-23707,Continuing
20,91,-225170,-496334.6875,461312.0,-23707,Continuing
21,97,-206695,-569146.126875,688986.0,-23707,Continuing
22,69,-252077,-358786.2725,707461.0,-23707,Continuing
23,68,-180293,-312620.6875,707461.0,-23707,Continuing
24,30,-209698,-261230.4175,733863.0,-23707,Continuing
25,96,-383479,-328579.95,733863.0,-23707,Continuing
26,36,-190636,-418532.03,733863.0,-23707,Continuing
27,41,-370439,-364757.665,733863.0,-23707,Continuing
28,11,-284710,-583901.424625,798664.5,-23707,Continuing
29,100,-175885,-354201.9225,723520.0,-23707,Continuing
30,111,-375241,-794684.2354166666,890038.5,-23707,Continuing
31,95,-163985,-267519.63,738271.0,-23707,Continuing
32,98,-147202,-285411.745,750171.0,-23707,Continuing
33,39,-98773,-218477.7325,766954.0,-23707,Continuing
34,99,-192477,-204370.695,815383.0,-23707,Continuing
35,76,-272660,-374189.7475,815383.0,-23707,Continuing
36,1,-505657,-473771.2825,815383.0,-23707,Continuing
37,103,-145224,-412116.005,766954.0,-23707,Continuing
38,105,-141683,-303850.935,768932.0,-23707,Continuing
39,128,-258154,-362763.6388333334,772473.0,-23707,Continuing
40,19,-446747,-1079290.3977083333,892374.0,-23707,Continuing
41,23,-1281399,-889308.92625,820868.0,-23707,Continuing
42,20,-533060,-678694.505892857,820868.0,-23707,Continuing
43,129,-316310,-299082.07300000003,768932.0,-23707,Continuing
44,18,-1155542,-997319.1761041668,834652.0,-23707,Continuing
45,25,-876981,-930049.174059524,834652.0,-23707,Continuing
46,12,-602576,-375656.739,538850.0,-23707,Continuing
47,24,-1300295,-1186254.9111249999,783295.7649999997,-23707,Continuing
48,14,-925193,-612655.4762916667,585764.0,-23707,Continuing
49,10,-981850,-796444.1892500002,649395.8499999995,-23707,Continuing
50,132,-503950,-525562.7688333334,509789.0,-23707,Continuing
51,49,-234879,-315369.89912500005,356212.3333333333,-23707,Continuing
52,104,-208028,-201761.02933333337,334514.0,-23707,Continuing
53,82,-252642,-526743.8984583333,419258.0,-23707,Continuing
54,109,-452558,-439674.0018333334,541857.0,-23707,Continuing
55,106,-437082,-621541.72,541857.0,-23707,Continuing
56,44,-299002,-314701.83,328995.0,-23707,Continuing
57,101,-239057,-182791.6625,271666.0,-23707,Continuing
58,47,-416405,-294382.8078333333,295904.0,-23707,Continuing
59,70,-286563,-286632.54333333333,342214.0,-23707,Continuing
60,55,-463506,-352354.66362500004,327904.6666666667,-23707,Continuing
61,34,-287734,-258731.9025,264345.0,-23707,Continuing
62,42,-482218,-285979.9812202381,247850.0,-23707,Continuing
63,38,-224858,-298255.1889285714,270366.0,-23707,Continuing
64,7,-144556,-326627.6927083333,270366.0,-23707,Continuing
65,8,-351227,-209630.3225,337662.0,-23707,Continuing
66,65,-349707,-268665.24607142876,337662.0,-23707,Continuing
67,37,-342685,-210068.23,219494.0,-23707,Continuing
68,40,-343647,-269906.93149999995,236112.0,-23707,Continuing
69,45,-481313,-389556.2924583333,337662.0,-23707,Continuing
70,120,-91655,-214827.184,228756.0,-23707,Continuing
71,121,-107908,-138337.13825,251030.0,-23707,Continuing
72,78,-127394,-163850.31136309524,199220.5,-23707,Continuing
73,108,-719564,-351522.71,251308.0,-23707,Continuing
74,133,-541686,-450752.66083333327,283893.7999999998,-23707,Continuing
75,50,-199330,-359408.3415,253871.0,-23707,Continuing
76,51,-293210,-342247.8623333334,281983.0,-23707,Continuing
77,134,-593083,-501566.4592380954,289044.0,-23707,Continuing
78,52,-456484,-312741.5570833334,235541.79166666663,-23707,Continuing
79,48,-404845,-428509.07525000005,257360.0,-23707,Continuing
80,72,-339668,-200611.58125,173887.0,-23707,Continuing
81,94,-136004,-289226.78,332983.0,-23707,Continuing
82,56,-133495,-277546.2295833333,344181.0,-23707,Continuing
83,84,-24723,-147481.46125,240895.0,-23707,Continuing
84,62,-40621,-248317.67426785716,358756.0,-23707,Continuing
85,57,-237318,-122988.92,314945.0,-23707,Continuing
86,112,-23707,-76251.7875,212595.0,-23707,Max -Instability index reached
