Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
0.110000,-0.043198,-286.145966,-0.012128,-0.007170,-0.182109,-0.192153,-0.009789,-1.821087,-286.145966,-0.181970,0.000000
0.120000,-0.036118,-286.057007,-0.012120,-0.007170,-0.182109,-0.160659,-0.008184,-1.821087,-286.057007,-0.181970,0.000000
0.130000,-0.042076,-286.101471,-0.012137,-0.007170,-0.182109,-0.187164,-0.009535,-1.821087,-286.101471,-0.181970,0.000000
0.140000,-0.037613,-286.057007,-0.012137,-0.007170,-0.182109,-0.167311,-0.008523,-1.821087,-286.057007,-0.181970,0.000000
0.150000,-0.040962,-286.145966,-0.012115,-0.007170,-0.182109,-0.182209,-0.009282,-1.821087,-286.145966,-0.181970,0.000000
0.160000,-0.037979,-286.145966,-0.012124,-0.007170,-0.182109,-0.168940,-0.008606,-1.821087,-286.145966,-0.181970,0.000000
0.170000,-0.040588,-286.101471,-0.012115,-0.007170,-0.182109,-0.180546,-0.009197,-1.821087,-286.101471,-0.181970,0.000000
0.180000,-0.039474,-286.101471,-0.012124,-0.007170,-0.182109,-0.175591,-0.008945,-1.821087,-286.101471,-0.181970,0.000000
0.190000,-0.037979,-286.057007,-0.012128,-0.007170,-0.182109,-0.168940,-0.008606,-1.821087,-286.057007,-0.181970,0.000000
0.200000,-0.036865,-286.101471,-0.012120,-0.007170,-0.182109,-0.163985,-0.008354,-1.821087,-286.101471,-0.181970,0.000000
0.210000,-0.033516,-286.145966,-0.012128,-0.007170,-0.182109,-0.149086,-0.007595,-1.821087,-286.145966,-0.181970,0.000000
0.220000,-0.035378,-286.145966,-0.012137,-0.007170,-0.182109,-0.157367,-0.008017,-1.821087,-286.145966,-0.181970,0.000000
0.230000,-0.035378,-286.145966,-0.012133,-0.007170,-0.182109,-0.157367,-0.008017,-1.821087,-286.145966,-0.181970,0.000000
0.240000,-0.032768,-286.057007,-0.012146,-0.007170,-0.182109,-0.145760,-0.007425,-1.821087,-286.057007,-0.181970,0.000000
0.250000,-0.036118,-286.145966,-0.012128,-0.007170,-0.182109,-0.160659,-0.008184,-1.821087,-286.145966,-0.181970,0.000000
0.260000,-0.039101,-286.145966,-0.012128,-0.007170,-0.182109,-0.173928,-0.008860,-1.821087,-286.145966,-0.181970,0.000000
0.270000,-0.034256,-286.101471,-0.012111,-0.007170,-0.182109,-0.152378,-0.007763,-1.821087,-286.101471,-0.181970,0.000000
0.280000,-0.038727,-286.145966,-0.012128,-0.007170,-0.182109,-0.172265,-0.008776,-1.821087,-286.145966,-0.181970,0.000000
0.290000,-0.029419,-286.101471,-0.012124,-0.007170,-0.182109,-0.130862,-0.006666,-1.821087,-286.101471,-0.181970,0.000000
0.300000,-0.036865,-286.145966,-0.012124,-0.007170,-0.182109,-0.163985,-0.008354,-1.821087,-286.145966,-0.181970,0.000000
0.310000,-0.044685,-286.145966,-0.012133,-0.007170,-0.182109,-0.198770,-0.010126,-1.821087,-286.145966,-0.181970,0.000000
0.320000,-0.039474,-286.057007,-0.012111,-0.007170,-0.182109,-0.175591,-0.008945,-1.821087,-286.057007,-0.181970,0.000000
0.330000,-0.037613,-286.101471,-0.012115,-0.007170,-0.182109,-0.167311,-0.008523,-1.821087,-286.101471,-0.181970,0.000000
0.340000,-0.035004,-286.057007,-0.012141,-0.007170,-0.182109,-0.155704,-0.007932,-1.821087,-286.057007,-0.181970,0.000000
0.350000,-0.040215,-286.190430,-0.012137,-0.007169,-0.182100,-0.178883,-0.009113,-1.821000,-286.190430,-0.181831,0.000000
0.360000,-0.047661,-286.145966,-0.012141,-0.007168,-0.182065,-0.212006,-0.010800,-1.820654,-286.145966,-0.181675,0.000000
0.370000,-0.029793,-286.101471,-0.012128,-0.007166,-0.182005,-0.132525,-0.006751,-1.820047,-286.101471,-0.181502,0.000000
0.380000,-0.055115,-286.145966,-0.012120,-0.007161,-0.181901,-0.245163,-0.012489,-1.819006,-286.145966,-0.181328,0.000000
0.390000,-0.049522,-286.057007,-0.012128,-0.007156,-0.181753,-0.220287,-0.011222,-1.817532,-286.057007,-0.181172,0.000000
0.400000,-0.036865,-286.101471,-0.012124,-0.007148,-0.181562,-0.163985,-0.008354,-1.815624,-286.101471,-0.180999,0.000000
0.410000,-0.044312,-286.101471,-0.012137,-0.007141,-0.181380,-0.197107,-0.010041,-1.813803,-286.101471,-0.180825,0.000000
0.420000,-0.049156,-286.057007,-0.012137,-0.007134,-0.181198,-0.218658,-0.011139,-1.811981,-286.057007,-0.180669,0.000000
0.430000,-0.050644,-286.101471,-0.012128,-0.007126,-0.180999,-0.225275,-0.011476,-1.809987,-286.101471,-0.180496,0.000000
0.440000,-0.042450,-286.012512,-0.012137,-0.007119,-0.180817,-0.188827,-0.009619,-1.808166,-286.012512,-0.180340,0.000000
0.450000,-0.041336,-286.057007,-0.012133,-0.007113,-0.180660,-0.183872,-0.009367,-1.806605,-286.057007,-0.180166,0.000000
0.460000,-0.036865,-286.101471,-0.012128,-0.007107,-0.180522,-0.163985,-0.008354,-1.805217,-286.101471,-0.179993,0.000000
0.470000,-0.032394,-286.057007,-0.012133,-0.007101,-0.180374,-0.144098,-0.007341,-1.803743,-286.057007,-0.179837,0.000000
0.480000,-0.041710,-286.190430,-0.012128,-0.007096,-0.180227,-0.185535,-0.009452,-1.802269,-286.190430,-0.179663,0.000000
0.490000,-0.052879,-286.101471,-0.012141,-0.007091,-0.180114,-0.235219,-0.011983,-1.801141,-286.101471,-0.179507,0.000000
0.500000,-0.027184,-286.190430,-0.012133,-0.007086,-0.179975,-0.120918,-0.006160,-1.799754,-286.190430,-0.179334,0.000000
0.510000,-0.027557,-286.145966,-0.012133,-0.007078,-0.179785,-0.122581,-0.006245,-1.797846,-286.145966,-0.179160,0.000000
0.520000,-0.028671,-286.101471,-0.012120,-0.007071,-0.179602,-0.127536,-0.006497,-1.796024,-286.101471,-0.179004,0.000000
0.530000,-0.026436,-286.101471,-0.012141,-0.007066,-0.179472,-0.117593,-0.005990,-1.794724,-286.101471,-0.178831,0.000000
0.540000,-0.027557,-286.101471,-0.012124,-0.007061,-0.179360,-0.122581,-0.006245,-1.793596,-286.101471,-0.178675,0.000000
0.550000,-0.034256,-286.101471,-0.012124,-0.007058,-0.179273,-0.152378,-0.007763,-1.792729,-286.101471,-0.178501,0.000000
0.560000,-0.057716,-286.101471,-0.012154,-0.007054,-0.179169,-0.256735,-0.013079,-1.791688,-286.101471,-0.178328,0.000000
0.570000,-0.055481,-286.145966,-0.012124,-0.007048,-0.179030,-0.246792,-0.012572,-1.790301,-286.145966,-0.178172,0.000000
0.580000,-0.071869,-286.190430,-0.012137,-0.007042,-0.178865,-0.319689,-0.016286,-1.788653,-286.190430,-0.177998,0.000000
0.590000,-0.081551,-286.145966,-0.012124,-0.007036,-0.178718,-0.362755,-0.018480,-1.787179,-286.145966,-0.177842,0.000000
0.600000,-0.075966,-286.101471,-0.012133,-0.007031,-0.178596,-0.337913,-0.017214,-1.785965,-286.101471,-0.177669,0.000000
0.610000,-0.090485,-286.101471,-0.012133,-0.007026,-0.178458,-0.402496,-0.020504,-1.784577,-286.101471,-0.177495,0.000000
0.620000,-0.094955,-286.145966,-0.012120,-0.007021,-0.178328,-0.422383,-0.021517,-1.783276,-286.145966,-0.177339,0.000000
0.630000,-0.091606,-286.190430,-0.012124,-0.007017,-0.178232,-0.407484,-0.020758,-1.782322,-286.190430,-0.177166,0.000000
0.640000,-0.094955,-286.057007,-0.012124,-0.007013,-0.178119,-0.422383,-0.021517,-1.781195,-286.057007,-0.177009,0.000000
0.650000,-0.081924,-286.145966,-0.012128,-0.007005,-0.177929,-0.364418,-0.018564,-1.779287,-286.145966,-0.176836,0.000000
0.660000,-0.065536,-286.145966,-0.012128,-0.006996,-0.177703,-0.291521,-0.014851,-1.777032,-286.145966,-0.176663,0.000000
0.670000,-0.046547,-286.101471,-0.012128,-0.006987,-0.177478,-0.207051,-0.010548,-1.774777,-286.101471,-0.176506,0.000000
0.680000,-0.055481,-286.145966,-0.012124,-0.006980,-0.177296,-0.246792,-0.012572,-1.772956,-286.145966,-0.176333,0.000000
0.690000,-0.033142,-286.101471,-0.012133,-0.006973,-0.177122,-0.147423,-0.007510,-1.771222,-286.101471,-0.176177,0.000000
0.700000,-0.023834,-286.145966,-0.012107,-0.006968,-0.176975,-0.106020,-0.005401,-1.769748,-286.145966,-0.176003,0.000000
0.710000,-0.036491,-286.145966,-0.012089,-0.006964,-0.176879,-0.162322,-0.008269,-1.768794,-286.145966,-0.175830,0.000000
