Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Modulus in Dataset,Stopping Reason
0,58,211.50865412415317,,,,211**2 * RBF(length_scale=0.00215) + WhiteKernel(noise_level=10),296.35081017123304,Initial selection
1,0,81.74085575257114,634.5259813264541,0.0,211.50866044215138,160**2 * RBF(length_scale=7.62) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
2,69,110.69482106635698,450.67526239434403,87.67275917169417,121.00083440754996,150**2 * RBF(length_scale=10.3) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
3,53,228.31076155204596,342.9071197409044,152.94028463097385,63.32227836997686,166**2 * RBF(length_scale=11.2) + WhiteKernel(noise_level=0.0008),296.35081017123304,Continuing
4,41,220.5104016857166,322.9500349174954,152.15841375380805,56.93054038789576,168**2 * RBF(length_scale=10.8) + WhiteKernel(noise_level=0.00123),296.35081017123304,Continuing
5,43,178.97379271834268,338.7172260715804,165.7529601553768,57.654755305401196,168**2 * RBF(length_scale=12.1) + WhiteKernel(noise_level=0.000822),296.35081017123304,Continuing
6,61,201.80400290446062,303.1622004961392,195.7665136633351,35.798562277601356,167**2 * RBF(length_scale=13.2) + WhiteKernel(noise_level=0.000107),296.35081017123304,Continuing
7,52,231.07458974395303,277.6414120347109,210.5403272518056,22.36702826096844,164**2 * RBF(length_scale=13) + WhiteKernel(noise_level=5.65e-05),296.35081017123304,Continuing
8,54,197.84044623035882,258.52207588176964,195.64169874444823,20.96012571244047,202**2 * RBF(length_scale=17.7) + WhiteKernel(noise_level=1.45e-05),296.35081017123304,Continuing
9,18,74.82276309333224,242.98029790083146,186.42649681288356,18.85126702931597,158**2 * RBF(length_scale=6.51) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
10,71,270.69323356331364,365.64627235131115,167.26858332234326,66.12589634298931,162**2 * RBF(length_scale=6.23) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
11,47,188.55697291016554,354.12277547855933,238.295984639861,38.60893027956611,161**2 * RBF(length_scale=5.99) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
12,70,172.0732296612731,354.18483043751087,223.51912557102605,43.555234955494946,153**2 * RBF(length_scale=5.61) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
13,68,65.48719407925006,342.18084542440573,203.1346501203978,46.348731768002644,164**2 * RBF(length_scale=4.78) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
14,8,242.7128680778461,362.87063917657485,193.40834214439133,56.487432344061176,184**2 * RBF(length_scale=5.52) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
15,6,204.17680289774339,333.84275298422403,175.52631791407725,52.77214502338226,190**2 * RBF(length_scale=5.8) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
16,72,189.44122006132594,320.4871880950645,205.78456237504543,38.234208573339686,183**2 * RBF(length_scale=5.74) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
17,57,296.35081017123304,315.22884344494423,212.01993118471657,34.40297075340923,172**2 * RBF(length_scale=4.9) + WhiteKernel(noise_level=10),296.35081017123304,Max modulus reached
