Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Modulus in Dataset,Stopping Reason
0,26,42.736240369816734,,,,42.7**2 * RBF(length_scale=21) + WhiteKernel(noise_level=0.000118),296.35081017123304,Initial selection
1,53,228.31076155204596,66.61135981558711,40.72988554147941,12.940737137053848,164**2 * RBF(length_scale=4.56) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
2,58,211.50865412415317,381.92295227621634,108.63497836714986,136.64398695453323,174**2 * RBF(length_scale=7.53) + WhiteKernel(noise_level=5.83e-05),296.35081017123304,Continuing
3,71,270.69323356331364,320.34905780704,111.79862330624842,104.27521725039581,207**2 * RBF(length_scale=7.97) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
4,72,189.44122006132594,385.6599404478434,205.15913429343811,90.25040307720263,199**2 * RBF(length_scale=8.83) + WhiteKernel(noise_level=5.83e-05),296.35081017123304,Continuing
5,8,242.7128680778461,335.3340433442667,179.76592375257718,77.78405979584477,212**2 * RBF(length_scale=10) + WhiteKernel(noise_level=5.83e-05),296.35081017123304,Continuing
6,54,197.84044623035882,301.5039790322885,196.59322111157917,52.455378960354665,224**2 * RBF(length_scale=11.8) + WhiteKernel(noise_level=5.83e-05),296.35081017123304,Continuing
7,68,65.48719407925006,277.2863624147307,206.11501686132067,35.585672776705024,190**2 * RBF(length_scale=5.77) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
8,42,179.2410423946837,391.92339923386214,191.57628014615472,100.17355954385371,181**2 * RBF(length_scale=5.87) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
9,57,296.35081017123304,358.65839976110885,233.20473405782576,62.72683285164155,192**2 * RBF(length_scale=6.27) + WhiteKernel(noise_level=10),296.35081017123304,Max modulus reached
