Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Modulus in Dataset,Stopping Reason
0,14,39.58562154046682,,,,39.5**2 * RBF(length_scale=0.00133) + WhiteKernel(noise_level=7.99),296.35081017123304,Initial selection
1,0,81.74085575257114,3.9585621201039864,0.0,39.585621201039864,64.1**2 * RBF(length_scale=6.5) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
2,1,71.68894182884907,81.8677551079419,81.42132085872962,4.464342492122938,61.1**2 * RBF(length_scale=7.08) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
3,8,242.7128680778461,74.7442947056681,72.68166204921108,20.626326564570174,145**2 * RBF(length_scale=2.07) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
4,9,233.72437240576676,243.0293450416305,242.58220298320157,4.471420584289316,142**2 * RBF(length_scale=2.1) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
5,47,188.55697291016554,107.19289863748725,94.14424631290788,130.48652324579365,150**2 * RBF(length_scale=3.52) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
6,48,171.00469374345903,188.9853204888152,188.53822610415682,4.470943846583869,146**2 * RBF(length_scale=3.37) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
7,50,174.66437205644556,168.59578490660425,164.4027734644369,41.930114421673515,153**2 * RBF(length_scale=4.29) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
8,51,181.925661105008,175.04915012798364,174.60291494034755,4.462351876360999,155**2 * RBF(length_scale=4.33) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
9,7,117.40631603510326,175.43874756201552,169.84167377368692,55.97073788328587,136**2 * RBF(length_scale=3.79) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
10,44,159.30709474405634,172.4307521239219,171.73363833249095,6.971137914309395,114**2 * RBF(length_scale=2.81) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
11,62,277.3861208337041,119.44616452888674,118.15578648854625,12.903780403404868,170**2 * RBF(length_scale=0.958) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
12,37,152.72295816440803,251.04932164153877,240.04533483151988,110.03986810018895,158**2 * RBF(length_scale=0.869) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
13,63,228.4671903908735,172.6791063953872,159.77030887359365,129.0879752179357,155**2 * RBF(length_scale=0.911) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
14,38,182.9546167355371,143.60445414847356,139.7547824203482,38.496717281253666,149**2 * RBF(length_scale=0.842) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
15,6,204.17680289774339,117.78664483520008,115.12473525674476,26.619095784553185,185**2 * RBF(length_scale=0.724) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
16,4,109.60733027971378,90.82112150921316,73.58497195233028,172.3614955688288,178**2 * RBF(length_scale=0.727) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
17,5,95.3466236160471,81.19426971670707,77.77818838192229,34.16081334784772,172**2 * RBF(length_scale=0.716) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
18,3,79.49162278991126,56.92109555943996,43.90785756371392,130.1323799572604,168**2 * RBF(length_scale=0.726) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
19,2,66.30151481091211,74.77698824867953,72.15863166935159,26.183565793279417,163**2 * RBF(length_scale=0.00887) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
20,10,95.58773206251,16.335274473183564,0.0,163.35274473183563,163**2 * RBF(length_scale=0.757) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
