Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Modulus in Dataset,Stopping Reason
0,58,211.50865412415317,,,,211**2 * RBF(length_scale=0.00215) + WhiteKernel(noise_level=10),296.35081017123304,Initial selection
1,59,219.61643412334288,212.80293851104958,211.46137489203304,4.471878730055116,216**2 * RBF(length_scale=0.0163) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
2,0,81.74085575257114,64.67224916020449,0.0,215.5741638673483,163**2 * RBF(length_scale=7.48) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
3,60,272.2240045816517,220.55106032731896,215.57727217614726,16.579293837239014,187**2 * RBF(length_scale=2.54) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
4,55,168.33383829683325,138.12410817566126,87.0043083180908,170.39933285856816,188**2 * RBF(length_scale=3.65) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
5,61,201.80400290446062,225.05973131350902,179.8704467832249,150.63094843428036,180**2 * RBF(length_scale=4.2) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
6,56,175.8319549576918,197.07888955210746,193.74699840035618,11.106303839170927,316**2 * RBF(length_scale=8.01) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
7,2,66.30151481091211,266.34051535388494,248.20876334465618,60.439173364095815,185**2 * RBF(length_scale=3.68) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
8,37,152.72295816440803,168.412461106441,145.84394429948134,75.22838935653219,182**2 * RBF(length_scale=3.99) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
9,54,197.84044623035882,163.79557846407548,160.88213820795897,9.711467520388307,171**2 * RBF(length_scale=2.22) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
10,62,277.3861208337041,158.63965161858738,143.3149526369018,51.08232993895193,175**2 * RBF(length_scale=1.58) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
11,44,159.30709474405634,268.2277479813518,245.8941443730913,74.44534536086826,167**2 * RBF(length_scale=1.4) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
12,63,228.4671903908735,253.60884585544966,224.18940442080503,98.06480478214876,163**2 * RBF(length_scale=1.45) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
13,38,182.9546167355371,146.46595843046367,140.16701168817602,20.996489140958825,150**2 * RBF(length_scale=1.16) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
14,40,162.77817832797786,86.29945290115774,42.14457017855722,147.1829424086684,150**2 * RBF(length_scale=1.18) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
15,39,140.76871335709305,161.15211910286527,148.11681484333553,43.45101419843249,147**2 * RBF(length_scale=1.2) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
16,34,88.47667256854467,117.0878212466469,109.94858452648313,23.79745573387924,145**2 * RBF(length_scale=1.19) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
17,5,95.3466236160471,83.07573353293887,59.43340047528778,78.80777685883696,143**2 * RBF(length_scale=1.21) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
18,7,117.40631603510326,108.30938130327621,83.26236198528841,83.49006439329268,142**2 * RBF(length_scale=1.25) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
19,6,204.17680289774339,120.44365567259399,115.22751982010932,17.387119508282247,181**2 * RBF(length_scale=0.978) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
20,4,109.60733027971378,149.2688825150587,142.48538624498042,22.61165423359422,169**2 * RBF(length_scale=0.853) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
21,1,71.68894182884907,83.05444371113975,81.71292088521793,4.47174275307278,168**2 * RBF(length_scale=0.853) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
22,3,79.49162278991126,82.79337769246379,76.82024265497785,19.910450124953147,170**2 * RBF(length_scale=0.895) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
23,50,174.66437205644556,73.19045353573435,51.977645414174795,70.70936040519854,169**2 * RBF(length_scale=0.837) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
24,47,188.55697291016554,189.00128048383667,149.41191937367174,131.96453703388312,169**2 * RBF(length_scale=0.862) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
25,48,171.00469374345903,189.88169089785728,188.54025544221415,4.471451518810481,168**2 * RBF(length_scale=0.858) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
26,51,181.925661105008,175.8050158653064,174.46434990719402,4.46888652704126,168**2 * RBF(length_scale=0.853) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
27,32,106.70108583654164,62.09590411718218,20.784989841209665,137.70304758657505,166**2 * RBF(length_scale=0.854) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
28,22,73.67122147772203,111.10792101580412,80.04507489967312,103.54282038710335,163**2 * RBF(length_scale=0.862) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
29,31,119.79704241922373,90.2582356598268,76.13770095434336,47.06844901827812,160**2 * RBF(length_scale=0.839) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
30,21,50.104313602035774,108.92567472319463,98.00741109715261,36.39421208680673,156**2 * RBF(length_scale=0.803) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
31,19,56.88500845389184,56.82903370200536,10.270286818948222,155.1958229435238,153**2 * RBF(length_scale=0.797) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
32,20,45.87195384392433,58.20609436107094,56.86459893846893,4.471651408673351,152**2 * RBF(length_scale=0.797) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
33,29,51.50598562924656,48.36997025689054,2.6643652521010504,152.35201668263164,149**2 * RBF(length_scale=0.791) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
34,13,35.102261317001975,59.40780947779977,17.280256328121823,140.42517716559317,146**2 * RBF(length_scale=0.787) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
35,12,51.16844398555743,58.11407140499494,16.768692778147965,137.8179287561566,143**2 * RBF(length_scale=0.784) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
36,25,39.13465426900338,62.659112256856446,26.54564790816731,120.37821449563044,141**2 * RBF(length_scale=0.785) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
37,11,24.71538796928362,58.57287323173344,34.910367239377905,78.87501997451844,140**2 * RBF(length_scale=0.791) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
38,30,42.124759091300646,52.834582019865664,51.49316312456149,4.471396317680588,140**2 * RBF(length_scale=0.791) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
39,57,296.35081017123304,42.40348338365595,0.44982531068135573,139.84552690991532,150**2 * RBF(length_scale=0.813) + WhiteKernel(noise_level=10),296.35081017123304,Max modulus reached
