Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Modulus in Dataset,Stopping Reason
0,26,42.736240369816734,,,,42.7**2 * RBF(length_scale=21) + WhiteKernel(noise_level=0.000118),296.35081017123304,Initial selection
1,72,189.44122006132594,44.61777742319619,40.90008462032143,12.392309342915858,137**2 * RBF(length_scale=4.78) + WhiteKernel(noise_level=5.83e-05),296.35081017123304,Continuing
2,69,110.69482106635698,183.4159149756037,166.42363958730147,56.640917961007474,124**2 * RBF(length_scale=3.85) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
3,70,172.0732296612731,171.89073609659502,151.71747315619498,67.24420980133343,145**2 * RBF(length_scale=6.53) + WhiteKernel(noise_level=5.83e-05),296.35081017123304,Continuing
4,71,270.69323356331364,177.30872486393176,157.29530953150663,66.7113844414171,201**2 * RBF(length_scale=8.26) + WhiteKernel(noise_level=5.83e-05),296.35081017123304,Continuing
5,53,228.31076155204596,219.0816174912677,184.5014901116976,115.26709126523373,216**2 * RBF(length_scale=10) + WhiteKernel(noise_level=5.83e-05),296.35081017123304,Continuing
6,8,242.7128680778461,225.48601475863853,204.1417995234989,71.14738411713218,238**2 * RBF(length_scale=12) + WhiteKernel(noise_level=4.44e-05),296.35081017123304,Continuing
7,9,233.72437240576676,242.71569626309295,242.71286772181566,0.009428470924351054,235**2 * RBF(length_scale=11.9) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
8,47,188.55697291016554,219.3205880264528,210.99206104294353,27.761756611697553,238**2 * RBF(length_scale=12.4) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
9,0,81.74085575257114,219.68955152192436,208.80859221929146,36.269864342109635,196**2 * RBF(length_scale=6.93) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
10,42,179.2410423946837,205.6212589851709,180.26024283613242,84.53672049679496,190**2 * RBF(length_scale=7.09) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
11,57,296.35081017123304,199.6567889748104,179.91246356464808,65.81441803387446,197**2 * RBF(length_scale=6.73) + WhiteKernel(noise_level=10),296.35081017123304,Max modulus reached
