Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Modulus in Dataset,Stopping Reason
0,48,171.00469374345903,,,,171**2 * RBF(length_scale=0.005) + WhiteKernel(noise_level=8.44),296.35081017123304,Initial selection
1,47,188.55697291016554,171.36608537129715,170.9553624495137,4.107229217834409,180**2 * RBF(length_scale=0.339) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
2,50,174.66437205644556,19.489201560606066,1.5103500500034317,179.78851510602632,178**2 * RBF(length_scale=55.4) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
3,68,65.48719407925006,181.86341686810812,180.33258605344707,15.308308146610518,128**2 * RBF(length_scale=6.63) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
4,51,181.925661105008,175.26933258379685,174.8248953735565,4.444372102403544,131**2 * RBF(length_scale=7.1) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
5,44,159.30709474405634,176.6843586242978,176.19139280560407,4.9296581869373775,105**2 * RBF(length_scale=2.66) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
6,19,56.88500845389184,132.7543452894165,124.95900361849135,77.95341670925148,96.1**2 * RBF(length_scale=2.44) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
7,62,277.3861208337041,118.33837676709724,117.00887062542279,13.295061416744508,160**2 * RBF(length_scale=0.912) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
8,37,152.72295816440803,239.69367971173693,228.9233975391561,107.70282172580842,145**2 * RBF(length_scale=0.832) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
9,63,228.4671903908735,164.05738020899574,151.91896847971557,121.38411729280155,143**2 * RBF(length_scale=0.875) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
10,38,182.9546167355371,147.8028680489001,144.0111808353596,37.9168721354051,136**2 * RBF(length_scale=0.82) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
11,20,45.87195384392433,57.303770885620715,56.8566175488257,4.4715333679501095,136**2 * RBF(length_scale=0.82) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
12,32,106.70108583654164,34.88061853351289,23.422932137726548,114.57686395786337,133**2 * RBF(length_scale=0.824) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
13,22,73.67122147772203,86.27819212700372,77.61840222190838,86.59789905095343,128**2 * RBF(length_scale=0.833) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
14,31,119.79704241922373,82.5141762305895,78.63993689004607,38.74239340543423,124**2 * RBF(length_scale=0.801) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
15,21,50.104313602035774,96.90540754462049,93.79433585660453,31.110716880159533,123**2 * RBF(length_scale=0.76) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
16,56,175.8319549576918,24.013073157366243,11.737532844690131,122.7554031267611,128**2 * RBF(length_scale=0.775) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
17,61,201.80400290446062,167.87116561907183,163.09123574315774,47.79929875914095,127**2 * RBF(length_scale=0.781) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
18,40,162.77817832797786,19.505740876106614,6.799916230091366,127.05824646015246,130**2 * RBF(length_scale=0.79) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
19,39,140.76871335709305,151.77130324505868,146.22994812570101,55.41355119357674,126**2 * RBF(length_scale=0.792) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
20,34,88.47667256854467,105.14380734522595,101.5588730259501,35.849343192758454,124**2 * RBF(length_scale=0.794) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
21,29,51.50598562924656,14.923759369523946,2.576488034689526,123.4727133483442,120**2 * RBF(length_scale=0.789) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
22,30,42.124759091300646,51.91914974810199,51.472013583123534,4.471361649784497,120**2 * RBF(length_scale=0.789) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
23,13,35.102261317001975,26.942448610441765,15.6287475106402,113.13701099801564,117**2 * RBF(length_scale=0.786) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
24,12,51.16844398555743,26.388165774573334,15.368197023375615,110.19968751197719,114**2 * RBF(length_scale=0.784) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
25,25,39.13465426900338,35.85560070082227,26.286007906411637,95.69592794410636,112**2 * RBF(length_scale=0.785) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
26,11,24.71538796928362,41.72830000498365,35.50086831263799,62.27431692345659,110**2 * RBF(length_scale=0.79) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
27,16,28.085883195904362,20.338337953954547,17.612596865480516,27.257410884740306,108**2 * RBF(length_scale=0.794) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
28,23,53.46447392343188,29.353680938135753,24.96016508725336,43.93515850882394,107**2 * RBF(length_scale=0.799) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
29,33,72.06868568538891,39.28986892224335,36.227207000486146,30.62661921757203,107**2 * RBF(length_scale=0.792) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
30,26,42.736240369816734,71.54149633530756,70.83955719006434,7.01939145243209,114**2 * RBF(length_scale=0.681) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
31,14,39.58562154046682,20.500844800141227,10.168247076717762,103.32597723423464,112**2 * RBF(length_scale=0.681) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
32,15,48.22854697312115,25.011358327486924,14.915980180184643,100.95378147302279,110**2 * RBF(length_scale=0.681) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
33,10,95.58773206251,21.188602633224626,10.57655584029345,106.12046792931174,109**2 * RBF(length_scale=0.683) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
34,24,98.05789122606569,75.7717382263233,68.08667256879917,76.85065657524119,108**2 * RBF(length_scale=0.686) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
35,36,120.16287053478321,33.4582752892041,23.51701255575738,99.41262733446725,108**2 * RBF(length_scale=0.692) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
36,43,178.97379271834268,11.533284416407373,0.7047358870124573,108.28548529394915,112**2 * RBF(length_scale=0.699) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
37,42,179.2410423946837,160.50287468175566,154.892456004849,56.10418676906652,111**2 * RBF(length_scale=0.705) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
38,64,95.81586876001887,11.455274721249312,0.36758126664405527,110.87693454605255,110**2 * RBF(length_scale=0.704) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
39,65,90.99870959544364,96.18460600733738,95.73748423332259,4.471217740147865,110**2 * RBF(length_scale=0.704) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
40,66,64.29918271351211,20.391502188711893,9.420589693595616,109.70912495116276,109**2 * RBF(length_scale=0.703) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
41,67,55.10215022969636,15.875594010579086,5.002733682445495,108.7286032813359,107**2 * RBF(length_scale=0.702) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
42,57,296.35081017123304,10.912000911799437,0.1670405980615896,107.44960313737846,119**2 * RBF(length_scale=0.722) + WhiteKernel(noise_level=10),296.35081017123304,Max modulus reached
