Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Modulus in Dataset,Stopping Reason
0,14,39.58562154046682,,,,39.5**2 * RBF(length_scale=0.00133) + WhiteKernel(noise_level=7.99),296.35081017123304,Initial selection
1,0,81.74085575257114,11.875686360311958,0.0,39.585621201039864,64.1**2 * RBF(length_scale=6.5) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
2,8,242.7128680778461,83.5266362274037,76.48374155769122,23.476315565708262,145**2 * RBF(length_scale=2.19) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
3,9,233.72437240576676,243.92133889458975,242.57992258079898,4.47138771263591,143**2 * RBF(length_scale=2.23) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
4,47,188.55697291016554,142.95081827767467,104.57259622981746,127.92740682619075,151**2 * RBF(length_scale=3.68) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
5,48,171.00469374345903,189.88223160971856,188.54097413156444,4.470858260513765,147**2 * RBF(length_scale=3.52) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
6,50,174.66437205644556,176.9670017020197,164.8762107953405,40.30263635559729,154**2 * RBF(length_scale=4.48) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
7,7,117.40631603510326,181.6547879401217,165.7132868420812,53.13833699346838,138**2 * RBF(length_scale=4.02) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
8,51,181.925661105008,175.68943374845395,174.35392770915496,4.451686797663325,135**2 * RBF(length_scale=3.81) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
9,44,159.30709474405634,173.78525138015968,171.7156828944192,6.898561619134979,113**2 * RBF(length_scale=2.82) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
10,49,242.91509227554656,135.6078607106331,108.7019656076859,89.68631700982397,130**2 * RBF(length_scale=3.14) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
11,45,224.5706110108938,243.0626852983971,241.55337648863815,5.031029365863182,150**2 * RBF(length_scale=2.49) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
12,46,242.41091008794928,230.7467086725704,229.50537873122084,4.1377664711652296,133**2 * RBF(length_scale=3.04) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
13,52,231.07458974395303,232.9903417388107,231.6118181175099,4.595078737669406,132**2 * RBF(length_scale=3.07) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
14,27,141.45379911190125,177.64239706880105,151.7249638576095,86.39144403730516,126**2 * RBF(length_scale=3.13) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
15,53,228.31076155204596,149.94335721690774,116.15509569198139,112.62753841642122,133**2 * RBF(length_scale=3.4) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
16,57,296.35081017123304,177.16461239354228,149.80237566578217,91.20745575920037,145**2 * RBF(length_scale=3.5) + WhiteKernel(noise_level=10),296.35081017123304,Max modulus reached
