Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Modulus in Dataset,Stopping Reason
0,26,42.736240369816734,,,,42.7**2 * RBF(length_scale=21) + WhiteKernel(noise_level=0.000118),296.35081017123304,Initial selection
1,33,72.06868568538891,42.73596444345245,42.73596444345245,0.1535709492098261,59.2**2 * RBF(length_scale=0.147) + WhiteKernel(noise_level=5.56),296.35081017123304,Continuing
2,23,53.46447392343188,0.001293867500533981,0.001293867500533981,59.246455815316466,56.5**2 * RBF(length_scale=0.142) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
3,16,28.085883195904362,0.0069304741407641545,0.0069304741407641545,56.623079754609485,49.4**2 * RBF(length_scale=0.125) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
4,11,24.71538796928362,5.525722660880087,5.525722660880087,48.53285776003091,45.7**2 * RBF(length_scale=0.137) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
5,25,39.13465426900338,0.005513324826703224,0.005513324826703224,45.84593408844947,44.4**2 * RBF(length_scale=0.133) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
6,34,88.47667256854467,6.25537336373869e-05,6.25537336373869e-05,44.56024410337488,55.1**2 * RBF(length_scale=0.169) + WhiteKernel(noise_level=0.626),296.35081017123304,Continuing
7,39,140.76871335709305,10.016498579679864,10.016498579679864,54.72729220232951,76.7**2 * RBF(length_scale=0.408) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
8,40,162.77817832797786,101.72573860014599,101.72573860014599,49.731844435520316,85.7**2 * RBF(length_scale=0.489) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
9,14,39.58562154046682,6.576281229245793,6.576281229245793,84.42659633778098,80.5**2 * RBF(length_scale=0.48) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
10,15,48.22854697312115,5.598408068957482,5.598408068957482,79.51215904227364,77.1**2 * RBF(length_scale=0.475) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
