Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Modulus in Dataset,Stopping Reason
0,48,171.00469374345903,,,,171**2 * RBF(length_scale=0.005) + WhiteKernel(noise_level=8.44),296.35081017123304,Initial selection
1,0,81.74085575257114,513.014078163747,0.0,171.00469272124897,134**2 * RBF(length_scale=5.34) + WhiteKernel(noise_level=0.00826),296.35081017123304,Continuing
2,72,189.44122006132594,432.47396802348254,90.26847834098923,114.06849656083111,152**2 * RBF(length_scale=8.83) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
3,60,272.2240045816517,412.14440015468534,142.74942194133143,89.79832607111797,202**2 * RBF(length_scale=11.6) + WhiteKernel(noise_level=0.000156),296.35081017123304,Continuing
4,53,228.31076155204596,414.3313385923059,198.12463990771005,72.06889956153195,207**2 * RBF(length_scale=13.7) + WhiteKernel(noise_level=0.00052),296.35081017123304,Continuing
5,41,220.5104016857166,354.97031643070477,182.82398844042547,57.382109330093094,212**2 * RBF(length_scale=15.1) + WhiteKernel(noise_level=0.000109),296.35081017123304,Continuing
6,43,178.97379271834268,332.4461249413522,193.02111872481794,46.47500207217808,209**2 * RBF(length_scale=16.2) + WhiteKernel(noise_level=0.000145),296.35081017123304,Continuing
7,61,201.80400290446062,308.180279866039,219.89611836107042,29.42805383498951,218**2 * RBF(length_scale=17.8) + WhiteKernel(noise_level=7.28e-05),296.35081017123304,Continuing
8,54,197.84044623035882,280.221041525724,233.64901831563145,15.524007736697508,166**2 * RBF(length_scale=11.6) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
9,68,65.48719407925006,302.1476981772189,186.55454443971942,38.53105124583316,154**2 * RBF(length_scale=7.96) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
10,52,231.07458974395303,306.74514666793453,229.0641085994812,25.893679356151114,155**2 * RBF(length_scale=8.4) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
11,58,211.50865412415317,292.3871752256975,267.02141241318395,8.455254270837841,160**2 * RBF(length_scale=4.36) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
12,17,106.8193434000782,399.23146092594015,168.96431113871972,76.75571659574014,158**2 * RBF(length_scale=4.38) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
13,70,172.0732296612731,383.2434861723465,192.23334516527208,63.67004700235813,157**2 * RBF(length_scale=4.54) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
14,6,204.17680289774339,347.6097097050082,143.78335055781173,67.94211971573216,163**2 * RBF(length_scale=4.77) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
15,21,50.104313602035774,331.13933822409183,120.76747688745937,70.12395377887748,172**2 * RBF(length_scale=5.04) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
16,8,242.7128680778461,322.69203293907526,196.8056334191749,41.962133173300124,186**2 * RBF(length_scale=5.44) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
17,69,110.69482106635698,313.86284178219205,153.53334381657015,53.44316598854063,187**2 * RBF(length_scale=5.51) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
18,57,296.35081017123304,291.3378677044356,182.11478555246077,36.40769405065828,163**2 * RBF(length_scale=4.18) + WhiteKernel(noise_level=10),296.35081017123304,Max modulus reached
