Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Modulus in Dataset,Stopping Reason
0,14,39.58562154046682,,,,39.5**2 * RBF(length_scale=0.00133) + WhiteKernel(noise_level=7.99),296.35081017123304,Initial selection
1,0,81.74085575257114,19.792810600519932,0.0,39.585621201039864,64.1**2 * RBF(length_scale=6.5) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
2,8,242.7128680778461,88.22189934054535,76.48374155769122,23.476315565708262,145**2 * RBF(length_scale=2.19) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
3,9,233.72437240576676,244.81561643711694,242.57992258079898,4.47138771263591,143**2 * RBF(length_scale=2.23) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
4,47,188.55697291016554,168.53629964291284,104.57259622981746,127.92740682619075,151**2 * RBF(length_scale=3.68) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
5,50,174.66437205644556,193.3187492516451,173.54453562165705,39.548427259976094,155**2 * RBF(length_scale=4.54) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
6,71,270.69323356331364,190.97197347148838,136.02178262336818,109.9003816962404,208**2 * RBF(length_scale=6.63) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
7,72,189.44122006132594,270.22844387310613,225.68147432417317,89.09393909786591,193**2 * RBF(length_scale=6.55) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
8,70,172.0732296612731,229.3098348677812,210.1760379629104,38.267593809741605,194**2 * RBF(length_scale=6.6) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
9,68,65.48719407925006,223.28398721788707,196.80638846665565,52.95519750246287,184**2 * RBF(length_scale=5.02) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
10,42,179.2410423946837,247.34926931781763,198.77661629940224,97.1453060368308,171**2 * RBF(length_scale=4.89) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
11,49,242.91509227554656,193.34544959465757,148.20602098421898,90.27885722087717,180**2 * RBF(length_scale=5.15) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
12,53,228.31076155204596,253.14684103716166,193.0565900471438,120.18050198003574,175**2 * RBF(length_scale=5.23) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
13,45,224.5706110108938,243.98957764415917,241.66084100926957,4.657473269779204,164**2 * RBF(length_scale=4.57) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
14,46,242.41091008794928,234.14087700266,232.17016414773389,3.94142570985224,170**2 * RBF(length_scale=5.01) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
15,52,231.07458974395303,235.8054441290262,233.78741567441102,4.0360569092303535,168**2 * RBF(length_scale=4.86) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
16,48,171.00469374345903,191.43927799032684,189.21648196755996,4.445592045533764,166**2 * RBF(length_scale=4.58) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
17,7,117.40631603510326,193.3895399804475,165.88310904782256,55.012861865249896,161**2 * RBF(length_scale=4.46) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
18,57,296.35081017123304,190.90244637581654,150.76985517021603,80.26518241120101,165**2 * RBF(length_scale=4.25) + WhiteKernel(noise_level=10),296.35081017123304,Max modulus reached
