Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Modulus in Dataset,Stopping Reason
0,26,42.736240369816734,,,,42.7**2 * RBF(length_scale=21) + WhiteKernel(noise_level=0.000118),296.35081017123304,Initial selection
1,53,228.31076155204596,92.49283408969481,40.72988554147941,12.940737137053848,164**2 * RBF(length_scale=4.56) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
2,58,211.50865412415317,655.2109261852828,108.63497836714986,136.64398695453323,174**2 * RBF(length_scale=7.53) + WhiteKernel(noise_level=5.83e-05),296.35081017123304,Continuing
3,72,189.44122006132594,547.0490949738413,65.21372337412564,120.45884289992891,192**2 * RBF(length_scale=8.86) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
4,8,242.7128680778461,471.0228769736005,131.5419390333388,84.87023448506542,202**2 * RBF(length_scale=8.66) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
5,68,65.48719407925006,480.08754773025123,167.49019040400478,78.14933933156162,195**2 * RBF(length_scale=7.66) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
6,42,179.2410423946837,474.7842167733569,143.843269846795,82.73523673164047,204**2 * RBF(length_scale=8.87) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
7,54,197.84044623035882,419.6572903324064,181.8293887928355,59.45697538489272,214**2 * RBF(length_scale=10.2) + WhiteKernel(noise_level=5.83e-05),296.35081017123304,Continuing
8,52,231.07458974395303,351.1532451620355,193.4617903312993,39.422863707684044,239**2 * RBF(length_scale=11.6) + WhiteKernel(noise_level=5.83e-05),296.35081017123304,Continuing
9,2,66.30151481091211,333.47751142710615,151.88809543361432,45.39735399837295,179**2 * RBF(length_scale=7.66) + WhiteKernel(noise_level=5.83e-05),296.35081017123304,Continuing
10,57,296.35081017123304,378.44539541400843,204.01091065597834,43.608621189507524,158**2 * RBF(length_scale=5.84) + WhiteKernel(noise_level=5.83e-05),296.35081017123304,Max modulus reached
