Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Modulus in Dataset,Stopping Reason
0,53,228.31076155204596,,,,228**2 * RBF(length_scale=144) + WhiteKernel(noise_level=9.85),296.35081017123304,Initial selection
1,69,110.69482106635698,255.52812617323954,227.8922292336641,13.817948469787726,179**2 * RBF(length_scale=11.9) + WhiteKernel(noise_level=9.94),296.35081017123304,Continuing
2,60,272.2240045816517,342.49842412364444,189.7652679245576,76.36657809954343,203**2 * RBF(length_scale=14.2) + WhiteKernel(noise_level=0.0005),296.35081017123304,Continuing
3,2,66.30151481091211,339.6453014204358,190.36779277372761,74.6387543233541,185**2 * RBF(length_scale=9.73) + WhiteKernel(noise_level=0.00138),296.35081017123304,Continuing
4,54,197.84044623035882,327.2730207160665,205.8493638204733,60.711828447796606,188**2 * RBF(length_scale=11.7) + WhiteKernel(noise_level=0.000832),296.35081017123304,Continuing
5,58,211.50865412415317,293.6619728631908,275.53267580201253,9.064648530589121,187**2 * RBF(length_scale=3.5) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
6,61,201.80400290446062,504.1405636956824,229.1400930594324,137.500235318125,175**2 * RBF(length_scale=3.59) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
7,41,220.5104016857166,420.26341565908234,136.12389092759372,142.0697623657443,175**2 * RBF(length_scale=3.96) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
8,42,179.2410423946837,389.4595670252051,118.55424487578938,135.45266107470786,169**2 * RBF(length_scale=4.03) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
9,49,242.91509227554656,373.9204823741012,217.28277536136,78.3188535063706,166**2 * RBF(length_scale=4.23) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
10,17,106.8193434000782,361.79844520151596,179.396947111573,91.20074904497149,165**2 * RBF(length_scale=4.32) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
11,71,270.69323356331364,327.3137110506061,104.6007342665461,111.35648839203,166**2 * RBF(length_scale=4.06) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
12,70,172.0732296612731,378.25813429243544,217.96886793543132,80.14463317850205,162**2 * RBF(length_scale=4.07) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
13,8,242.7128680778461,342.87505259323177,142.71429852157698,100.08037703582741,163**2 * RBF(length_scale=4.11) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
14,68,65.48719407925006,340.7401399531011,196.85834837785325,71.94089578762394,167**2 * RBF(length_scale=3.88) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
15,47,188.55697291016554,354.68952602588445,227.259559304419,63.71498336073271,177**2 * RBF(length_scale=4.28) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
16,57,296.35081017123304,312.1434480083038,199.18351186361724,56.47996807234326,173**2 * RBF(length_scale=3.94) + WhiteKernel(noise_level=10),296.35081017123304,Max modulus reached
