Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
0.110000,-0.070381,-46.882923,-0.006804,-0.006824,-0.173332,-0.313071,-0.015949,-1.733324,-46.882923,-0.173098,0.000000
0.120000,-0.067032,-46.838440,-0.006808,-0.006824,-0.173332,-0.298173,-0.015190,-1.733324,-46.838440,-0.173098,0.000000
0.130000,-0.069260,-46.793961,-0.006804,-0.006824,-0.173332,-0.308082,-0.015694,-1.733324,-46.793961,-0.173098,0.000000
0.140000,-0.072243,-46.927402,-0.006804,-0.006824,-0.173332,-0.321352,-0.016370,-1.733324,-46.927402,-0.173098,0.000000
0.150000,-0.079689,-46.838440,-0.006808,-0.006824,-0.173332,-0.354474,-0.018058,-1.733324,-46.838440,-0.173098,0.000000
0.160000,-0.069260,-46.927402,-0.006808,-0.006824,-0.173332,-0.308082,-0.015694,-1.733324,-46.927402,-0.173098,0.000000
0.170000,-0.068520,-46.838440,-0.006804,-0.006824,-0.173332,-0.304790,-0.015527,-1.733324,-46.838440,-0.173098,0.000000
0.180000,-0.068146,-46.838440,-0.006808,-0.006824,-0.173332,-0.303127,-0.015442,-1.733324,-46.838440,-0.173098,0.000000
0.190000,-0.070007,-46.793961,-0.006821,-0.006824,-0.173332,-0.311408,-0.015864,-1.733324,-46.793961,-0.173098,0.000000
0.200000,-0.073357,-46.838440,-0.006812,-0.006824,-0.173332,-0.326307,-0.016623,-1.733324,-46.838440,-0.173098,0.000000
0.210000,-0.064049,-46.882923,-0.006821,-0.006824,-0.173332,-0.284903,-0.014514,-1.733324,-46.882923,-0.173098,0.000000
0.220000,-0.064049,-46.793961,-0.006812,-0.006824,-0.173332,-0.284903,-0.014514,-1.733324,-46.793961,-0.173098,0.000000
0.230000,-0.072617,-46.838440,-0.006817,-0.006824,-0.173332,-0.323015,-0.016455,-1.733324,-46.838440,-0.173098,0.000000
0.240000,-0.073730,-46.927402,-0.006812,-0.006824,-0.173332,-0.327969,-0.016708,-1.733324,-46.927402,-0.173098,0.000000
0.250000,-0.072243,-46.838440,-0.006812,-0.006824,-0.173332,-0.321352,-0.016370,-1.733324,-46.838440,-0.173098,0.000000
0.260000,-0.079315,-46.927402,-0.006821,-0.006824,-0.173332,-0.352812,-0.017973,-1.733324,-46.927402,-0.173098,0.000000
0.270000,-0.086021,-46.838440,-0.006808,-0.006824,-0.173332,-0.382642,-0.019493,-1.733324,-46.838440,-0.173098,0.000000
0.280000,-0.069633,-46.882923,-0.006804,-0.006824,-0.173332,-0.309745,-0.015779,-1.733324,-46.882923,-0.173098,0.000000
0.290000,-0.073357,-46.882923,-0.006829,-0.006824,-0.173332,-0.326307,-0.016623,-1.733324,-46.882923,-0.173098,0.000000
0.300000,-0.065910,-46.838440,-0.006808,-0.006824,-0.173332,-0.293184,-0.014935,-1.733324,-46.838440,-0.173098,0.000000
0.310000,-0.051392,-46.882923,-0.006812,-0.006824,-0.173332,-0.228601,-0.011646,-1.733324,-46.882923,-0.173098,0.000000
0.320000,-0.060326,-46.838440,-0.006821,-0.006824,-0.173332,-0.268342,-0.013670,-1.733324,-46.838440,-0.173098,0.000000
0.330000,-0.061440,-46.882923,-0.006812,-0.006824,-0.173332,-0.273297,-0.013922,-1.733324,-46.882923,-0.173098,0.000000
0.340000,-0.073730,-46.838440,-0.006812,-0.006824,-0.173332,-0.327969,-0.016708,-1.733324,-46.838440,-0.173098,0.000000
0.350000,-0.050270,-46.882923,-0.006808,-0.006824,-0.173332,-0.223612,-0.011391,-1.733324,-46.882923,-0.172994,0.000000
0.360000,-0.013405,-46.882923,-0.006812,-0.006824,-0.173324,-0.059628,-0.003038,-1.733237,-46.882923,-0.172821,0.000000
0.370000,-0.001122,-46.882923,-0.006817,-0.006823,-0.173298,-0.004989,-0.000254,-1.732977,-46.882923,-0.172665,0.000000
0.380000,0.003349,-46.882923,-0.006808,-0.006819,-0.173211,0.014898,0.000759,-1.732110,-46.882923,-0.172491,0.000000
0.390000,-0.004471,-46.882923,-0.006804,-0.006815,-0.173090,-0.019887,-0.001013,-1.730896,-46.882923,-0.172335,0.000000
0.400000,-0.016014,-46.838440,-0.006799,-0.006809,-0.172959,-0.071234,-0.003629,-1.729595,-46.838440,-0.172162,0.000000
0.410000,-0.009308,-46.882923,-0.006795,-0.006804,-0.172812,-0.041403,-0.002109,-1.728121,-46.882923,-0.171988,0.000000
0.420000,-0.004845,-46.793961,-0.006825,-0.006798,-0.172673,-0.021550,-0.001098,-1.726733,-46.793961,-0.171832,0.000000
0.430000,0.006699,-46.882923,-0.006808,-0.006793,-0.172535,0.029797,0.001518,-1.725345,-46.882923,-0.171659,0.000000
0.440000,0.015266,-46.927402,-0.006829,-0.006786,-0.172361,0.067908,0.003459,-1.723611,-46.927402,-0.171503,0.000000
0.450000,0.016380,-46.838440,-0.006808,-0.006777,-0.172144,0.072863,0.003712,-1.721443,-46.838440,-0.171329,0.000000
0.460000,0.013779,-46.838440,-0.006829,-0.006768,-0.171919,0.061291,0.003122,-1.719188,-46.838440,-0.171156,0.000000
