Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Yield Strength in Dataset,Stopping Reason
1,45,1716.3,42168.508,10026.378,2510.3,Continuing
2,138,1525.0,40387.223,9070.944,2510.3,Continuing
3,239,1144.8,2120.8774,50.08573,2510.3,Continuing
4,244,1081.1,1784.8055,50.615303,2510.3,Continuing
5,206,2331.1,1707.5186,35.865295,2510.3,Continuing
6,71,2501.1,2378.9746,37.82707,2510.3,Continuing
7,273,2402.3,2378.368,35.258232,2510.3,Continuing
8,147,1736.3,1754.1282,32.751328,2510.3,Continuing
9,30,1194.0,1632.7535,32.0632,2510.3,Continuing
10,191,2411.5,1623.9655,29.319496,2510.3,Continuing
11,181,1801.8,2430.4001,248.19383,2510.3,Continuing
12,212,2249.6,2234.9229,37.58826,2510.3,Continuing
13,264,1288.4,2172.9944,35.405884,2510.3,Continuing
14,99,2411.5,1892.3617,39.1086,2510.3,Continuing
15,31,2487.3,2270.4043,49.614113,2510.3,Continuing
16,106,2381.6,2235.2432,46.5665,2510.3,Continuing
17,118,1603.3,2252.848,69.085304,2510.3,Continuing
18,292,2372.4,2243.0632,46.025616,2510.3,Continuing
19,73,2381.6,2196.0522,49.099598,2510.3,Continuing
20,194,1233.3,1994.412,47.39701,2510.3,Continuing
21,306,2510.3,1951.1469,55.73622,2510.3,Max Yield Strength reached
