Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Yield Strength in Dataset,Stopping Reason
1,0,1167.2,1309.0999999999904,0.0,2510.3,Continuing
2,264,1288.4,1272.560749999995,141.89999999999986,2510.3,Continuing
3,87,1393.5,1289.1792499999997,141.89999999999986,2510.3,Continuing
4,154,1123.1,1339.8497500000003,226.29999999999995,2510.3,Continuing
5,78,1580.1,1326.2084999999984,270.4000000000001,2510.3,Continuing
6,235,1419.4,1421.6314999999938,457.0,2510.3,Continuing
7,181,1801.8,1409.857750000003,412.89999999999986,2510.3,Continuing
8,169,1250.5,1625.0280000000014,513.3999999999999,2510.3,Continuing
9,44,1474.4,1525.9912500000041,551.3,2510.3,Continuing
10,238,1188.5,1463.4335000000012,515.2949999999998,2510.3,Continuing
11,291,1577.8,1389.4219999999973,678.7,2510.3,Continuing
12,2,1382.2,1469.9989999999984,634.5999999999999,2510.3,Continuing
13,296,1681.2,1470.6859999999986,457.0,2510.3,Continuing
14,215,1688.1,1525.684999999999,558.1000000000001,2510.3,Continuing
15,57,1235.9,1554.7259999999953,520.8999999999999,2510.3,Continuing
16,193,1784.5,1539.2784999999933,520.8999999999999,2510.3,Continuing
17,142,1340.1,1672.4342499999977,596.0,2510.3,Continuing
18,21,1860.3,1527.7707499999942,596.0,2510.3,Continuing
19,119,1736.3,1632.7877499999972,695.3049999999998,2510.3,Continuing
20,77,1653.6,1623.9802499999976,671.8,2510.3,Continuing
21,246,1564.0,1670.172999999996,693.0999999999999,2510.3,Continuing
22,285,1812.1,1653.804999999998,520.2,2510.3,Continuing
23,146,1722.5,1631.413249999997,671.8,2510.3,Continuing
24,188,1681.2,1661.2514999999933,474.4099999999978,2510.3,Continuing
25,150,1846.5,1631.100749999995,444.4000000000001,2510.3,Continuing
26,158,1688.1,1722.031999999997,282.5,2510.3,Continuing
27,279,1805.2,1696.2409999999952,282.5,2510.3,Continuing
28,33,1819.0,1584.638999999995,679.3,2510.3,Continuing
29,167,1731.7,1547.8719999999978,679.3,2510.3,Continuing
30,8,1683.0,1527.568999999998,737.2,2510.3,Continuing
31,287,1615.8,1585.3044999999995,679.3,2510.3,Continuing
32,126,1391.8,1633.9864999999988,679.3,2510.3,Continuing
33,134,1282.2,1565.031,651.8,2510.3,Continuing
34,46,1798.3,1535.3424999999966,630.5,2510.3,Continuing
35,266,1667.4,1606.2969999999996,565.8999999999999,2510.3,Continuing
36,172,1164.4,1535.8087499999976,583.0999999999999,2510.3,Continuing
37,14,1564.0,1537.7002500000003,564.5,2510.3,Continuing
38,305,1139.7,1534.0352499999985,534.0,2510.3,Continuing
39,135,1354.2,1469.3887500000012,569.3,2510.3,Continuing
40,35,1357.3,1460.428,582.8,2510.3,Continuing
41,263,1123.1,1451.8262500000037,654.5999999999999,2510.3,Continuing
42,213,1405.6,1439.8814999999993,608.6000000000001,2510.3,Continuing
43,89,1021.0,1418.231250000002,679.3,2510.3,Continuing
44,24,1383.7,1432.417000000002,613.4699999999998,2510.3,Continuing
45,173,1522.7,1469.5752499999985,476.0999999999999,2510.3,Continuing
46,54,1429.7,1435.240499999997,476.92999999999984,2510.3,Continuing
47,102,1575.5,1428.6927499999993,559.9000000000001,2510.3,Continuing
48,219,1804.2,1436.9492499999988,559.9000000000001,2510.3,Continuing
49,189,1818.0,1607.407499999998,681.1000000000001,2510.3,Continuing
50,299,1777.6,1712.9584999999968,535.8,2510.3,Continuing
51,121,1795.5,1719.0282499999958,529.5999999999999,2510.3,Continuing
52,222,1792.1,1773.1739999999972,242.5,2510.3,Continuing
53,186,1741.8,1791.2034999999928,40.40000000000009,2510.3,Continuing
54,278,1743.5,1783.053999999992,76.20000000000005,2510.3,Continuing
55,82,1746.6,1771.1387499999976,76.20000000000005,2510.3,Continuing
56,117,1810.0,1760.3704999999943,62.40000000000009,2510.3,Continuing
57,262,1309.1,1548.3669999999972,653.5999999999999,2510.3,Continuing
58,198,1061.1,1535.8549999999957,695.9000000000001,2510.3,Continuing
59,216,1371.1,1444.6887499999991,734.4000000000001,2510.3,Continuing
60,13,1299.8,1455.207500000001,645.7049999999997,2510.3,Continuing
61,231,1547.3,1403.619249999998,734.4000000000001,2510.3,Continuing
62,276,1629.9,1434.9337499999965,731.0,2510.3,Continuing
63,18,1592.9,1537.5527500000044,558.1000000000001,2510.3,Continuing
64,12,1455.4,1442.1927500000002,731.0,2510.3,Continuing
65,177,1503.4,1478.9647500000078,568.8000000000002,2510.3,Continuing
66,6,1605.4,1420.7129999999968,662.0999999999999,2510.3,Continuing
67,160,1309.1,1435.037500000003,613.3,2510.3,Continuing
68,40,2157.3,1398.025249999999,723.4000000000001,2510.3,Continuing
69,212,2249.6,1555.3729999999985,1096.2000000000003,2510.3,Continuing
70,239,1144.8,1822.7620000000002,1188.5,2510.3,Continuing
71,191,2411.5,1602.8577499999942,1188.5,2510.3,Continuing
72,31,2487.3,1781.3607499999957,1350.4,2510.3,Continuing
73,99,2411.5,2124.1290000000045,1364.2000000000003,2510.3,Continuing
74,206,2331.1,2298.084000000001,1198.9,2510.3,Continuing
75,273,2402.3,2230.633999999997,1322.305,2510.3,Continuing
76,106,2381.6,2125.2887500000015,1364.2000000000003,2510.3,Continuing
77,292,2372.4,2119.343999999993,1364.2000000000003,2510.3,Continuing
78,306,2510.3,2105.613750000002,1342.5000000000002,2510.3,Max Yield Strength reached
