Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Yield Strength in Dataset,Stopping Reason
1,171,1837.9,40961.35,9350.475,2510.3,Continuing
2,138,1525.0,46606.207,10104.396,2510.3,Continuing
3,305,1139.7,2752.4397,153.25758,2510.3,Continuing
4,169,1250.5,2190.4146,142.7904,2510.3,Continuing
5,139,1350.4,1710.3195,42.7399,2510.3,Continuing
6,15,1136.9,1545.1768,31.975355,2510.3,Continuing
7,111,1274.7,1362.8844,30.622759,2510.3,Continuing
8,277,1172.0,1344.0281,26.443216,2510.3,Continuing
9,118,1603.3,1636.4308,32.955456,2510.3,Continuing
10,210,1580.0,1557.0725,30.719711,2510.3,Continuing
11,184,1012.8,1553.5421,33.562557,2510.3,Continuing
12,240,1267.1,1604.2147,38.35795,2510.3,Continuing
13,274,1486.2,2150.9734,84.1571,2510.3,Continuing
14,244,1081.1,1693.0759,141.67667,2510.3,Continuing
15,247,1036.9,1544.6573,40.33426,2510.3,Continuing
16,71,2501.1,1576.5463,50.98685,2510.3,Continuing
17,273,2402.3,2509.0564,64.00338,2510.3,Continuing
18,206,2331.1,2372.5198,55.243164,2510.3,Continuing
19,45,1716.3,1988.3396,50.645195,2510.3,Continuing
20,147,1736.3,1478.2633,38.29895,2510.3,Continuing
21,259,1463.3,1256.3262,44.796158,2510.3,Continuing
22,177,1503.4,1311.7246,45.310234,2510.3,Continuing
23,12,1455.4,1341.1382,46.441124,2510.3,Continuing
24,18,1592.9,1436.4639,46.01399,2510.3,Continuing
25,231,1547.3,1426.2985,48.918705,2510.3,Continuing
26,265,1680.6,1400.5264,95.70737,2510.3,Continuing
27,201,1586.7,1319.2124,45.072567,2510.3,Continuing
28,48,1451.7,1358.9933,51.104053,2510.3,Continuing
29,254,1324.3,1395.604,49.687668,2510.3,Continuing
30,303,1221.6,1305.5775,43.53597,2510.3,Continuing
31,263,1123.1,1312.4569,59.34086,2510.3,Continuing
32,268,1263.6,1279.8995,51.678406,2510.3,Continuing
33,181,1801.8,1207.9298,62.015083,2510.3,Continuing
34,44,1474.4,1414.8407,59.204296,2510.3,Continuing
35,31,2487.3,1256.301,45.629032,2510.3,Continuing
36,191,2411.5,2437.8757,85.71095,2510.3,Continuing
37,99,2411.5,2398.377,76.672844,2510.3,Continuing
38,292,2372.4,2361.2188,80.879555,2510.3,Continuing
39,306,2510.3,2304.172,74.535034,2510.3,Max Yield Strength reached
