Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Yield Strength in Dataset,Stopping Reason
1,45,1716.3,43677.402,10119.458,2510.3,Continuing
2,138,1525.0,38942.457,9184.278,2510.3,Continuing
3,239,1144.8,2300.8381,53.72333,2510.3,Continuing
4,244,1081.1,1894.3009,53.58366,2510.3,Continuing
5,206,2331.1,1621.533,36.380302,2510.3,Continuing
6,71,2501.1,2322.9956,37.770767,2510.3,Continuing
7,273,2402.3,2402.4204,35.00051,2510.3,Continuing
8,147,1736.3,1730.7693,31.764288,2510.3,Continuing
9,30,1194.0,1621.8936,29.219528,2510.3,Continuing
10,191,2411.5,1691.6787,32.91657,2510.3,Continuing
11,181,1801.8,2418.5303,264.01672,2510.3,Continuing
12,264,1288.4,2343.7576,37.784832,2510.3,Continuing
13,212,2249.6,2439.654,52.42122,2510.3,Continuing
14,99,2411.5,1890.9921,38.491226,2510.3,Continuing
15,31,2487.3,2283.1274,46.009937,2510.3,Continuing
16,106,2381.6,2216.1077,43.997513,2510.3,Continuing
17,292,2372.4,2250.9983,48.073067,2510.3,Continuing
18,73,2381.6,2249.9727,49.854492,2510.3,Continuing
19,194,1233.3,2232.7092,51.856594,2510.3,Continuing
20,306,2510.3,2058.636,58.621994,2510.3,Max Yield Strength reached
