Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Yield Strength in Dataset,Stopping Reason
1,0,1167.2,1309.0997,0.00012207031,2510.3,Continuing
2,5,1164.4,1252.3391,69.51616,2510.3,Continuing
3,264,1288.4,1242.7854,70.893524,2510.3,Continuing
4,44,1474.4,1246.3029,62.82235,2510.3,Continuing
5,169,1250.5,1422.7351,79.098,2510.3,Continuing
6,235,1419.4,1403.0883,88.08221,2510.3,Continuing
7,181,1801.8,1447.4828,46.27489,2510.3,Continuing
8,135,1354.2,1423.7374,237.24055,2510.3,Continuing
9,75,1471.1,1443.9949,195.74234,2510.3,Continuing
10,245,1298.8,1417.0023,111.72215,2510.3,Continuing
11,160,1309.1,1424.5344,113.16961,2510.3,Continuing
12,62,1130.0,1338.6055,184.59332,2510.3,Continuing
13,15,1136.9,1320.6052,122.375786,2510.3,Continuing
14,40,2157.3,1305.5288,120.27862,2510.3,Continuing
15,239,1144.8,1620.805,365.7571,2510.3,Continuing
16,76,1669.3,1415.878,339.06494,2510.3,Continuing
17,191,2411.5,1538.0575,194.07169,2510.3,Continuing
18,212,2249.6,1967.0975,405.65326,2510.3,Continuing
19,240,1267.1,1631.8413,240.57777,2510.3,Continuing
20,99,2411.5,1555.4866,155.7947,2510.3,Continuing
21,71,2501.1,1888.6129,396.40717,2510.3,Continuing
22,273,2402.3,2069.2578,356.80466,2510.3,Continuing
23,206,2331.1,1887.9503,233.14926,2510.3,Continuing
24,31,2487.3,2063.0264,297.7918,2510.3,Continuing
25,106,2381.6,1839.1516,317.75912,2510.3,Continuing
26,292,2372.4,1808.3351,266.1166,2510.3,Continuing
27,73,2381.6,1817.9109,222.72806,2510.3,Continuing
28,306,2510.3,1985.6761,271.45822,2510.3,Max Yield Strength reached
