Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Yield Strength in Dataset,Stopping Reason
1,45,1716.3,43902.367,11768.826,2510.3,Continuing
2,244,1081.1,43563.664,11009.361,2510.3,Continuing
3,239,1144.8,1826.6019,67.61612,2510.3,Continuing
4,207,1019.0,1793.9814,40.22563,2510.3,Continuing
5,265,1680.6,1626.4907,220.77977,2510.3,Continuing
6,71,2501.1,1989.1766,55.95641,2510.3,Continuing
7,206,2331.1,2383.1672,53.65345,2510.3,Continuing
8,181,1801.8,2313.696,79.28699,2510.3,Continuing
9,273,2402.3,2367.0935,46.7227,2510.3,Continuing
10,147,1736.3,1737.2058,39.09763,2510.3,Continuing
11,26,1236.6,1572.9222,41.43875,2510.3,Continuing
12,191,2411.5,1609.9639,36.507328,2510.3,Continuing
13,264,1288.4,2306.644,44.209408,2510.3,Continuing
14,212,2249.6,2275.1013,67.69443,2510.3,Continuing
15,99,2411.5,2074.8416,58.87186,2510.3,Continuing
16,31,2487.3,2256.508,55.47975,2510.3,Continuing
17,106,2381.6,2261.7085,53.34617,2510.3,Continuing
18,194,1233.3,2253.9956,56.289196,2510.3,Continuing
19,292,2372.4,2218.9214,56.51276,2510.3,Continuing
20,73,2381.6,2232.7932,53.68701,2510.3,Continuing
21,289,1571.2,1961.8707,57.101124,2510.3,Continuing
22,306,2510.3,1867.2015,84.15291,2510.3,Max Yield Strength reached
