Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Yield Strength in Dataset,Stopping Reason
1,264,1288.4,0.05501151935614804,1048.8088472441152,2510.3,Continuing
2,78,1580.1,208.16308019169907,1041.4347578966076,2510.3,Continuing
3,87,1393.5,321.12929862155653,1037.7646310363348,2510.3,Continuing
4,154,1123.1,397.75660108197974,1035.1110541471194,2510.3,Continuing
5,5,1164.4,578.4673747565782,844.9475795056222,2510.3,Continuing
6,261,1287.3,1242.6374691537098,193.60662524865288,2510.3,Continuing
7,210,1580.0,1261.0598287418698,168.9511988951591,2510.3,Continuing
8,118,1603.3,1289.4220716886628,188.64720029098416,2510.3,Continuing
9,76,1669.3,1317.1392232844287,199.3967356800159,2510.3,Continuing
10,240,1267.1,1344.061852363698,213.392397440397,2510.3,Continuing
11,289,1571.2,1341.067844884913,204.15277813268833,2510.3,Continuing
12,260,1599.4,1360.6283532410987,201.14381926252526,2510.3,Continuing
13,79,1641.2,1378.812145857063,199.85720606786944,2510.3,Continuing
14,227,1874.6,1396.4428309643863,201.18103295813924,2510.3,Continuing
15,275,1392.4,1460.7688364358964,222.5382070400066,2510.3,Continuing
16,127,1737.2,1447.9423313101474,215.9990694582433,2510.3,Continuing
17,185,1998.6,1481.7717583026074,212.6812796732216,2510.3,Continuing
18,64,1661.2,1506.5979939019667,225.3094053741245,2510.3,Continuing
19,75,1471.1,1432.45511753284,247.37134552022286,2510.3,Continuing
20,15,1136.9,1485.2356527507852,222.94970710237328,2510.3,Continuing
21,157,1779.7,1312.7516821810436,274.6199658616803,2510.3,Continuing
22,288,1768.0,1528.6585332565883,240.1249153700999,2510.3,Continuing
23,93,1755.2,1584.8581641253104,229.9234677836568,2510.3,Continuing
24,108,1164.4,1601.9575302471144,228.60406669404676,2510.3,Continuing
25,293,1123.1,1459.9678001046461,235.62842183442726,2510.3,Continuing
26,298,1040.4,1362.243120058915,233.4917051536047,2510.3,Continuing
27,166,1091.4,1201.6832626999992,248.17536140274285,2510.3,Continuing
28,243,1194.0,1105.1129365121346,252.1465800354133,2510.3,Continuing
29,27,1825.8,1016.7927028366033,263.978850249342,2510.3,Continuing
30,187,1870.6,1324.860793070756,274.1121482184785,2510.3,Continuing
31,274,1486.2,1445.795045509456,285.16256301836745,2510.3,Continuing
32,60,1340.8,1448.1554591918803,280.1908050336625,2510.3,Continuing
33,294,1390.4,1445.8243279686903,276.6178666291417,2510.3,Continuing
34,209,1309.8,1445.1221700648211,272.55109747147065,2510.3,Continuing
35,40,2157.3,1441.877664574367,269.8059318222653,2510.3,Continuing
36,212,2249.6,1456.9776937530446,290.4619825721668,2510.3,Continuing
37,306,2510.3,1472.6428005332104,313.58028673119406,2510.3,Max Yield Strength reached
