Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Yield Strength in Dataset,Stopping Reason
1,0,1167.2,1212.5997,0.00012207031,2510.3,Continuing
2,5,1164.4,1200.4927,20.076353,2510.3,Continuing
3,207,1019.0,1194.3457,22.3609,2510.3,Continuing
4,171,1837.9,1114.4429,88.20989,2510.3,Continuing
5,2,1382.2,1529.1001,330.33264,2510.3,Continuing
6,249,1460.7,1521.3744,286.03793,2510.3,Continuing
7,111,1274.7,1420.0559,319.60437,2510.3,Continuing
8,27,1825.8,1589.592,295.7063,2510.3,Continuing
9,187,1870.6,1669.3103,248.78868,2510.3,Continuing
10,296,1681.2,1469.5865,277.44543,2510.3,Continuing
11,291,1577.8,1584.6027,215.73555,2510.3,Continuing
12,194,1233.3,1374.372,255.85191,2510.3,Continuing
13,135,1354.2,1578.6127,184.37256,2510.3,Continuing
14,265,1680.6,1517.361,198.83646,2510.3,Continuing
15,55,1463.0,1583.5397,125.383705,2510.3,Continuing
16,150,1846.5,1530.5267,141.0172,2510.3,Continuing
17,142,1340.1,1633.4689,187.99257,2510.3,Continuing
18,193,1784.5,1595.1056,181.75066,2510.3,Continuing
19,21,1860.3,1629.579,146.17009,2510.3,Continuing
20,77,1653.6,1513.72,174.71252,2510.3,Continuing
21,174,1287.4,1551.5808,129.24217,2510.3,Continuing
22,246,1564.0,1515.5735,142.33765,2510.3,Continuing
23,215,1688.1,1601.3933,113.360825,2510.3,Continuing
24,9,1155.0,1495.6113,130.51666,2510.3,Continuing
25,263,1123.1,1487.5852,143.04965,2510.3,Continuing
26,56,1357.9,1460.2401,149.52989,2510.3,Continuing
27,48,1451.7,1381.3695,168.2661,2510.3,Continuing
28,78,1580.1,1461.6039,122.93627,2510.3,Continuing
29,306,2510.3,1386.5035,161.42566,2510.3,Max Yield Strength reached
